class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X or Y	large	small	large - small	(large) or (small)	 Unfortunately, drinking while pregnant (large or small	 amounts) can lead to a numerous amount of of issues for your baby.	
yes	X or Y	large	small	large - small	(large) or (small)	 The Romney campaign and the RNC had hoped to avoid this kind of floor flight, 	large or small	, during the convention.
no	X and Y	old	democratic	new - old	(\bold) and (?!new)(\b\w+)	 For if the United States were to abandon an 	old and democratic	 friend to Chinese aggression, U.
yes	X and Y	short	long	long - short	(short) and (long)	 Reducing federal investments in port related infrastructure would be detrimental for our country, both in the 	short and long	 term.
yes	X and Y	good	bad	bad - good	(good) and (bad)	" "" There are only two categories: "	good and bad	.
yes	X or Y	optimistic	pessimistic	optimistic - pessimistic	(optimistic) or (pessimistic)	 Smaller variations appeared between the number of times metaphors generated for family and work were judged as 	optimistic or pessimistic	.
yes	X and Y	large	small	large - small	(large) and (small)	" Photograph: Photograph by Matt Carr/Gary Mandel Reps Lyubomirsky recommends consciously "" savoring the moment "" -- pausing to appreciate the positive components, "	large and small	, of your life.
no	X and Y	hot	excitable	cold - hot	(\bhot) and (?!cold)(\b\w+)	 If you are a responsible participant in the market, you always want to know where the market is -- whether it is 	hot and excitable	, or cold and stagnant.
yes	X and Y	short	long	long - short	(short) and (long)	 The 	short and long	 of it is, looking historically, you'll find that scientists take a pinch of data, paint a big picture and hold their hands out for more grants and funds to continue research.
yes	X or Y	old	new	new - old	(old) or (new)	 Ido n't know if 	old or new	.
no	X and Y	small	ashamed	large - small	(\bsmall) and (?!large)(\b\w+)	) makes you feel 	small and ashamed	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	" Even today, Balinese use the "" Wuku "" calendar for "" spiritual, culture, accounting of temple ceremonies, birthdays, anniversaries and "	good and bad	 days for doing just about anything.
no	X or Y	happy	unbalanced	happy - sad	(\bhappy) or (?!sad)(\b\w+)	 An argument more not to deliver these guns to everybody: everybody is not trained, may be trigger 	happy or unbalanced	.
yes	X and Y	large	small	large - small	(large) and (small)	 And they must handle all issues, 	large and small	, in a manner that establishes and retains the trust of their senior administration colleagues.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 General Assembly last week OK'd $ 80 million more through'94 to reduce funding disparities 	between rich and poor	 districts.
no	X and Y	simple	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 The man just wants 	simple and good	 things for his woman -- that she be warm and happy.
no	X and Y	muddy	new	new - old	(?!old)(\b\w+) and (\bnew)	 He is currently under house arrest with his two wives and eight children in a 	muddy and new	 section of Kabul.
no	X and Y	subtle	small	large - small	(?!large)(\b\w+) and (\bsmall)	 I am just asking about your philosophy in providing guidance to the children and interacting with them and their parents on a 	subtle and small	 scale.
no	X or Y	rich	recalcitrant	poor - rich	(\brich) or (?!poor)(\b\w+)	 Rinse and repeat until national collapse, then blame it on the greedy 	rich or recalcitrant	 believers in liberty or bad luck.
no	X or Y	effective	true	false - true	(?!false)(\b\w+) or (\btrue)	 In these cases, the present and future values may be very different from those computed on an annual basis; the stated interest rate, on an annual basis, can deviate significantly from the 	effective or true	 interest rate.
yes	X and Y	high	low	high - low	(high) and (low)	 The intercooler -- a water-cooled shell-and-tube heat exchanger -- cools gas path flow between the LMS100's 	high and low	 compressors, reducing the need for compressor work and providing colder turbine cooling air.
no	X and Y	wide	low	high - low	(?!high)(\b\w+) and (\blow)	 I do n't think it played any part of the takedowns or anything @ @ @ @ @ @ @ @ @ @ his base was 	wide and low	.
no	both X and Y	large	unmanned	large - small	both (\blarge) and (?!small)(\b\w+)	 It would be 	both large and unmanned	, and though expendable would offer low launch costs with the help of government subsidies.
no	X or Y	new	enhanced	new - old	(\bnew) or (?!old)(\b\w+)	 Research undertaken in various parts of Africa reveals that economic marginalization is encouraging a 	new or enhanced	 focus by communities and aid agencies on the development of local potential through indigenous strategies (Taylor and Mackenzie 1992).
yes	X and Y	high	low	high - low	(high) and (low)	 We all have our 	high and low	 moments of our life, but Johnny put it into words and shared his life with us.
no	X and Y	small	unable	large - small	(\bsmall) and (?!large)(\b\w+)	 Joseph Jones, the district's chief operations officer, said the pipes are too 	small and unable	 to adequately heat the school.
no	X and Y	cold	torpid	cold - hot	(\bcold) and (?!hot)(\b\w+)	 For the next three hours it will he there, slowly warming, so that when the fluid inside enters my vein, it will be not 	cold and torpid	 but swift and potent.
no	X and Y	small	balky	large - small	(\bsmall) and (?!large)(\b\w+)	 The Mary's motor was 	small and balky	, a luxury to make docking a sailboat in tight quarters easier; it would have to work hard tonight.
no	X and Y	large	costly	large - small	(\blarge) and (?!small)(\b\w+)	 She also learned it would probably be more relaxing to slam a hammer against one's forehead than engage in a 	large and costly	 home remodeling project.
no	X and Y	good	fun	bad - good	(\bgood) and (?!bad)(\b\w+)	 This is supposed to be a 	good and fun	 thing.
no	X as well as Y	wise	rich	poor - rich	(?!poor)(\b\w+) as well as (\brich)	 The upside is that were you 	wise as well as rich	, you tunneled under the highway, thereby proving the mathematical axiom about a straight line being the shortest distance between two points.
no	X and Y	large	physical	large - small	(\blarge) and (?!small)(\b\w+)	 Isame Faciane came on strong as a sophomore last season, and is a 	large and physical	 presence in the middle of the line.
yes	X or Y	wet	dry	dry - wet	(wet) or (dry)	 What other bulbs take sun or light shade, like 	wet or dry	 soil, bloom repeatedly from spring to fall, and live longer than Adam?
yes	X or Y	temporary	permanent	permanent - temporary	(temporary) or (permanent)	 Also, the health provisions of the Social Security Act are now inadequate to cover the costs of medical care and provide for 	temporary or permanent	 disability.
no	X and Y	short	low	high - low	(?!high)(\b\w+) and (\blow)	 They are seeking specific feeding and resting sites that @ @ @ @ @ @ @ @ @ @ flights are 	short and low	, less than 300 feet above the trees.
no	X or Y	dead	scattered	alive - dead	(\bdead) or (?!alive)(\b\w+)	" "" "" Then I suppose all those who declared for Rand are "	dead or scattered	", "" Perrin muttered."
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	) Run up the stairs and head to either the 	left or right	 hand corner.
no	from X to Y	young	old	new - old	from (?!new)(\b\w+) to (\bold)	 Google's Nexus adverts are filled with many demographics 	from young to old	 but I do n't recall the advert touting the merits of the nexus lines openness for developers.
yes	from X to Y	bad	good	bad - good	from (bad) to (good)	 There will always be a range of companies, 	from bad to good	, and service providers that correlate to them.
yes	X and Y	poor	rich	poor - rich	(poor) and (rich)	 The title of his movie 8 Mile refers to the road that divides the city's 	poor and rich	 neighborhoods.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 I feel strongly about this, because whether you're delivering them 	good or bad	 news, the contact with these ultimately real people humanizes the process.
no	X and Y	Governmental	private	private - public	(?!public)(\b\w+) and (\bprivate)	 	Governmental and private	 funding was earmarked largely for younger clients because they were the visually impaired population of the mid-20th century, and their advocates in the educational system provided visibility and funding for programs.
no	X and Y	low	listless	high - low	(\blow) and (?!high)(\b\w+)	" "" Hurlyburly "" is long @ @ @ @ @ @ @ @ @ @ has more lines than Hamlet, all issued while either high and jittery or "	low and listless	 in the aftermath.
yes	X or Y	cold	hot	cold - hot	(cold) or (hot)	 So I do n't have to worry about him getting 	cold or hot	.
yes	X and Y	true	false	false - true	(true) and (false)	 For 	true and false	 are attributes of speech, not of @ @ @ @ @ @ @ @ @ @ neither truth nor falsehood.
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	 The park was established in 1997 as a tribute to veterans 	alive and dead	.
no	X and Y	right	Mega	right - wrong	(\bright) and (?!wrong)(\b\w+)	 Here, every boss design is amazing, the challenge is just 	right and Mega	 Man has just enough weapons without cluttering the experience.
no	X and Y	new	hostile	new - old	(\bnew) and (?!old)(\b\w+)	 Many leading cadres of the resistance have to cope with personal losses and orient them selves in an entirely 	new and hostile	 world.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Generally speaking, all 	good and bad	 action constitutes Karma.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 The central region contains a few plumes, 	hot and cold	, in a partially random motion.
no	X and Y	scientific	public	private - public	(?!private)(\b\w+) and (\bpublic)	org offers a platform for discussions between invited climate scientists on important climate topics that have been subject to 	scientific and public	 debate.
no	X and Y	rural	suburban	rural - urban	(\brural) and (?!urban)(\b\w+)	 The problem is that Democratic votes tend to be concentrated together in urban areas, while Republican votes are more spread out across 	rural and suburban	 areas.
yes	X or Y	good	bad	bad - good	(good) or (bad)	'There's nothing 	good or bad	, but thinking makes it so.
no	X and Y	small	shapely	large - small	(\bsmall) and (?!large)(\b\w+)	" "" The woman held out her badge, a gesture undermined by the small, square hand behind the badge, a hand surprisingly "	small and shapely	.
yes	X and Y	private	public	private - public	(private) and (public)	 Locals cultivated the fertile idea so well that today 	private and public	 areas all glory in year-round splendor.
no	X and Y	new	golden	new - old	(\bnew) and (?!old)(\b\w+)	" 74) of "" a "	new and golden	" future in Europe "" (p, 42)."
no	X and Y	alive	divine	alive - dead	(\balive) and (?!dead)(\b\w+)	 The notion of justice as a dynamic, cosmic principle, 	alive and divine	, and manifest in nature is part of the great mythical and historical heritage of both ancient Greece and India.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	 By adding to @ @ @ @ @ @ @ @ @ @ to effectively link 	rural and urban	 residents throughout the northern part of the state.
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 Swipe 	left or right	 and it performs an elegant back flip leaving an indicative breadcrumb trail leading you back.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 This Jewish child, as it grows, has ample opportunity to discern wherein the conduct or ethics of its people are 	right or wrong	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	" Would you complain about the explicit use of the "" N-word "" by both morally "	good and bad	 people?
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	 Practitioners in 	urban and suburban	 settings were more likely to have specialized assignments in which they spent more than 25% of their time with a specific population of handicapped students, e.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 And w e do not break free of this blackmail by introducing'dialectical'nuances while seeking to determine what 	good and bad	 elements there may have been in the Enlightenment.
no	X or Y	hurt	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 Goaltending, forwards coming up short with points, guys getting 	hurt or bad	 coaching.
no	X or Y	poor	homeless	poor - rich	(\bpoor) or (?!rich)(\b\w+)	 Since we ca n't all be 	poor or homeless	 or or homeless military veteran, for instance, we need to read the chronicles of those who have successfully navigated this difficult terrain.
no	X and Y	wrong	worthless	right - wrong	(\bwrong) and (?!right)(\b\w+)	 If they find them 	wrong and worthless	 -- so what?
yes	X and Y	good	bad	bad - good	(good) and (bad)	 It seeks to maintain an ongoing practice of discerning between true and false, 	good and bad	, the godly and the worldly.
yes	X and Y	public	private	private - public	(public) and (private)	 Both federal programs had 	public and private	 benefits as they defined this period.
no	X and Y	large	excellent	large - small	(\blarge) and (?!small)(\b\w+)	 Although she still apparently retained her 	large and excellent	 breasts beneath her bikini top, their present context reduced their erotic content considerably.
no	X or Y	low	moderate	high - low	(\blow) or (?!high)(\b\w+)	 Thanks to @ @ @ @ @ @ @ @ @ @ in shale rock, the nation's output has surged and energy experts almost unanimously forecast that prices will remain 	low or moderate	 for a generation.
no	X or Y	diving	heavy	heavy - light	(?!light)(\b\w+) or (\bheavy)	 Some planers flip over and rise when fished with deep-	diving or heavy	 lures.
no	X or Y	private	governmental	private - public	(\bprivate) or (?!public)(\b\w+)	 When Compassion became industrialized, it does not matter whether it is 	private or governmental	, they do not want to lose their customers.
no	X or Y	poor	weak	poor - rich	(\bpoor) or (?!rich)(\b\w+)	 Our studies show that 34% of students leave college as a result of 	poor or weak	 customer service making them feel as if they do n't matter or are not important as customers paying for the University.
no	X and Y	cold	fragrant	cold - hot	(\bcold) and (?!hot)(\b\w+)	 In its place comes a wonderful breeze, 	cold and fragrant	.
no	X and Y	private	parochial	private - public	(\bprivate) and (?!public)(\b\w+)	 from 	private and parochial	 schools) is already occurring: Edison Schools successfully operates 79 schools in different parts of the United States and makes a profit.
yes	X and Y	private	public	private - public	(private) and (public)	 Slipping between these distinctly 	private and public	 worlds is Susan Lyall, the current chatelaine of August Moon and the founding owner of Folly Farm.
no	X and Y	guard	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Photograph The talk of Texas: A cross between off-	guard and small	 forward, @ @ @ @ @ @ @ @ @ @, he even led the team in blocks.
no	X or Y	tired	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 They know if I looked 	tired or bad	 or good or stupid or whatever.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Whatever's happened, whether it's 	good or bad	", has gone, "" said Hodgson."
no	X and Y	fat	low	high - low	(?!high)(\b\w+) and (\blow)	 I walked around front to the deck, and he sat wearing the sunglasses, though nimbus clouds hung 	fat and low	.
no	X and Y	timely	low	high - low	(?!high)(\b\w+) and (\blow)	 Keep it local -- it ensures you can produce witnesses and documentation in a 	timely and low	 cost fashion.
no	X and Y	Federal	private	private - public	(?!public)(\b\w+) and (\bprivate)	 	Federal and private	 initiatives swelled elsewhere, and responsibility for the road's completion was turned over to the affected states.
yes	X or Y	new	old	new - old	(new) or (old)	 In fact, not a single coal plant of any type in America, 	new or old	, is currently capturing and storing a single ton of CO2 underground.
no	X or Y	wet	stinky	dry - wet	(\bwet) or (?!dry)(\b\w+)	 Again, if your compost pile is 	wet or stinky	, add some carbon (straw, sawdust, shredded newspaper, fallen tree leaves).
yes	both X and Y	female	male	female - male	both (female) and (male)	 The findings indicate that 	both female and male	 PE teachers interacted with boys more often than with girls (76.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Her books are out there like the influenza virus and people are allowed to say whatever they want about them, 	good or bad	.
yes	X and Y	small	large	large - small	(small) and (large)	 The 	small and large	 pains of age made them snappish at times, but the marriage had been a good one.
no	X and Y	suburban	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 In some 	suburban and rural	 areas, 56K modems simply wo n't work, or more accurately, will fall back to 33.
no	between X and Y	transitional	permanent	permanent - temporary	between (?!temporary)(\b\w+) and (\bpermanent)	 Generally, variation along these dimensions exists 	between transitional and permanent	 models, although it often exists within models as well.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 Who is he to tell any one what is 	right and wrong	.
yes	X or Y	urban	rural	rural - urban	(urban) or (rural)	 Business professors and their students could strategize on 	urban or rural	 entrepreneurship, economic development and economic investment, and other financial planning alternatives.
no	X or Y	androgynous	feminine	feminine - masculine	(?!masculine)(\b\w+) or (\bfeminine)	 On the other hand, some people are attracted to 	androgynous or feminine	 men, or simply men who have a balance of masculinity and femininity, and wo n't freak out over wearing a pink shirt.
yes	X and Y	male	female	female - male	(male) and (female)	 Both 	male and female	 consistent delinquents are found to be most involved in the more serious offenses.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 And Blacks stand by their own, right or wrong, 	good or bad	, honest or criminal.
no	X and Y	political	public	private - public	(?!private)(\b\w+) and (\bpublic)	 In colloquial language, Rorty discusses the relevance and nonrelevance of philosophy to American 	political and public	 life.
yes	X and Y	large	small	large - small	(large) and (small)	 Goldacre proposes remedies 	large and small	, ways that all of us could do something to help solve this problem.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 Ease the gulf 	between rich and poor	 and keep the middle class from hollowing out.
yes	either X or Y	masculine	feminine	feminine - masculine	either (masculine) or (feminine)	 More recent studies, however, have identified that some sports are perceived as more neutral @ @ @ @ @ @ @ @ @ @ be 	either masculine or feminine	.
no	X or Y	hot	humid	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Living, working, and exercising in a 	hot or humid	 environment increase the need for fluids.
yes	X and Y	new	old	new - old	(new) and (old)	 You can use both the 	new and old	 mail UI with your current LiveID/MsAccount.
no	X or Y	low	moderate	high - low	(\blow) or (?!high)(\b\w+)	" Likewise, modest tax increases have "" a small economic growth impact when tax rates are "	low or moderate	", "" argue economists Nir Jaimovich of Duke University and Sergio Rebelo of Northwestern University in a study."
yes	both X and Y	cold	hot	cold - hot	both (cold) and (hot)	 Today, these mixes are more common in the north because they can withstand 	both cold and hot	 temperatures.
no	X and Y	female	working	female - male	(\bfemale) and (?!male)(\b\w+)	 by saying that he was more of a star than a homosexual, we never forget that Myles is gay and 	female and working	 class, even when she is writing about something else entirely.
yes	X or Y	true	false	false - true	(true) or (false)	 That this was what a vision was, something neither verifiably 	true or false	.
no	X, not Y	Fine	bad	bad - good	(?!good)(\b\w+), not (\bbad)	 	Fine, not bad	, thank you dear, he would say.
no	X or Y	low	intermediate	high - low	(\blow) or (?!high)(\b\w+)	 18 of the 525 patients with 	low or intermediate	 clinical probability subsequently received anticoagulants during follow-up for various reasons other than venous thromboembolism.
no	X or Y	temporary	inexpungible	permanent - temporary	(\btemporary) or (?!permanent)(\b\w+)	 This is a tribute to Clark's manner, shiny bright and razor sharp, and to the weaknesses, 	temporary or inexpungible	, of his rivals.
yes	X or Y	public	private	private - public	(public) or (private)	 Affiliation categories used were: university, 	public or private	 school system, professional organization (NAGC, CEC), government official (state department director), consultant, and other.
yes	both X and Y	male	female	female - male	both (male) and (female)	, 2001), two very different groups of 	both male and female	 participants based on six month exercise history were recruited for the present investigation.
no	X and Y	socialist	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	" However, top-down "" planning and control "" by the urban elite with little to no collective input from the majority of citizens is the "	socialist and urban	 norm.
no	X or Y	bad	unfair	bad - good	(\bbad) or (?!good)(\b\w+)	 He says he has signed many tax cuts and new regulations target 	bad or unfair	 business practices.
no	X or Y	unreachable	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 At home, you need the skills and knowledge necessary to survive if your spouse is 	unreachable or dead	.
yes	both X and Y	female	male	female - male	both (female) and (male)	 The evidence from New Zealand and elsewhere suggests that the overwhelming response of 	both female and male	 prisoners to their detention was compliance, adaptation and adjustment to the regime.
no	X and Y	Low	high	high - low	(?!low)(\b\w+) and (\bhigh)	 	Low and high	 level participants considered time for other sports more important than samplers, and a job was more important for high level participants than samplers.
no	X or Y	bad	ashamed	bad - good	(\bbad) or (?!good)(\b\w+)	 OP, please do n't feel 	bad or ashamed	.
no	X or Y	hot	mild	cold - hot	(\bhot) or (?!cold)(\b\w+)	 MAKES: About 1 cup 1/4 pound 	hot or mild	 Italian sausages 1/2 cup finely chopped onion 1 cup seedless red grapes, rinsed 1/8 teaspoon ground cloves 1/8 teaspoon ground cinnamon Fresh-ground pepper 1.
no	X and Y	poor	mountainous	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 The Czech lands (Bohemia, Moravia) are relatively rich and @ @ @ @ @ @ @ @ @ @ except for the Danube Plain, is mostly 	poor and mountainous	.
no	X and Y	old	sweet	new - old	(\bold) and (?!new)(\b\w+)	 90 years 	old and sweet	 as anything.
no	X or Y	low	ambiguous	high - low	(\blow) or (?!high)(\b\w+)	 Persons of traditionally 	low or ambiguous	 social status in the pre-colonial system, for example, smiths and former slaves, are preferred as confidants and go-betweens in love affairs and marriage negotiations.
no	X and Y	small	coy	large - small	(\bsmall) and (?!large)(\b\w+)	 He smiled at her, and now she smiled back, right at him, her eyes 	small and coy	.
no	X and Y	new	intense	new - old	(\bnew) and (?!old)(\b\w+)	 Additional articles address the 	new and intense	 focus on anti-corruption, and changes to off-balance-sheet arrangements that will bring more entities and assets onto companies balance sheets.
yes	X and Y	male	female	female - male	(male) and (female)	" ""'Brand New tackles "	male and female	 relationships, sex, racism and spirituality.
no	X and Y	rural	remote	rural - urban	(\brural) and (?!urban)(\b\w+)	 Hajera was born in the 	rural and remote	 Sirajganj district in Bangladesh that is prone to seasonal flooding.
yes	X or Y	true	false	false - true	(true) or (false)	 The justices said statements purporting to be opinion are not automatically shielded from libel suits if the statements can be treated as assertions of fact that can be proven 	true or false	.
yes	X as well as Y	large	small	large - small	(large) as well as (small)	 He discovered that most companies he dealt with, 	large as well as small	", wanted to avoid having a "" me-too "" product."
yes	both X and Y	urban	rural	rural - urban	both (urban) and (rural)	 In other words @ @ @ @ @ @ @ @ @ @ sector did in 	both urban and rural	 areas.
no	X and Y	rural	suburban	rural - urban	(\brural) and (?!urban)(\b\w+)	 JET is a Japanese government program that places English speaking foreigners in public schools throughout Japan, primarily in 	rural and suburban	 areas.
no	X and Y	political	public	private - public	(?!private)(\b\w+) and (\bpublic)	 In colloquial language, Rorty discusses the relevance and nonrelevance of philosophy to American 	political and public	 life.
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	" "" All people, "	whether rich or poor	, can be victims in these tragedies.
no	X or Y	stupid	wrong	right - wrong	(?!right)(\b\w+) or (\bwrong)	 When I learn to push past the paralysis of worrying about whether other people will think I'm 	stupid or wrong	, I think I'll be a far better person for it.
no	neither X nor Y	rich	white	poor - rich	neither (\brich) nor (?!poor)(\b\w+)	 After all, she was 	neither rich nor white	.
no	X or Y	hot	warm	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Serve 	hot or warm	.
no	more X than Y	significant	female	female - male	more (?!male)(\b\w+) than (\bfemale)	 All societies have recognized differences between gender roles and have treated male activities as 	more significant than female	 ones.
no	X and Y	constant	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Already the country's most famous singer, not to mention a top movie star, Crosby was a 	constant and good	 golfer.
yes	X and Y	public	private	private - public	(public) and (private)	 Both 	public and private	 behavior is strictly monitored by unseen forces.
no	X and Y	private	official	private - public	(\bprivate) and (?!public)(\b\w+)	 There are many 	private and official	 web pages where people can complain @ @ @ @ @ @ @ @ @ @ on this website.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Like good and bad cholesterol, there appear to be 	both good and bad	 volatility.
yes	X or Y	easy	difficult	difficult - easy	(easy) or (difficult)	 In what ways is learning particular aspects of a subject seen to be 	easy or difficult	?
no	X and Y	hearted	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 He has some funny tastes and three wives and he's old, but he's also kind-	hearted and rich	, and that's enough.
no	X or Y	broke	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	 I think if you mentally think of yourself as 	broke or poor	, all of your actions and outcomes are reflected right back at you, making you more poor, if that makes any sense.
no	X or Y	black	female	female - male	(?!male)(\b\w+) or (\bfemale)	 Since it is always easier to tell who is 	black or female	 than to tell who is good, many universities have been winning praise for concentrating on measurable diversity rather than unmeasured quality.
no	X or Y	low	moderate	high - low	(\blow) or (?!high)(\b\w+)	 those in 	low or moderate	 risk), one can assume a linear relation with an absolute benefit proportional to the baseline risk.
yes	X or Y	large	small	large - small	(large) or (small)	 An even bigger obstacle to worry-free shopping is the scarcity of sites, 	large or small	, that fully inform consumers about their security practices.
yes	X and Y	dry	wet	dry - wet	(dry) and (wet)	 It is sky and land, it is 	dry and wet	, it is earth and air and water and a powerful strong hoodoo bound deep in the place where they all three come together.
yes	from X to Y	rich	poor	poor - rich	from (rich) to (poor)	 And poof they went 	from rich to poor	.
no	X and Y	cold	tasteless	cold - hot	(\bcold) and (?!hot)(\b\w+)	 I stood in the doorway, sipping half-heartedly at the bitter brew until it was 	cold and tasteless	.
yes	X or Y	wrong	right	right - wrong	(wrong) or (right)	 The press is trained to get their headline; somebody being 	wrong or right	 and get as explicit language as possible.
no	X and Y	major	dual	major - minor	(\bmajor) and (?!minor)(\b\w+)	 I went to a Seven Sisters school where the class differences were stark and did a double 	major and dual	 degree program.
no	X and Y	right	proper	right - wrong	(\bright) and (?!wrong)(\b\w+)	 - Fasting is 	right and proper	; but that which God approves will prompt to, and will be followed by, deeds of justice, kindness, charity.
no	more X than Y	asymptomatic	low	high - low	more (?!high)(\b\w+) than (\blow)	 The only benefit to having low blood pressure as opposed to high blood pressure is that high blood pressure tends to be 	more asymptomatic than low	 blood pressure.
no	X and Y	hypocritical	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 Is their choice to oppress in the same way as countries they claim are in the wrong (China) 	hypocritical and wrong	?
yes	X and Y	small	large	large - small	(small) and (large)	 2 In passing the RFA, Congress found that federal regulations were applied uniformly to 	small and large	 businesses regardless of the size of the regulated entities.
no	between X and Y	warm	cold	cold - hot	between (?!hot)(\b\w+) and (\bcold)	 In this period, there were strong fluctuations 	between warm and cold	 phases, particularly in the North Atlantic area.
no	X and Y	alive	electric	alive - dead	(\balive) and (?!dead)(\b\w+)	 Everything else was sensually 	alive and electric	, like it was all one huge environmental manque, plugged into a never-ending power supply.
yes	X and Y	high	low	high - low	(high) and (low)	 He believes the relationship of 	high and low	 to be, quite simply, one of the key issues of 20th-century art.
yes	X and Y	long	short	long - short	(long) and (short)	 <p> A warm August weekend At the early morning trailheads, casual hikers are setting off on 	long and short	 loops.
no	X or Y	high	high	high - low	(\bhigh) or (?!low)(\b\w+)	 It is hard to teach a group of junior 	high or high	 school students who have attended several other schools, picking @ @ @ @ @ @ @ @ @ @ the process.
no	X and Y	corporate	public	private - public	(?!private)(\b\w+) and (\bpublic)	 It would collect a vast array of 	corporate and public	 online information - from financial records to CNN news stories - and cross-reference it against US intelligence and law-enforcement records.
no	X and Y	good	creative	bad - good	(\bgood) and (?!bad)(\b\w+)	 I do n't have school experience but I'm 	good and creative	.
no	X and Y	limited	low	high - low	(?!high)(\b\w+) and (\blow)	 Dermo, the most important pathogen, also is salinity-	limited and low	 temperatures limit its activity.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 The bots, 	good and bad	, are now like actors.
yes	X and Y	old	new	new - old	(old) and (new)	 Today the sections that make up 	old and new	 Damascus are surrounded by informal, owner-built settlements and farmland.
no	X and Y	poor	high	high - low	(?!low)(\b\w+) and (\bhigh)	" Moreover, his vice-president, Joseph Estrada, though not on his ticket is a committed "" populist, "" meaning he favors subsidies for the "	poor and high	 tariffs to protect Filipino industry.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	 // FOOD FIBS SELF TEST Photograph 	True or false	: Soy milk is as calcium -- rich as cow juice.
no	X or Y	rural	suburban	rural - urban	(\brural) or (?!urban)(\b\w+)	 Police can take five to 45 minutes to respond to an alarm or call, especially in 	rural or suburban	 areas where they may have considerable distance to cover.
no	X and Y	large	unexpected	large - small	(\blarge) and (?!small)(\b\w+)	 Still, it's startling-something so 	large and unexpected	, so close to life.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Which I still have n't figured out is a 	good or bad	 thing.
yes	X or Y	large	small	large - small	(large) or (small)	 But the invention of the World Wide Web is creating a new digital economy, a globe-spanning network of information and services for almost every conceivable market, 	large or small	.
yes	X and Y	high	low	high - low	(high) and (low)	 The bell rings again, loud and ominous, magnified by silence: a twotone bell, 	high and low	.
no	X and Y	poor	unattractive	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 These included poor funding, ineffective management, inconsistent policies, differentiation, low school attendance, increasing dropout rate, 	poor and unattractive	 school conditions, poorly trained, poorly equipped and poorly motivated teachers, inadequate infrastructures, ineffective teaching and learning.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	" "" In truth, Missoula is an eclectic community, a "	rural and urban	 mix nestled in the mountains of western Montana.
no	X or Y	poor	needy	poor - rich	(\bpoor) or (?!rich)(\b\w+)	 Nowhere does he express a desire to see the government get involved in helping the 	poor or needy	.
no	X and Y	new	established	new - old	(\bnew) and (?!old)(\b\w+)	" "" An example, the Texas Association of Original Doll Artists, was formed in 1999 to provide workshops, exhibition opportunities and publicity for "	new and established	 doll makers.
no	X and Y	rich	emotional	poor - rich	(\brich) and (?!poor)(\b\w+)	 Later on her voice became so 	rich and emotional	.
yes	X and Y	public	private	private - public	(public) and (private)	 The availability of the school also would give the community a place to focus 	public and private	 resources to win back the minds and hearts that the streets have captured.
yes	either X or Y	small	large	large - small	either (small) or (large)	 Nonlinear theory says that @ @ @ @ @ @ @ @ @ @ push can produce 	either small or large	 oscillations.
yes	X and Y	high	low	high - low	(high) and (low)	 I searched 	high and low	 and confrimed that I activate admin account earlier in specialize phase, it is active, it is a member of administrators e.
