class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	fast	effective	fast - slow	(\bfast) and (?!slow)(\b\w+)	 It's 	fast and effective	.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 Roberts express their opinions of what is 	right and wrong	, then use a man-made myth of fire and brimstone to control people's choices through fear.
no	X and Y	new	unexpected	new - old	(\bnew) and (?!old)(\b\w+)	 But the globalization of food is providing some 	new and unexpected	 concerns.
no	X and Y	weekly	small	large - small	(?!large)(\b\w+) and (\bsmall)	 said it will sell about 160 	weekly and small	 daily newspapers to a fund controlled by leveraged buyout firm Leonard Green &; Partners LP for $ 310 million.
no	X and Y	easy	entertaining	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 " Student evaluations, " especially by 19-year-olds who have n't done their homework or @ @ @ @ @ @ @ @ @ @ is 	easy and entertaining	.
no	X and Y	rich	infamous	poor - rich	(\brich) and (?!poor)(\b\w+)	 " Pictures brought wealth Flynt got 	rich and infamous	 because of the pictures, not the prose, in Hustler magazine.
yes	X and Y	masculine	feminine	feminine - masculine	(masculine) and (feminine)	 " They have mannish tailoring but have a sexy quality with a lace blouse, so it's 	masculine and feminine	 at the same time.
no	X and Y	appealing	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 On Wal-Mart's side are its muscle, lower prices online than in its stores and a Web site that Internet experts say is 	appealing and easy	 to use.
no	X or Y	new	dissident	new - old	(\bnew) or (?!old)(\b\w+)	 But if Big Brother is reading over citizens'shoulders, then people might be reluctant to even hear about 	new or dissident	 ideas.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 And is this 	good or bad	?
no	X and Y	class	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 The administration estimates that in all an extraordinary $64 billion is now newly channeled annually to working-	class and poor	 families, far more than might have been enacted in one big program.
no	X and Y	vigorous	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 Deeply apprehensive about America's commitment to a 	vigorous and permanent	 role in the world, our presidents have habitually turned to ideology to rally the citizenry.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 " I am what I am, with 	good and bad	.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 He answered: " I do n't know if he's 	dead or alive	.
no	X and Y	long	tortured	long - short	(\blong) and (?!short)(\b\w+)	 To me, it shows real insensitivity to our 	long and tortured	 history of racial relations.
no	X and Y	urban	metropolitan	rural - urban	(\burban) and (?!rural)(\b\w+)	 Lang, director of 	urban and metropolitan	 research at the nonprofit Fannie Mae Foundation in Washington.
no	X and Y	high	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 And Texas law offers few restrictions; groundwater is considered private property, and any landowner can pump the water out even if it leaves neighbors 	high and dry	.
no	X and Y	legal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Over the next 18 days, the Republicans mounted a 	legal and public	 relations campaign to persuade canvassing boards in Bush strongholds to waive the state's election laws when counting overseas absentee ballots.
no	X and Y	new	creative	new - old	(\bnew) and (?!old)(\b\w+)	 " She was always seeking 	new and creative	 learning experiences for her students.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 And the world has come together to fight a 	new and different	 war -- the first, and we hope, the only one of the 21st century.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 get him 	dead or alive	, to use words that you've used recently, if we're not entirely sure whether he's in the country?
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 And again, do you know whether Osama bin Laden is 	dead or alive	?
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 I do n't know if he's 	dead or alive	.
no	X and Y	cold	haughty	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Abandoned by his real parents, he was adopted by the 	cold and haughty	 Albees, whose considerable wealth derived from the family-owned Keith-Albee chain of vaudeville theaters.
no	X and Y	optimistic	celebratory	optimistic - pessimistic	(\boptimistic) and (?!pessimistic)(\b\w+)	 But the Messiaen is wholesome and joyful and outgoing and 	optimistic and celebratory	 music.
no	X and Y	outgoing	optimistic	optimistic - pessimistic	(?!pessimistic)(\b\w+) and (\boptimistic)	 But the Messiaen is wholesome and joyful and 	outgoing and optimistic	 and celebratory music.
no	X and Y	active	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 With the right rest, they wake up 	active and happy	 -- whatever the bell.
yes	between X and Y	good	bad	bad - good	between (good) and (bad)	 From the Shirelles to TLC, girl groups have helped women hash out the differences 	between good and bad	, liberation and entrapment, love and dependency.
no	X and Y	awake	alive	alive - dead	(?!dead)(\b\w+) and (\balive)	 By opening night, the orchestra had discovered a thousand new facets: the performance was more fleet and varied, more hair-trigger, more comically responsive, 	awake and alive	.
no	X and Y	new	radical	new - old	(\bnew) and (?!old)(\b\w+)	 Tonal harmony was thought to be spent, and composers like Debussy and Schoenberg developed 	new and radical	 harmonic languages.
no	X and Y	new	recent	new - old	(\bnew) and (?!old)(\b\w+)	 But through his dynamic musicianship and advocacy, he has gotten audiences excited about 	new and recent	 works as well.
yes	X and Y	new	old	new - old	(new) and (old)	 @ @ @ @ @ @ @ @ @ @ greatest-hits overview of productions 	new and old	.
yes	X and Y	old	new	new - old	(old) and (new)	 Perhaps it is time to start talking about 	old and new	 avant-gardes.
no	X or Y	dead	missing	alive - dead	(\bdead) or (?!alive)(\b\w+)	 Over 70 people on the 	dead or missing	 list have direct relations on the job.
no	X and Y	expensive	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Charles McGrath, editor of The Times Book Review, said at the time that although manipulating the list was not impossible, it would be 	expensive and difficult	.
no	X and Y	large	influential	large - small	(\blarge) and (?!small)(\b\w+)	 Companies as 	large and influential	 as GE Capital, the financial arm of General Electric, are said to be exposed to substantial losses by their roles in the financing of telecom and related companies.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 " Another important moral of the Estrada story is that news, 	good or bad	, travels faster than ever, thanks to Internet access and cellular phones with text-messaging capability.
no	X and Y	effective	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Good leaders are " people who are 	effective and good	 listeners.
no	X and Y	temporary	changeable	permanent - temporary	(\btemporary) and (?!permanent)(\b\w+)	 We had understood from the beginning that film work is 	temporary and changeable	.
no	X and Y	good	wise	bad - good	(\bgood) and (?!bad)(\b\w+)	 " As parents, our job is to raise our kids to make 	good and wise	 choices that are their choices, not ours.
no	X and Y	new	young	new - old	(\bnew) and (?!old)(\b\w+)	 Now, the commuter-paper concept has spread, helping develop a market of 	new and young	 readers in an industry that covets both.
no	X and Y	long	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 After thinking " 	long and hard	 " and talking with their son, then 9 years old, Ms.
no	X and Y	small	interesting	large - small	(\bsmall) and (?!large)(\b\w+)	 California Route 66 Museum in Victorville is 	small and interesting	; near Roy Rogers and Dale Evans Museum, (760) 951-0436.
no	X or Y	hot	warm	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Serve 	hot or warm	, sprinkled with additional chopped pistachios.
no	X and Y	good	decent	bad - good	(\bgood) and (?!bad)(\b\w+)	 " At this and every stop, he praises Hahn as a " 	good and decent	 man " who has given " years of dedicated public service.
no	X and Y	false	unacceptable	false - true	(\bfalse) and (?!true)(\b\w+)	 Our project has investigated the traditions quoted in this text and found that over 50 percent of them are 	false and unacceptable	 as an authoritative source.
no	X and Y	hard	woody	hard - soft	(\bhard) and (?!soft)(\b\w+)	) Most of the cutting should be 	hard and woody	.
no	X and Y	long	wavy	long - short	(\blong) and (?!short)(\b\w+)	 His hair is 	long and wavy	, a style that would have been suspect in Soviet days.
no	X, not Y	damp	dry	dry - wet	(?!wet)(\b\w+), not (\bdry)	 in " slightly moist peat moss - not 	damp, not dry	, " says Stokes.
no	X and Y	hot	hazy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 In the nation's capital, 	hot and hazy	 weather last week mixed with the noxious odor of gasoline and diesel fumes - to the point where the EPA had to post air-quality warnings from Washington to New Jersey.
no	X and Y	small	scattered	large - small	(\bsmall) and (?!large)(\b\w+)	 " While 	small and scattered	, the proliferation of diesel generators could significantly add to air pollution in California this summer, " says Matt Petersen, executive director of Global Green, the US chapter of Green Cross International.
yes	X and Y	public	private	private - public	(public) and (private)	 Hastened by calls for speedier trials and lower legal fees, 	public and private	 arbitration and mediation services have sprouted up across the country in the past decade.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 In Washington, where the question of who's 	right and wrong	 in policy debates frequently yields a relative result, numbers offer seemingly concrete answers.
no	X and Y	shy	passive	active - passive	(?!active)(\b\w+) and (\bpassive)	 Scientists say the attacks, by a normally 	shy and passive	 creature, are another indication that the natural balance of the Borneo's rainforest is skewed, after decades of logging.
no	X and Y	Musty	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 	Musty and hot	, the gym buzzes with grunts, groans, and laughter.
no	X and Y	vast	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 It is a 	vast and difficult	 undertaking.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 " When Bush says'crusade', or that he wants bin Laden'	dead or alive	', that is @ @ @ @ @ @ @ @ @ @ ", he cautions.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Bringing peace to the region is not a matter of dealing with black and white, 	good and bad	.
yes	X and Y	high	low	high - low	(high) and (low)	 " The intersection of 	high and low	 culture has never received more resolution than here.
yes	X or Y	private	public	private - public	(private) or (public)	 " No other major 	private or public	 museum has ventured into any similar arrangements, although New York's Metropolitan Museum of Art has successfully launched a nationwide chain of museum gift stores carrying its logo.
no	X and Y	rich	syncretic	poor - rich	(\brich) and (?!poor)(\b\w+)	 with a much more culturally 	rich and syncretic	 Islamic tradition, with more coexistence between religion and culture, between Hindu, Buddhist, Christianity.
yes	X and Y	long	short	long - short	(long) and (short)	'Or invent different letters for the 	long and short	 sounds of vowels, so that the'a'in'cat'and the'a'in'cake'would be different letters.
no	X, not Y	human	cold	cold - hot	(?!hot)(\b\w+), not (\bcold)	 People are moved by things that are 	human, not cold	 slabs of stone.
no	X and Y	long	intelligent	long - short	(\blong) and (?!short)(\b\w+)	 " There should be a very 	long and intelligent	 debate.
no	X or Y	dead	missing	alive - dead	(\bdead) or (?!alive)(\b\w+)	 But the figure of more than 2,300 Americans killed at Pearl Harbor was exceeded by even the mercifully declining estimates of World Trade Center 	dead or missing	 (2,940) plus the terrorists'victims at the Pentagon and in Pennsylvania.
no	X and Y	alive	healthy	alive - dead	(\balive) and (?!dead)(\b\w+)	 I do n't want to sound pious or altruistic, but as long as we're 	alive and healthy	, that's truly the biggest blessing.
no	X and Y	brave	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	, made a 	brave and difficult	 telephone call to a relative.
yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 " As much as she's always disliked the idea of teachers " teaching to the test, " lately, Connell says, she's come to feel that " it's 	neither good nor bad	, it's just inevitable.
yes	X or Y	public	private	private - public	(public) or (private)	 More children are able to choose the public school they attend, and in a handful of cities they can even use 	public or private	 vouchers to help pay for private school.
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	 It's not for lack of effort: In 	urban and suburban	 schools alike, attention has been focused on reducing class sizes.
no	X and Y	long	unforgettable	long - short	(\blong) and (?!short)(\b\w+)	 In nightmares, she could still hear them taunting her, two strangers who, on a lonely country road, stole 	long and unforgettable	 hours of her life.
no	X and Y	poor	needy	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 It calculates that only 44 percent of the world's people are living comfortably, with 10 percent " scraping by, " 28 percent " 	poor and needy	 " and 18 percent " destitute.
no	X, not Y	local	long	long - short	(?!short)(\b\w+), not (\blong)	 It is generally better when a call for help is 	local, not long	 distance @ @ @ @ @ @ @ @ @ @ and responded.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 711, is the largest incorporated area in a township where more than half the people - many of them very 	young or old	 - live in poverty and where unemployment last year was 24 percent.
no	X and Y	good	positive	bad - good	(\bgood) and (?!bad)(\b\w+)	 If it's done in a 	good and positive	 way, I think people will want to listen.
no	X and Y	long	wide	long - short	(\blong) and (?!short)(\b\w+)	 He told @ @ @ @ @ @ @ @ @ @ in a huge plane, 	long and wide	.
no	X and Y	fair	public	private - public	(?!private)(\b\w+) and (\bpublic)	 citizen, namely a 	fair and public	 trial.
no	X and Y	high	narrow	high - low	(\bhigh) and (?!low)(\b\w+)	 French mountain passes are too 	high and narrow	 for trucks, even when free of snow.
no	X and Y	long	ugly	long - short	(\blong) and (?!short)(\b\w+)	 I spoke a lot on the campaign about how these campaigns, while grueling and 	long and ugly	 and fun at times, prepare somebody for the office.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 The music spans 40 years of Armstrong's career, and his legend is very much 	alive and well	.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	 	True or false	: When investor optimism is at very high levels, that is a bullish sign.
no	more X than Y	optimistic	normal	optimistic - pessimistic	more (\boptimistic) than (?!pessimistic)(\b\w+)	 " Investors are 	more optimistic than normal	 but not excessively so.
no	X and Y	high	mighty	high - low	(\bhigh) and (?!low)(\b\w+)	 I thought he was going to be too 	high and mighty	 " after his lofty jobs.
no	X or Y	low	super	high - low	(\blow) or (?!high)(\b\w+)	 He could shoot super 	low or super	 high.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 " We received 	good and bad	 reviews.
no	either too X or too Y	old	young	new - old	either too (\bold) or too (?!new)(\b\w+)	 Their team is 	either too old or too young	.
no	X or Y	sad	frightening	happy - sad	(\bsad) or (?!happy)(\b\w+)	 " When 	sad or frightening	 things happen, all of us have the opportunity to become better people by @ @ @ @ @ @ @ @ @ @ others will make you feel better, too.
no	more X than Y	sober	angry	drunk - sober	more (\bsober) than (?!drunk)(\b\w+)	 The response was 	more sober than angry	.
no	X and Y	middle	high	high - low	(?!low)(\b\w+) and (\bhigh)	 They point instead to the churches (two Baptist, one Methodist) and the schools (elementary, 	middle and high	 schools with good academics).
no	X or Y	dead	missing	alive - dead	(\bdead) or (?!alive)(\b\w+)	 Nearly 5,000 people who were in the buildings and aboard four jets are 	dead or missing	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 11 changed his @ @ @ @ @ @ @ @ @ @ perfectly comfortable with the fact that we are going to make 	good and bad	 decisions, that we're only human, " he says.
yes	both X and Y	urban	rural	rural - urban	both (urban) and (rural)	 In 	both urban and rural	 spheres, Kiwis seem truly nice.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 When we just take one thing and say,'Is $ 20,000 	good or bad	?
no	X or Y	old	younger	new - old	(\bold) or (?!new)(\b\w+)	 Or maybe it's your son, your younger brother, anyone who is 35 years 	old or younger	, who also really does n't get it.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Final games on the last day of seasons are all 	well and good	.
yes	X and Y	large	small	large - small	(large) and (small)	 So in the last year, XO has been developing product lines that cater to businesses 	large and small	.
no	X and Y	long	bitter	long - short	(\blong) and (?!short)(\b\w+)	 They got into a 	long and bitter	 legal battle over loans Steiner made to Bidermann a decade ago when Bidermann was trying to expand into the United States by buying part of the Ralph Lauren fashion empire.
no	X and Y	heavy	serious	heavy - light	(\bheavy) and (?!light)(\b\w+)	 " The subject matter was historic and wonderful, but a little 	heavy and serious	 for dinner.
no	X and Y	cold	intact	cold - hot	(\bcold) and (?!hot)(\b\w+)	 But I doubt I @ @ @ @ @ @ @ @ @ @ Everything from both companies always arrived 	cold and intact	.
yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 So keep cold foods 	cold and hot	 foods hot.
no	X and Y	difficult	wondrous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 I just did n't know how long and 	difficult and wondrous	 the journey would be to find him.
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 I just did n't know how 	long and difficult	 and wondrous the journey would be to find him.
no	X and Y	tall	large	large - small	(?!small)(\b\w+) and (\blarge)	 It is an oak grove -- the trees all 	tall and large	 and the ground free of shrubs.
no	X and Y	slow	ponderous	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Even before sunrise the heat was becoming oppressive and the movement of the troops was 	slow and ponderous	.
no	X and Y	long	agonizing	long - short	(\blong) and (?!short)(\b\w+)	 Matthews Hill, where Ballou and Slocum fell, slopes gently upward and gives no hint of its significance in the first major battle of a 	long and agonizing	 conflict.
no	X and Y	alive	safe	alive - dead	(\balive) and (?!dead)(\b\w+)	 In the beginning, passengers felt grateful and lucky -- @ @ @ @ @ @ @ @ @ @ fates -- grateful and lucky to be 	alive and safe	.
no	X and Y	heavy	empty	heavy - light	(\bheavy) and (?!light)(\b\w+)	 The deer hung stiff and 	heavy and empty	, and small birds blew in the wind and the wind turned their feathers.
no	X and Y	stiff	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 The deer hung 	stiff and heavy	 and empty, and small birds blew in the wind and the wind turned their feathers.
no	X and Y	good	worthwhile	bad - good	(\bgood) and (?!bad)(\b\w+)	 Chabon says, " A voice, not merely recognizable, but original, unique, engaging and above all derived from, reflecting, and advancing the meaning of the story itself, is necessary to 	good and worthwhile	 literature.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Stress is increasing in people's lives and the quest for beauty and youth is 	alive and well	.
no	X and Y	private	religious	private - public	(\bprivate) and (?!public)(\b\w+)	) proposed setting up a publicly funded foundation to dispense grants to 	private and religious	 groups to replace what he called " a wasteful federal bureaucracy.
no	X or Y	wounded	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 A long silence suddenly descends and then, after a couple of minutes, Palestinian ambulances come wailing to pick up the 	wounded or dead	.
no	X and Y	private	parochial	private - public	(\bprivate) and (?!public)(\b\w+)	 It allows parents to enroll children in 103 	private and parochial	 schools that emphasize characteristics important to them and otherwise would be out of their financial reach.
no	X and Y	private	parochial	private - public	(\bprivate) and (?!public)(\b\w+)	 The program diverts $ 49 million in state money to 	private and parochial	 schools, a cost borne half by Milwaukee schools and half by the state's 425 other school districts.
no	X and Y	long	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 But Afghanistan has a 	long and rich	 history.
no	X and Y	long	normal	long - short	(\blong) and (?!short)(\b\w+)	 He called thyroid cancer " one of the most curable forms of cancer " and said that Snyder's prognosis " is excellent to live a 	long and normal	 life.
no	from X to Y	bad	worse	bad - good	from (\bbad) to (?!good)(\b\w+)	 The acidic water went 	from bad to worse	.
no	X and Y	disturbing	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	), who called his Democratic colleague's lack of candor " 	disturbing and wrong	.
yes	X, not Y	temporary	permanent	permanent - temporary	(temporary), not (permanent)	 They also said that tax changes should be 	temporary, not permanent	, or else the government would run the risk of running a deficit and thus affect long-term interest rates.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 Adding 	new and different	 elements of military power also protects American personnel by reducing the predictability of U.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 In fact, many may not want to be recognized at all (which is why many of the 	rich and famous	 choose Atlanta over more expected addresses such as New York or Los Angeles).
yes	X and Y	old	new	new - old	(old) and (new)	 The town is a mix of 	old and new	, with a historic 1902 train depot as one of its landmarks and low-priced subdivisions sprouting up all over.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Gradually add sugar and continue beating until mixture is 	light and fluffy	, about 3 minutes.
no	X and Y	fluffy	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Cover the saucepan tightly with a lid and set in the oven and cook for 18 to 20 minutes, until all the water has been absorbed and the rice is 	fluffy and dry	.
no	X and Y	private	corporate	private - public	(\bprivate) and (?!public)(\b\w+)	 Here's a county breakdown of timberland owned by 	private and corporate	 landowners as of 1997.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 They take cooking classes together, take their granddaughters to classes, and are always trying out 	new and different	 dishes.
no	X and Y	waterlogged	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 If left outside in the rain, leather balls can become 	waterlogged and heavy	, making them dangerous for play.
no	X and Y	new	used	new - old	(\bnew) and (?!old)(\b\w+)	 Play It Again Sports, which has several metro Atlanta stores, sells 	new and used	 equipment.
no	X and Y	demanding	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 " They are very 	demanding and difficult	 to please.
no	X and Y	elderly	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 The snail darter may have to become extinct so that the 	elderly and poor	 in the Midwest do n't.
no	X and Y	soft	dry	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 It is 	soft and dry	 and flying, as ubiquitous as the air.
no	X and Y	healthy	small	large - small	(?!large)(\b\w+) and (\bsmall)	 She was young and 	healthy and small	.
no	both X and Y	short	tall	long - short	both (\bshort) and (?!long)(\b\w+)	 The height of components is easy to adjust, allowing employees 	both short and tall	 to work safely and comfortably.
no	X and Y	high	high	high - low	(\bhigh) and (?!low)(\b\w+)	 The site assumes some basic knowledge of physics, and it's an excellent tool for junior 	high and high	 school teachers looking to relate science to their students.
no	X and Y	educated	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 " Atlanta is both a city with a lot of technology production and a relatively well-	educated and rich	 city.
no	X and Y	new	nearby	new - old	(\bnew) and (?!old)(\b\w+)	 He predicts that the science and the children's museums now holding international competitions to select their architects will reactivate the turf surrounding their 	new and nearby	 locations on Pittsburgh's north side.
yes	X and Y	public	private	private - public	(public) and (private)	 UGA offers admission to every salutatorian and valedictorian from the 369 	public and private	 high school programs accredited by the Southern Association of Colleges and Schools.
no	X and Y	wrong	erroneous	right - wrong	(\bwrong) and (?!right)(\b\w+)	 Another wrote that the indictment's allegations are " simply 	wrong and erroneous	.
no	from X to Y	suburban	urban	rural - urban	from (?!rural)(\b\w+) to (\burban)	 When we get to a critical mass, we need to start looking at the transition 	from suburban to urban	.
no	from X to Y	rural	suburban	rural - urban	from (\brural) to (?!urban)(\b\w+)	 " We always looked at development in the county as if it were a transition 	from rural to suburban	.
no	X and Y	alive	vibrant	alive - dead	(\balive) and (?!dead)(\b\w+)	 She's so 	alive and vibrant	, it's hard to realize she's dead.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 He does n't think to specify whether that means 	dead or alive	.
no	X and Y	hot	spicy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 > Picante (pee-KAHN-tay) -- literally, " 	hot and spicy	.
no	X and Y	private	commercial	private - public	(\bprivate) and (?!public)(\b\w+)	 " A taxpayer should @ @ @ @ @ @ @ @ @ @ There's room for 	private and commercial	, but a little more equity would be nice.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 She has been interested in urban education for some time, particularly since reading Jonathan Kozol's landmark 1991 book " Savage Inequalities, " which highlights the disparity among schools in 	rich and poor	 communities.
no	X or Y	new	expanded	new - old	(\bnew) or (?!old)(\b\w+)	 Or the three 	new or expanded	 residential subdivisions that would add 2,300 new homes.
no	X and Y	pretty	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 " She is very 	pretty and easy	 to talk to.
no	X and Y	Wholesale	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 KEY General commercial Single-family residential Multi-family residential 	Wholesale and light	 industrial Planned unit development Neighborhood commercial Planned commercial farm Map shows different shades that represent types of proposed developments in Braselton.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 But Rockefeller was so taken with its feral charms, he built a resort at Caneel Bay, establishing that scenic beach as a playground for the 	rich and famous	.
no	X and Y	versatile	long	long - short	(?!short)(\b\w+) and (\blong)	 The B-52 is 	versatile and long	 range.
no	X and Y	smooth	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Add the brown sugar and pecans and stir until the mixture is 	smooth and easy	 to spread.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Turn out onto cooling racks and @ @ @ @ @ @ @ @ @ @ Whip together the cream cheese, butter and sugar until 	light and fluffy	.
no	X or Y	dead	dying	alive - dead	(\bdead) or (?!alive)(\b\w+)	 In an instant, 40 people were 	dead or dying	.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 " Our view is the way you spend your money is the thermometer of your spiritual condition -- whether you're 	hot or cold	.
no	both X and Y	stupid	wrong	right - wrong	both (?!right)(\b\w+) and (\bwrong)	 Ellis admitted the fabrications were " 	both stupid and wrong	, " yet his professional integrity has survived the personal transgression.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 " I do n't care -- 	dead or alive	 -- it does n't matter to me.
no	X and Y	rich	layered	poor - rich	(\brich) and (?!poor)(\b\w+)	 " I want my surfaces to be 	rich and layered	 and to snap and crackle with energy.
no	X and Y	happy	satisfied	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 When the children are grown will they be 	happy and satisfied	?
yes	X and Y	large	small	large - small	(large) and (small)	 Murals 	large and small	 are plastered on walls and billboards.
no	X and Y	difficult	painful	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 The 27-year-old golfer was born with Klippel-Trenaunay-Webber syndrome, a circulatory disorder that has made it increasingly 	difficult and painful	 for Martin to walk a golf course.
no	X and Y	class	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 @ @ @ @ @ @ @ @ @ @ from middle-	class and poor	 families.
no	X and Y	fast	dramatic	fast - slow	(\bfast) and (?!slow)(\b\w+)	 The transformation was 	fast and dramatic	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Whether this is 	good or bad	 is debatable, since mutations can both introduce disease and pass on advantageous traits.
no	X and Y	alive	fresh	alive - dead	(\balive) and (?!dead)(\b\w+)	 An open system keeps a relationship 	alive and fresh	 and current and honest.
no	X and Y	light	toasty	heavy - light	(\blight) and (?!heavy)(\b\w+)	 The freshly roasted pepitas are 	light and toasty	, adding interesting texture to the dish.
no	X and Y	poor	needy	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Consider their false reputation of being for the little person, the 	poor and needy	; two mansions and more lavish living quarters planned in their Hollywood style Clinton " library.
yes	X and Y	large	small	large - small	(large) and (small)	 Gray Davis wants to rush 5,000 megawatts of capacity into service by July through construction of 	large and small	 power plants.
no	X and Y	clean	sober	drunk - sober	(?!drunk)(\b\w+) and (\bsober)	 But for the last 15 years he has been 	clean and sober	.
no	X and Y	old	sick	new - old	(\bold) and (?!new)(\b\w+)	 Her father is 77 years 	old and sick	 with asthma, chronic bronchitis and an ulcer, likely induced by stress.
no	X and Y	fast	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 It's also a 	fast and easy	 way to hook up external hard drives, scanners and other peripherals -- without the slowdown the current version of USB imposes.
no	X and Y	short	sweet	long - short	(\bshort) and (?!long)(\b\w+)	 The trick, Polonsky says, is to be 	short and sweet	 with descriptions, clever with placement and sly @ @ @ @ @ @ @ @ @ @ to the chicken sandwich, " he advises his clients.
yes	X or Y	public	private	private - public	(public) or (private)	 Real deregulation, with real competition, will make electricity service cheaper and more accountable than any monopoly, 	public or private	.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Going for a more creative route was all 	well and good	 - except I picked the wrong notch.
no	X and Y	inexpensive	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 It's widely available, 	inexpensive and easy	 to use, and the tortillas it produces are generally far better than what you can buy in a package.
no	X and Y	rich	aggressive	poor - rich	(\brich) and (?!poor)(\b\w+)	 It might even succeed -- after all, even an IE-less Microsoft would remain a smart, 	rich and aggressive	 player.
no	X and Y	fat	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 But if indeed'music be the food of love,'then I am 	fat and happy	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 And then, of course, there's the bigger question: In what ways was the dot-com rise and fall 	good or bad	 for writers?
