class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	large	disappointing	large - small	(\blarge) and (?!small)(\b\w+)	 In some instances, including the 	large and disappointing	 piece by Celia Munoz and the heavily over-painted prints by Ricardo Valverde, one wonders why they bothered with photography at all.
no	X and Y	good	available	bad - good	(\bgood) and (?!bad)(\b\w+)	 " The researchers found that public health programs to control and prevent diseases as well as monitor their incidence are 	good and available	.
yes	X or Y	rich	poor	poor - rich	(rich) or (poor)	 Regardless of the type of human species, 	rich or poor	, he treated them the same, " said Raul Reyna, a district court bailiff who years ago was Marmolejo's supervisor at the Edinburg Police Department.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Be that as it may, there is one inarguable fact: Black English is 	alive and well	 today for the same reason it began more than 200 years ago.
no	X and Y	poor	preoccupied	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 A number of diabetics are 	poor and preoccupied	 with day-to-day subsistence.
no	X and Y	dull	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 Before life was paradise, 	dull and hard	 work, but our salaries were such that we could accumulate money to travel in our vast country and abroad.
no	X and Y	delicious	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 " It's not that the recipes for waffles with sour cream, crepes stuffed with fresh salmon, basil cheese strata and the other 120 dishes are n't 	delicious and easy	, as well as innovative.
no	X or Y	old	female	female - male	(?!male)(\b\w+) or (\bfemale)	 But the company that employs more 	old or female	 workers, whose medical costs are higher, may get a lower bid from a different HMO.
no	X and Y	White	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 	White and heavy	, it looks and feels like the real thing.
no	X and Y	rich	tannic	poor - rich	(\brich) and (?!poor)(\b\w+)	 Made from Corvina and Rondinella plus lesser-used Verona natives Oseleta and Dindarella, the wine is 	rich and tannic	 with a honey-fruit-cedar-earth flavor.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Through them, he has heard his parents are 	alive and well	.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 The reality of 	rich and poor	 in Mexico comes into stark relief at the sight.
no	X and Y	steep	fast	fast - slow	(?!slow)(\b\w+) and (\bfast)	 Slalom courses are very short, 	steep and fast	 and have a minimum of 55 gates.
no	X and Y	good	steady	bad - good	(\bgood) and (?!bad)(\b\w+)	 I'd rather work with those who are geniuses and have a real voice of their own, hit or miss, than with someone who is 	good and steady	 and gets it in on time and on budget.
no	X or Y	private	personal	private - public	(\bprivate) or (?!public)(\b\w+)	 " Such distinctions are not clearly illustrated by the works in the show, however, and Francis immediately begins to bend them to accommodate each artist's " 	private or personal	 verancular.
no	X and Y	dry	tasteless	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The grilled chicken was 	dry and tasteless	, as was the spicy beef and lamb sausage.
no	X and Y	soft	translucent	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Add onion and cook, stirring, about 7 minutes or until onion is 	soft and translucent	.
yes	between X and Y	old	new	new - old	between (old) and (new)	) In some cases, the difference in serving size 	between old and new	 is staggering.
no	X and Y	large	expensive	large - small	(\blarge) and (?!small)(\b\w+)	 To console himself, Grant, then a young Broadway actor, bought a Packard, a 	large and expensive	 touring car with an open top.
no	X and Y	dark	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 John said it smelled because it was 	dark and wet	.
no	X and Y	low	wide	high - low	(\blow) and (?!high)(\b\w+)	 The intersection of 47th and Indiana has a very 	low and wide	 look to it, busy with people and with the ambiance of the old South Side.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 In a world of daily hassles 	big and small	, a destination wrapped in an aura of peace and quiet can sometimes hold more allure.
yes	X and Y	private	public	private - public	(private) and (public)	 It is a 728-page tale rendered nearly seamless by Goodwin's skills as a reporter and writer, and by the immense entanglement of her subjects'	private and public	 lives.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 This " baby pasta " is wonderfully 	light and fluffy	.
no	X and Y	small	crowded	large - small	(\bsmall) and (?!large)(\b\w+)	 The streets of the cities were so 	small and crowded	 -- the sidewalks in Rome are only a @ @ @ @ @ @ @ @ @ @.
no	from X to Y	awful	bad	bad - good	from (?!good)(\b\w+) to (\bbad)	 Ca n't ad-lib; Top-shelf anchor; Has gone 	from awful to bad	; Still hope; He's learning.
no	X and Y	big	old	new - old	(?!new)(\b\w+) and (\bold)	 For $ 12 each, we got to hold a 2-year-old reptile and throw marshmallows (alligators think they're eggs) into pens and ponds where hundreds of the 	big and old	 ones laze away the days looking catatonic.
no	X and Y	fat	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 While this Naples may not have the recognition of its namesake in Italy, it seems 	fat and happy	 just the way it is.
yes	X and Y	private	public	private - public	(private) and (public)	 sellout crowds, banquets at the Bismarck Hotel sponsored by the mayor's office, firemen selling tickets, grammar schools and high schools supporting the 	private and public	 champions.
yes	X and Y	private	public	private - public	(private) and (public)	 crowds of fewer than 2,000 people, little support from the mayor's office, no support from other private or public schools, no longer a matchup between the best 	private and public	 teams.
yes	X or Y	private	public	private - public	(private) or (public)	 crowds of fewer than 2,000 people, little support from the mayor's office, no support from other 	private or public	 schools, no longer a matchup between the best private and public teams.
yes	X and Y	private	public	private - public	(private) and (public)	 Most other 	private and public	 agencies could n't force people to retire for that reason alone.
yes	X or Y	major	minor	major - minor	(major) or (minor)	 It's a pure elective there, or a class for a 	major or minor	 in religious studies.
no	X and Y	crazy	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 A priest who gave the eulogy quoted Rhonda as saying the song " gave me a sense of being wild and 	crazy and rich	.
no	X and Y	fast	pretty	fast - slow	(\bfast) and (?!slow)(\b\w+)	 " I'm young and handsome and 	fast and pretty	 and ca n't possibly be beat, " the voice said.
no	X and Y	handsome	fast	fast - slow	(?!slow)(\b\w+) and (\bfast)	 " I'm young and 	handsome and fast	 and pretty and ca n't possibly be beat, " the voice said.
no	X and Y	hot	fresh	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Servers are among the friendliest in town, and each " course " was delivered in a succession that keeps dishes 	hot and fresh	.
no	X and Y	original	new	new - old	(?!old)(\b\w+) and (\bnew)	 " Our tests - both the 	original and new	 - say that PCC pumping has no long-term impact on the water, " Crawford said.
yes	X and Y	male	female	female - male	(male) and (female)	 Three vets simultaneously carve and clip 	male and female	 animals while sedated dogs and cats are placed on the same operating tables to wait their turns.
no	X and Y	hot	tangy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 As the curry burbles on the stovetop, the paste dissolves in the coconut milk and unleashes its complex strata of sweet, 	hot and tangy	 tastes.
no	X or Y	intense	long	long - short	(?!short)(\b\w+) or (\blong)	 But carbohydrates become the body's main fuel during 	intense or long	 exercise, and Berning said athletes who are training and competing " have to make sure they're eating enough carbohydrates.
no	X and Y	good	valid	bad - good	(\bgood) and (?!bad)(\b\w+)	 Others will advance 	good and valid	 reasons why this issue should be handled at the state and local level.
no	X and Y	slow	torturous	fast - slow	(\bslow) and (?!fast)(\b\w+)	 " the president said @ @ @ @ @ @ @ @ @ @ step in the president's 	slow and torturous	 awakening to the ways of Washington.
no	X and Y	old	near	new - old	(\bold) and (?!new)(\b\w+)	 Thousands of silver maples and Siberian elms are 70 years 	old and near	 death.
no	X and Y	fat	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Fox Squirrel, " she says with contempt, confronting a nonchalant redcoat sitting 	fat and happy	 about 15 feet up the monumental elm.
yes	between X and Y	old	new	new - old	between (old) and (new)	 @ @ @ @ @ @ @ @ @ @ thick line drawn 	between old and new	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 He is a reflection of what's 	good and bad	 about us, and we do n't want to admit it, " Bill said.
yes	both X and Y	public	private	private - public	both (public) and (private)	 The first is exactly how " the blob " does its work, and the second is how some government agencies seek to have benefits of 	both public and private	 status.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Incrementally increase the speed to high and whip the butter until it becomes 	light and fluffy	.
yes	X and Y	private	public	private - public	(private) and (public)	 The new Boston Garden, the new Spectrum in Philadelphia, the new Portland arena and the new United Center in Chicago all are financed with a combination of 	private and public	 dollars.
yes	X and Y	public	private	private - public	(public) and (private)	 More than 200 	public and private	 agencies in the Fort Collins area offer services to retirees, including free public transportation and installation of wheelchair ramps and shower grab bars.
no	X and Y	shiny	new	new - old	(?!old)(\b\w+) and (\bnew)	 He sprayed everything with aluminum paint, making something silvery, 	shiny and new	 out of, well, junk.
no	X and Y	new	existing	new - old	(\bnew) and (?!old)(\b\w+)	 owns, drills and runs 	new and existing	 wells and processes its own gas and that from other Denver-Julesburg Basin firms at its newly expanded Wattenberg processing plant.
no	X and Y	difficult	intense	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 In dealing with a range of awkward, 	difficult and intense	 feelings, the producers have found rich dramatic turf.
no	X and Y	worse	small	large - small	(?!large)(\b\w+) and (\bsmall)	 " Much of the money might go out of state, congestion may get 	worse and small	 businesses may be hurt, " he said.
yes	X or Y	private	public	private - public	(private) or (public)	 They simultaneously resist growth that is too rapid and at the same time welcome 	private or public	 actions that might create additional jobs.
no	X or Y	drunk	high	drunk - sober	(\bdrunk) or (?!sober)(\b\w+)	 If they are 	drunk or high	, they are denied entry.
no	X and Y	soft	porous	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 (You do n't really notice it because your head fortunately is n't as 	soft and porous	 as cake batter; otherwise you'd feel it right away.
no	X and Y	rich	creamy	poor - rich	(\brich) and (?!poor)(\b\w+)	 One is relatively 	rich and creamy	; the other light and healthy.
no	X and Y	hard	uncooked	hard - soft	(\bhard) and (?!soft)(\b\w+)	 (Note: The potatoes will still be 	hard and uncooked	 in the center.
no	X and Y	public	political	private - public	(\bpublic) and (?!private)(\b\w+)	 These companies, lacking state power, have had to meet existing local zoning regulations and obtain 	public and political	 support for the project.
no	X and Y	large	colorful	large - small	(\blarge) and (?!small)(\b\w+)	 Michael Parry, a former Denver potter, opened a studio downtown where his 	large and colorful	 sculpture, mostly raku work, is exhibited.
no	X and Y	high	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Or to protect the company from your leaving them 	high and dry	.
no	X and Y	cold	clumsy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 A 	cold and clumsy	 Allan Houston tried to counter the devastation.
yes	from X to Y	old	new	new - old	from (old) to (new)	 The Colts hope they have switched 	from old to new	 in a few key positions for the last time for a long time.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 The " gentleman's C " is not only 	alive and well	 but appears to be evolving into the " generous B " or even an A, with little distinction between the good and the excellent.
no	X and Y	dry	inaccessible	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Rather, many sinks were bone 	dry and inaccessible	.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Hack licenses can be taken away after a combination of violations, 	big and small	, such as reckless driving, discourtesy to a passenger or the improper operation of a roof light.
no	X and Y	large	growing	large - small	(\blarge) and (?!small)(\b\w+)	 But the financial services industry has become a 	large and growing	 presence, most notably Morgan Stanley, which signed a tentative deal last week to erect its third tower at the north end of the square.
no	X and Y	poor	maximum	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Cuomo, and groups representing public housing tenants have fought to preserve protections for the very poor, including a requirement that housing authorities provide a minimum number of units for the very 	poor and maximum	 limits on rents.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	 There must also be major investments in all forms of education, whether public, 	private or parochial	, to assure that there is a competent work force for the future.
no	X and Y	employment	small	large - small	(?!large)(\b\w+) and (\bsmall)	 With self-	employment and small	 businesses on the rise, flexible living arrangements will be as important as skyscrapers were in the early 20th century.
no	X and Y	expensive	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 Major cases are long, 	expensive and hard	 to win; trustbusters resort to them as weapons of last resort.
no	X and Y	individualistic	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 In 1984 he told an interviewer: " When I first went into politics, I thought Greeks were very 	individualistic and poor	 at working collectively because they were poor.
no	X or Y	old	dying	new - old	(\bold) or (?!new)(\b\w+)	 But it is here that they came to marry, to celebrate holidays or to return home when they were ill, 	old or dying	.
no	X and Y	simple	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 " It's 	simple and sad	, " he said, " because we came here to reach an agreement.
no	X and Y	false	misleading	false - true	(\bfalse) and (?!true)(\b\w+)	 " The Enquirer has now become convinced that the above representations, accusations and conclusions are untrue and created a 	false and misleading	 impression of Chiquita's business practices, " read the apology.
no	both X and Y	rich	legendary	poor - rich	both (\brich) and (?!poor)(\b\w+)	 Black calls the " plaintiffs'lawyers asbestos syndrome, " referring to the multibillion-dollar asbestos litigation some years ago that made some lawyers in the product liability field 	both rich and legendary	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 It's a story that's 	alive and well	 today.
no	X and Y	steady	true	false - true	(?!false)(\b\w+) and (\btrue)	 " The trends have come and gone around him, but he's remained 	steady and true	.
no	X and Y	hard	fast	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Raphael tells buyers to calm down and to prepare a detailed financial statement in advance -- with a 	hard and fast	 bidding limit.
no	X and Y	cheap	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Sampanthavivat was writing his dissertation and eager for a respite, so he agreed, but only on one condition: he wanted to break the stereotype of Thai food as a 	cheap and easy	 alternative to Chinese takeout.
no	X and Y	comfortable	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 I am 	comfortable and happy	 and in full control.
no	X and Y	old	young	new - old	(\bold) and (?!new)(\b\w+)	 The crowd was 	old and young	, local and foreign, gay and straight, dressy and casual.
no	X and Y	long	painful	long - short	(\blong) and (?!short)(\b\w+)	 For 25 years, he had been secretly working on his poems about Plath, and although he did n't mention her, he was undoubtedly considering whether it was time to break his 	long and painful	 silence.
no	X and Y	stunning	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Blanc has rethought the food as well, with what the restaurant critic Matthew Fort recently described in The Guardian as " quite 	stunning and happy	 results.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 The Indonesians, he said, " are experiencing massive contractions in the economy from an already-low base, with extensive discrepancies 	between rich and poor	.
no	X and Y	low	stable	high - low	(\blow) and (?!high)(\b\w+)	 The euro " will promote 	low and stable	 interest rates and low inflation, and encourage prudent fiscal management, " they wrote.
yes	X and Y	old	new	new - old	(old) and (new)	 " Chinese officials gave US Defense Secretary William Cohen an unprecedented tour of the country's secret air-defense center, later described as " a mix of 	old and new	 technology.
no	X and Y	sick	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 Gordon also says, " A lot of newsmagazines focus on what's 	sick and wrong	 in our society, which is not always what's newsworthy.
no	X and Y	fine	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 " Businesses started to say,'Gee, this is all 	fine and good	 that we @ @ @ @ @ @ @ @ @ @ " Dell says.
no	X and Y	good	honorable	bad - good	(\bgood) and (?!bad)(\b\w+)	 " My great-grandfather was a 	good and honorable	 man.
no	X and Y	shocking	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 And they need to be friendly with the screen, " is 	shocking and sad	.
yes	between X and Y	good	bad	bad - good	between (good) and (bad)	 " It is this blurring of the line 	between good and bad	 that the area's narcos - drug traffickers and growers - want to encourage, says Jose Luis Esteban Martinez, Culiacan's police chief.
no	X and Y	legal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 " The key is having the data, " says Jocelyn Frye, director of 	legal and public	 policy for the National Partnership for Women and Families, an advocacy group in Washington.
no	X and Y	fast	thick	fast - slow	(\bfast) and (?!slow)(\b\w+)	 The technology improves so quickly, the information flows so 	fast and thick	, governments have trouble keeping up.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 Poverty is growing even within the world's richest nations, according to a recent United Nations report that documents a widening gap 	between rich and poor	.
no	X and Y	poor	prosperous	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 1 creditor - a fountainhead of $ 2 trillion in invigorating cash for 	poor and prosperous	 countries alike.
no	X and Y	poor	wealthy	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 1 creditor nation, extending $ 2 trillion in foreign loans to 	poor and wealthy	 nations alike.
no	X and Y	alive	full	alive - dead	(\balive) and (?!dead)(\b\w+)	 The Sabbath is 	alive and full	 of praise to God in the city's black churches - as in similar neighborhoods across America.
no	X and Y	light	airy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 It's as 	light and airy	 as the proverbial snowflake - and about as substantial.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 The book discusses the biology, functions, and behavior of insects in a conversational manner that will beguile 	young and old	.
no	X or Y	old	older	new - old	(\bold) or (?!new)(\b\w+)	 2 to 7, 1998, among a sample of 800 adults, 18 years 	old or older	.
no	X and Y	difficult	ambiguous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	'- President Clinton, telling reporters in Jerusalem he had testified in a " 	difficult and ambiguous	 and unhelpful " manner concerning Monica Lewinsky - but without committing perjury.
no	X and Y	active	intelligent	active - passive	(\bactive) and (?!passive)(\b\w+)	 Dalmatians are extremely 	active and intelligent	 animals and make good bird dogs, trail hounds, and retrievers.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 The coils can be 	big or small	, depending on what you're trying to bind together.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 It is 	alive and well	 in rural America.
no	X and Y	laborious	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 An hour later, his smile was a sweat-glazed grimace and the hasty strokes had turned 	laborious and slow	.
no	more X than Y	light	conventional	heavy - light	more (\blight) than (?!heavy)(\b\w+)	7 times 	more light than conventional	 headlamps, should help drivers see better at night.
no	X and Y	false	disparaging	false - true	(\bfalse) and (?!true)(\b\w+)	 " Cattlemen then sued under the state's " veggie libel " law, which protects agricultural products from 	false and disparaging	 remarks.
no	X and Y	lush	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 The middle, slow movement is very lyrical, 	lush and sad	.
no	X and Y	difficult	dangerous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 In Florida, seabreezes and inland weather fronts pushed nearby blazes in differing directions, making fire fighting more 	difficult and dangerous	.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 Then it's off again, flying by cabins and capstans, plunging past rivers of rust, skirting the jagged overhangs by the promenade deck where the 	rich and famous	 once strolled.
no	X and Y	poor	elderly	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 President signs law barring cutoff of SSI benefits to an estimated 20,000 immigrants, mostly 	poor and elderly	.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 The weather blows 	hot and cold	.
yes	X and Y	public	private	private - public	(public) and (private)	 Both have 	public and private	 faces and the innate power to seduce someone into feeling he or she is the most important person there.
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 As a result, Luttig acknowledges that he uses 	tried and true	 methods for picking clerks, methods that make it harder for someone from a lesser-known law school or an unconventional background to rise to the top.
no	X and Y	false	irresponsible	false - true	(\bfalse) and (?!true)(\b\w+)	 Joseph Small, Nelvis'lawyer, called reports that Nelvis had seen Clinton and Lewinsky alone together " absolutely 	false and irresponsible	.
no	X or Y	hurt	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 Goaltending, forwards coming up short with points, guys getting 	hurt or bad	 coaching.
no	X and Y	high	long	high - low	(\bhigh) and (?!low)(\b\w+)	 Flying 	high and long	 over'our'country, the cities, the plains, going, going.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	 Other lawsuits are looking at lack of resources to prepare students in 	rural and urban	 communities.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 Such young children may have a basic understanding of what is 	right and wrong	 but may not understand why.
no	X and Y	sad	hurtful	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It's rather 	sad and hurtful	.
no	neither X nor Y	slow	timid	fast - slow	neither (\bslow) nor (?!fast)(\b\w+)	 But Nasser said he will be 	neither slow nor timid	.
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 So they are readying for what could be a 	long and arduous	 process.
no	X and Y	optimistic	upbeat	optimistic - pessimistic	(\boptimistic) and (?!pessimistic)(\b\w+)	 And many farmers will end up spending more to raise crops than what they'll receive @ @ @ @ @ @ @ @ @ @ time, they're 	optimistic and upbeat	.
no	X and Y	difficult	ambiguous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 His responses closely tracked what he has said before: that he had made " 	difficult and ambiguous	 and unhelpful " statements to investigators but had not lied under oath.
no	X and Y	false	misleading	false - true	(\bfalse) and (?!true)(\b\w+)	 Such 	false and misleading	 statements were subsequently acknowledged by his attorney in a communication to that judge.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 Carlesimo, who is now @ @ @ @ @ @ @ @ @ @ in detail what he was doing 	right and wrong	, Bickerstaff does n't find that necessary.
yes	X or Y	high	low	high - low	(high) or (low)	 A tenacious rebounder, she is extremely athletic and can score in the 	high or low	 post, although her size may prevent her from being as dominant there as she was in college.
yes	X and Y	high	low	high - low	(high) and (low)	 The versatile Smith can score from the 	high and low	 post and run the court.
no	X and Y	low	closed	high - low	(\blow) and (?!high)(\b\w+)	 Its shares are trading at an eight-month 	low and closed	 Friday down 12 1/2 cents, at $ 12.
no	X and Y	large	attractive	large - small	(\blarge) and (?!small)(\b\w+)	 Ironically, Meriwether had actually turned about @ @ @ @ @ @ @ @ @ @ investors at the end of 1997 because " investment opportunities were not 	large and attractive	 enough.
yes	X or Y	true	false	false - true	(true) or (false)	 We do not know what is 	true or false	 in these episodes, but @ @ @ @ @ @ @ @ @ @ they are subject to public inspection.
yes	X and Y	high	low	high - low	(high) and (low)	 " He knew everybody in the building, 	high and low	, ambassador to doorman, " Mason says.
no	X and Y	methodical	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 Molinari, rather than Paxon, did the honors because his technique is " too 	methodical and slow	, " she said.
no	X and Y	large	luxurious	large - small	(\blarge) and (?!small)(\b\w+)	 But houses there are 	large and luxurious	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Sing about us 	good or bad	, they say, just sing about us.
no	X and Y	new	authentic	new - old	(\bnew) and (?!old)(\b\w+)	 But Joel, like modern suburbia, created a 	new and authentic	 style out of many styles.
yes	X or Y	old	new	new - old	(old) or (new)	 " It is not 	old or new	 but a primordial element.
no	X and Y	soft	satiny	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Add the pumpkin seeds and continue to knead until 	soft and satiny	 but still firm, about 4 to 5 minutes, adding additional flour, if necessary, to keep the dough from sticking.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Continue to mix at high speed until the potatoes are 	light and fluffy	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Most of the buildings in the area -- 	good and bad	, big and little, 19th- and 20th-century -- are sheathed in red brick, and quite a few incorporate limestone elements into their facades.
no	X or Y	long	frequent	long - short	(\blong) or (?!short)(\b\w+)	 It is distinguished by 	long or frequent	 " stoppages " in a person's speech -- the repetition of'M'or prolongation of'S'or a silent block in which the speaker can not make a sound.
yes	X and Y	wet	dry	dry - wet	(wet) and (dry)	 The hot line always recommends that when preparing stuffing at home, consumers combine the 	wet and dry	 ingredients at the very last minute.
no	X and Y	light	exaggerated	heavy - light	(\blight) and (?!heavy)(\b\w+)	 In both types of image, Piranesi is dealing with shadow and 	light and exaggerated	 scale; the actual building, however, seems even more impressive simply because it is real.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	 Their curriculum includes helicopter assault tactics, explosives, 	rural and urban	 warfare, and operational intelligence gathering and planning.
no	X and Y	incomplete	new	new - old	(?!old)(\b\w+) and (\bnew)	 But officials familiar with the program said its effectiveness is undermined by 	incomplete and new	 databases, and the ability of drug traffickers to infiltrate the military as well as other Mexican institutions.
no	X, not Y	personal	public	private - public	(?!private)(\b\w+), not (\bpublic)	 But by and large, he says, the changes will be private and 	personal, not public	 and widespread.
no	X and Y	private	personal	private - public	(\bprivate) and (?!public)(\b\w+)	 But by and large, he says, the changes will be 	private and personal	, not public and widespread.
no	X and Y	public	widespread	private - public	(\bpublic) and (?!private)(\b\w+)	 But by and large, he says, the changes will be private and personal, not 	public and widespread	.
yes	X and Y	large	small	large - small	(large) and (small)	 Their fight has dragged on for two years with consequences 	large and small	 for the courts -- and for everyone who uses them.
yes	X and Y	large	small	large - small	(large) and (small)	 Scoundrels 	large and small	 always have tended to land here, from mobster Al Capone in the 1920s and'30s to the garden-variety opportunists who sprang up after Hurricane Andrew in 1992.
no	X and Y	wet	elated	dry - wet	(\bwet) and (?!dry)(\b\w+)	 Finally successful, they collapsed in the car, muddy, 	wet and elated	.
no	X and Y	heavy	aggressive	heavy - light	(\bheavy) and (?!light)(\b\w+)	 The pervasive darkness is 	heavy and aggressive	, like a solid.
no	X and Y	poor	federal	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 The measure determines whether federal funds would help pay for @ @ @ @ @ @ @ @ @ @ programs aimed at the 	poor and federal	 education initiatives.
no	X and Y	noble	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 In the end, they feel good about themselves and their ability to contribute something that is seen as 	noble and good	, to share center stage briefly with this transcendent hero.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 " They did n't generate the kind of turnout among white, conservative voters in sub	urban and rural	 areas to offset overwhelming black turnout.
no	X and Y	suburban	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 " They did n't generate the kind of turnout among white, conservative voters in 	suburban and rural	 areas to offset overwhelming black turnout.
no	X and Y	slow	painstaking	fast - slow	(\bslow) and (?!fast)(\b\w+)	 But the work of imprinting the bar codes is 	slow and painstaking	 since the disks are radioactive, and it may take years to complete.
no	X and Y	long	painful	long - short	(\blong) and (?!short)(\b\w+)	 If they just wait out a 	long and painful	 period of acclimation, gay rights activists hope, they will be recognized as having the same rights as once-repressed groups such as African Americans and women.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Beat in sugar until 	light and fluffy	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 " It indicates the arts are indeed 	alive and well	 in the Wiregrass and Dothan.
no	X and Y	large	expensive	large - small	(\blarge) and (?!small)(\b\w+)	 The availability of land along the road west to Fulton Industrial Boulevard since the 1980s has attracted builders, who have constructed 	large and expensive	 new houses in small subdivisions.
no	X and Y	soft	shiny	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 @ @ @ @ @ @ @ @ @ @, with 	soft and shiny	 No.
no	X and Y	recreational	temporary	permanent - temporary	(?!permanent)(\b\w+) and (\btemporary)	 The fair will bring more than 60 employers from across the state to campus, including those representing camps, business/industry, 	recreational and temporary	 services.
no	from X to Y	bad	worse	bad - good	from (\bbad) to (?!good)(\b\w+)	 When he walked out to a shed, things went 	from bad to worse	.
no	X and Y	tough	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 7) can be 	tough and difficult	 to embrace initially, but she is not heartless.
yes	X and Y	hard	soft	hard - soft	(hard) and (soft)	 Other cooks like all-purpose, with its mixture of 	hard and soft	 wheat, because it makes a sturdier biscuit.
no	X and Y	commercial	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 Most of Langford's income is from his construction business, which builds primarily 	commercial and light	 industrial projects.
no	X and Y	large	growing	large - small	(\blarge) and (?!small)(\b\w+)	 A 	large and growing	 chunk of that was with developing countries, where hundreds of American companies have wagered billions of dollars on future growth.
no	X and Y	social	small	large - small	(?!large)(\b\w+) and (\bsmall)	 The series of activities for adults, children and families includes adult education classes, an ice cream 	social and small	 concerts.
