class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X or Y	private	subjective	private - public	(\bprivate) or (?!public)(\b\w+)	 (c) we could not tolerate people who have beliefs different from our own, we would have to force our values on others, and any moral reform or progress would be purely 	private or subjective	.
no	X and Y	Masculine	feminine	feminine - masculine	(?!masculine)(\b\w+) and (\bfeminine)	 	Masculine and feminine	 models of thinking differ about the importance of an individual's intuition.
yes	X or Y	true	false	false - true	(true) or (false)	 (b) not as questions with 	true or false	 answers, but as conflicts that need to be resolved in order to maintain stable interpersonal relationships.
no	X and Y	Good	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 	Good and bad	 reasons for this shift, but, not at all well thought out.
no	X and Y	active	agentless	active - passive	(\bactive) and (?!passive)(\b\w+)	 " Shots rang out " and " mistakes arose " are 	active and agentless	.
yes	X or Y	private	public	private - public	(private) or (public)	 Whether the power is 	private or public	 or some combination of both, we will still be abused.
no	X and Y	pathetic	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 The fact that some of the people charged with representing us must be dragged kicking and screaming out of their complacency on such matters is no longer endearing -- it's just 	pathetic and sad	.
no	X or Y	wrong	illegal	right - wrong	(\bwrong) or (?!right)(\b\w+)	 There is nothing 	wrong or illegal	 about making a movie in America.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Sad commentary on the folks pulling the strings on what we see on the 	big and small	 screens.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 If you killed them, they would become @ @ @ @ @ @ @ @ @ @ not a matter of placing blame or debating who/what is 	right or wrong	.
no	X and Y	hard	expensive	hard - soft	(\bhard) and (?!soft)(\b\w+)	 The process for adoption is similar to surrogacy, long and 	hard and expensive	.
no	X and Y	long	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 The process for adoption is similar to surrogacy, 	long and hard	 and expensive.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 There are so many emotional and practical considerations here involving multiple people that can make adopting 	right or wrong	 for any couple.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Whether it will be 	good or bad	, I do n't know.
yes	X or Y	long	short	long - short	(long) or (short)	 How 	long or short	 will depend on how they manage their assets from here on out.
no	between X and Y	left	right	right - wrong	between (?!wrong)(\b\w+) and (\bright)	 This section will look a t some differences 	between left and right	 brain preferences.
no	X and Y	positive	optimistic	optimistic - pessimistic	(?!pessimistic)(\b\w+) and (\boptimistic)	 You have a generally 	positive and optimistic	 outlook on life.
yes	X and Y	old	new	new - old	(old) and (new)	 a certain man of Ramathaim-zophim-The first word being in the dual number, signifies the double city-the 	old and new	 town of Ramah (1Sa 1:19).
no	X and Y	happy	cheerful	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Sometimes with the attitude, I let it go because the teen can be 	happy and cheerful	 5 minutes from now.
no	X and Y	boring	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 It would be 	boring and difficult	 and it would not be about Facebook or Angelina Jolie or coloured wristbands or me.
no	X and Y	poor	unsafe	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 A particular company that I once worked for was notorious for 	poor and unsafe	 working conditions.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 People willing to take anything just because it's offered deserve everything they encounter as a result, 	good or bad	.
no	X and Y	new	interlocking	new - old	(\bnew) and (?!old)(\b\w+)	 Finally, all the Latin American economies have become integrated into the world political economy through trade patterns, expanded investment, capital flows, and international debt, creating 	new and interlocking	 relationships with the international system.
no	X and Y	long	abundant	long - short	(\blong) and (?!short)(\b\w+)	 I know that I want to live a 	long and abundant	 life so I figured it was time, in the words of the late Michael Jackson, to " make that change!
no	X and Y alike	young	old	new - old	(?!new)(\b\w+) and (\bold) alike	 Our club members are men, women, 	young and old alike	.
no	X and Y	long	detailed	long - short	(\blong) and (?!short)(\b\w+)	 By the time the loss was fully recognised, after the housing bust, it was harder to start the 	long and detailed	 work of improving workers'skills and creating less skilled jobs.
yes	both X and Y	small	large	large - small	both (small) and (large)	 Let it just be said that the book contains a perplexing number of such factual errors, 	both small and large	.
no	X or Y	new	renewed	new - old	(\bnew) or (?!old)(\b\w+)	 Even if you have a PTIN but you received it prior to September 28, 2010, you must apply for a 	new or renewed	 PTIN by using the new system.
no	X and Y	wrong	sinful	right - wrong	(\bwrong) and (?!right)(\b\w+)	 When you repent, you feel remorse or contrition or shame for the past conduct which was and is 	wrong and sinful	.
no	X and Y	poor	vulnerable	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 A few of you in a few smoke-filled rooms, calling that the mainstream @ @ @ @ @ @ @ @ @ @, red, yellow, and brown, 	poor and vulnerable	 are suffering in this nation.
no	X and Y	long	complex	long - short	(\blong) and (?!short)(\b\w+)	 Obtaining a merchant account can be a 	long and complex	 process, particularly if you're a new, small business that's going through this process for the first time.
no	X and Y	new	natural	new - old	(\bnew) and (?!old)(\b\w+)	 There is a tendency in things to right themselves, and the war or revolution or bankruptcy that shatters a rotten system, allows things to take a 	new and natural	 order.
no	X and Y	poor	squalid	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Our habit of thought, --take men as they @ @ @ @ @ @ @ @ @ @, I fear, it is 	poor and squalid	.
no	X and Y	pure	true	false - true	(?!false)(\b\w+) and (\btrue)	 Their 	pure and true	 sound are their legacy.
no	X and Y	driving	long	long - short	(?!short)(\b\w+) and (\blong)	 After all the hard 	driving and long	 miles, the timing chain stretched, crunching the valves and turning the car into an exotic and expensive paperweight.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Quickly, I put the finishing touches on planning precalculus, including putting the pipe cleaners and paper plates in folders for students to have 	quick and easy	 access.
yes	between X and Y	old	new	new - old	between (old) and (new)	 To keep the gap 	between old and new	 schools from becoming too wide, the school system employs a renovation schedule and a " technology equalization plan " to provide schools with up-to-date computers.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Is all this 	good or bad	?
no	X and Y	active	total	active - passive	(\bactive) and (?!passive)(\b\w+)	 Since Eve first ate from the fruit of the tree of the knowledge of good and evil, we have been in 	active and total	 disobedience to God.
no	X and Y	old	dark	new - old	(\bold) and (?!new)(\b\w+)	 Drive a super car with enhanced weapons through an 	old and dark	 city to eliminate all zombies, ghosts, vampires and enemies.
no	X and Y	new	disturbing	new - old	(\bnew) and (?!old)(\b\w+)	 But the grim version playing out now -- with Hamas rockets aimed at Tel Aviv, Israeli airstrikes and the killing of a top Hamas official -- contains 	new and disturbing	 scenes.
no	X and Y	sexy	new	new - old	(?!old)(\b\w+) and (\bnew)	 They get a lot of press, because M-theory is 	sexy and new	.
no	X and Y	great	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Some of our great Presidents have been Democrats and some have been Republicans, but in any event the people have usually shown 	great and good	 judgment.
no	X and Y	small	personal	large - small	(\bsmall) and (?!large)(\b\w+)	 Some of these ideas are 	small and personal	, and others are world-altering ideas.
no	X and Y	long	serious	long - short	(\blong) and (?!short)(\b\w+)	 It is only after a 	long and serious	 effort to recollect my best thoughts that I become again aware of their cohabitancy.
no	X and Y	old	sickly	new - old	(\bold) and (?!new)(\b\w+)	 It was n't only Brezhnev who looked 	old and sickly	 by the end of his rule but the entire Soviet elite.
no	X and Y	good	institutional	bad - good	(\bgood) and (?!bad)(\b\w+)	 Meanwhile, in the schemes located in four countries in West Africa's Sahel region, where water access is generally 	good and institutional	 support for chemical fertilizer exists, rice farmers achieve attractive yields.
no	both X and Y	sad	cheery	happy - sad	both (\bsad) and (?!happy)(\b\w+)	 Rod's voice goes with these classic songs perfectly and the music is extremely soothing and relaxing, while at the same time managing to be 	both sad and cheery	, evoking thoughts of a past era.
no	X and Y	high	perfect	high - low	(\bhigh) and (?!low)(\b\w+)	 " On the contrary they thought it correct to interpret and understand Christianity with their aid, in a 	high and perfect	 sense.
no	X and Y	heavy	prolonged	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Should the Church remain outside the world and outside history, or should it accept history as a field for 	heavy and prolonged	 labor?
yes	between X and Y	old	new	new - old	between (old) and (new)	 In fact, nothing had changed in the nature of the Church or its sanctity, but it had become more deeply conscious of the dichotomy 	between old and new	 in its earthly life.
no	X and Y	civil	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 Later the principle according to which " the administration of Church affairs must follow 	civil and rural	 administration " was officially sanctioned by Church rule.
yes	both X and Y	true	false	false - true	both (true) and (false)	 " This is 	both true and false	.
yes	X and Y alike	high	low	high - low	(high) and (low) alike	 @ @ @ @ @ @ @ @ @ @ a teacher and to treat 	high and low alike	 without restraint.
no	X and Y	smokeless	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 The fire was out, 	smokeless and dead	; the watchers were gone.
no	X and Y	loud	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 Jack was 	loud and active	.
no	X and Y	sad	grey	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Soon the darkness was full of daws, full of the @ @ @ @ @ @ @ @ @ @ stars out, and at last light, 	sad and grey	, filtered into the shelter.
no	X and Y	dry	noisy	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The bed leaves lay within, 	dry and noisy	 to the touch.
no	X and Y	old	young	new - old	(\bold) and (?!new)(\b\w+)	 They will touch us equally, men and women, 	old and young	, indigenous or non-indigenous.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 Especially feelings of shame, fear and rejection of what they believe to be 	right and wrong	.
no	X and Y	true	substantial	false - true	(\btrue) and (?!false)(\b\w+)	 It is a sacrifice for the sins of men, and is that 	true and substantial	 sacrifice, which those of the law faintly and imperfectly represented.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 Of course, as soon as the people of Kyoto, 	young and old	, men and women, heard Horikawa's name, they would genuflect as if they had seen Buddha's avatar.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 Carnoti is interested because it's supposedly very well preserved, the Egyptian god depicted is unknown (and three-headed), and all of this comes together to cause Carnoti to believe this discovery will make him 	rich and famous	.
yes	X or Y	bad	good	bad - good	(bad) or (good)	 Nothing is 	bad or good	, everything just is.
yes	X or Y	good	bad	bad - good	(good) or (bad)	alvarez mentioned, there is no 	good or bad	, there is no time.
no	X and Y	high	mighty	high - low	(\bhigh) and (?!low)(\b\w+)	 Who here is that 	high and mighty	 to reject his proposal because they can see 1billion (or even 1000) years into the future?
no	X and Y	soft	shiny	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 There is pink to him to, hooves, the gentle flush of his cheeks, and of course, his lips, 	soft and shiny	 and pink, and so soft.
no	X and Y	wild	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 Musky almost, 	wild and hot	.
no	X and Y	new	odd	new - old	(\bnew) and (?!old)(\b\w+)	 like a dog experiencing a 	new and odd	 smell.
no	X and Y	new	unusual	new - old	(\bnew) and (?!old)(\b\w+)	 Together, they have found 	new and unusual	 ways of annoying people such as staging astronomical debates.
no	X and Y	light	beautiful	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Tolkien and Celtic mythology, Civiello has created an epic fantasy adventure where we follow Igguk, an elf chosen to save his homeworld from a horde of demons bent on destructing everything 	light and beautiful	.
no	X and Y	difficult	confusing	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 s sexual or gender orientation can be a 	difficult and confusing	 process.
no	X and Y	easy	fast	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 There are no 	easy and fast	 answers.
no	X and Y	large	graceful	large - small	(\blarge) and (?!small)(\b\w+)	 Pessimism reigns in our flinty, defense- hack hearts in that Palazzo @ @ @ @ @ @ @ @ @ @ It is 	large and graceful	.
no	X and Y	new	grave	new - old	(\bnew) and (?!old)(\b\w+)	 which poses a 	new and grave	 menace to globalization itself.
no	X and Y	new	grave	new - old	(\bnew) and (?!old)(\b\w+)	 which poses a 	new and grave	 menace to globalization itself.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 His brother Josiah imagined Noah 	alive and well	, and told me, " It will be amusing to hear his reaction to all of this.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 It's kinda scary until you look 	left and right	 and see that.
no	X and Y	handicapped	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 As a matter of fact, Romney's statement insulted retired seniors, social security disable people-they paid for disable insurance when they worked, 	handicapped and permanent	 disable people.
no	X or Y	poor	low	high - low	(?!high)(\b\w+) or (\blow)	 And saying how many of those are 	poor or low	 income just drives home the problem - we have almost 50% of people in the US too poor to pay income tax.
no	X and Y	rapid	large	large - small	(?!small)(\b\w+) and (\blarge)	 So how do we explain this very 	rapid and large	 rise in atmospheric carbon dioxide concentration?
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 It's a very small step along a pathway that is 	long and difficult	.
no	X and Y	long	documented	long - short	(\blong) and (?!short)(\b\w+)	 Further, as in many sectors of public life, there is a 	long and documented	 history of state security interference in union activities, such as the appointment and approval of union leadership and worker representatives.
yes	both X and Y	old	new	new - old	both (old) and (new)	 8 In Jordan, many of the labor demands are linked to wider grievances about neoliberal economic policies, corruption and government accountability that are central concerns of political reform groups, 	both old and new	.
no	X and Y	happy	sleepless	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Many 	happy and sleepless	 nights were spent debating which film indeed is the greatest comedy of all time while slamming Espresso Stouts and wondering why passing out was n't an option.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 We have 3 options when registering that are 	quick and easy	.
no	X and Y	new	excited	new - old	(\bnew) and (?!old)(\b\w+)	 It is a gift to unwrap each and every day, to gaze upon with 	new and excited	 eyes.
no	X and Y	inexpensive	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Until now, it's been 	inexpensive and easy	 to obtain, and so it @ @ @ @ @ @ @ @ @ @ are crucial to profit margins: raising food animals on a large scale.
no	X and Y	poor	middle	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 The 	poor and middle	 class in america @ @ @ @ @ @ @ @ @ @ embarrassed rich people.
no	X and Y	happy	consenting	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 However, they also have strong @ @ @ @ @ @ @ @ @ @ interest to make sure everyone around them is truly 	happy and consenting	.
no	X and Y	happy	normal	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 All 	happy and normal	.
no	X and Y	difficult	expensive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 Do n't bother with FDA applications -- those kinds of trials are 	difficult and expensive	.
yes	between X and Y	heavy	light	heavy - light	between (heavy) and (light)	 Volume Accounting Volume accounting is a technique that is often used to discriminate 	between heavy and light	 users.
no	X and Y	new	latest	new - old	(\bnew) and (?!old)(\b\w+)	 " We certainly will be monitoring all the 	new and latest	 technologies, but we are only going to invest in those that can demonstrate great value to the mission.
no	X and Y	right	Mega	right - wrong	(\bright) and (?!wrong)(\b\w+)	 Here, every boss design is amazing, the challenge is just 	right and Mega	 Man has just enough weapons without cluttering the experience.
no	X and Y	convoluted	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Because of the type of trading he did, using cash, swaps, futures and other OTC instruments, it was probably very 	convoluted and difficult	 to follow the money.
no	X and Y	short	surreal	long - short	(\bshort) and (?!long)(\b\w+)	 A little bit whimsical, sometimes dark and all about life, love and death, the stories are 	short and surreal	.
no	X and Y	alive	communal	alive - dead	(\balive) and (?!dead)(\b\w+)	 Perhaps these tracks feel so 	alive and communal	 because they were arrived at through performance.
no	X and Y	unique	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 With a premise that is both utterly 	unique and rich	 in metaphor, and characters that are charged with emotion, it is a truly gripping read.
no	X and Y	simple	short	long - short	(?!long)(\b\w+) and (\bshort)	 " It may not be that surprising that a 	simple and short	 intervention in the primary care practice could not overcome the degree to which screen time is overwhelming in our society.
no	X and Y	good	distinct	bad - good	(\bgood) and (?!bad)(\b\w+)	 and without doubt, if considered alone, they are 	good and distinct	 morphological species.
no	X and Y	distinct	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 	distinct and permanent	 races in fact?
no	X or Y	great	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 Nothing stood out as being 	great or bad	.
no	X and Y	hot	sick	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Just listless, 	hot and sick	.
no	X or Y	mysterious	hard	hard - soft	(?!soft)(\b\w+) or (\bhard)	 Sociopathy is n't 	mysterious or hard	 to detect once you know what to look for?
no	X or Y	mysterious	hard	hard - soft	(?!soft)(\b\w+) or (\bhard)	 Sociopathy is n't 	mysterious or hard	 to detect once you know what to look for?
no	X or Y	heavy	difficult	heavy - light	(\bheavy) or (?!light)(\b\w+)	 There are some books that I ca n't read too fast, either because they're 	heavy or difficult	 or because they have some indefinable do n't read me too fast quality.
no	X and Y	poor	illiterate	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Pretty much everyone has a TV these days and even 	poor and illiterate	 ppl watch.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 To move left and right press the 	left and right	 arrow keys 3.
no	X and Y	low	spectacular	high - low	(\blow) and (?!high)(\b\w+)	 Think of Jamaal Tinsley, a NYC product whose dribble was always 	low and spectacular	.
no	X and Y	unjustified	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 Who cares if virtually the entire world views Obama's drone attacks as 	unjustified and wrong	?
no	X and Y	slow	expensive	fast - slow	(\bslow) and (?!fast)(\b\w+)	 " Those who favor it often say it's too 	slow and expensive	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 I'm a diehard Niner fan regardless of the qb, through 	good and bad	.
no	X and Y	new	improved	new - old	(\bnew) and (?!old)(\b\w+)	 	new and improved	?
no	X and Y	low	moderate	high - low	(\blow) and (?!high)(\b\w+)	 How does one extend credit to 	low and moderate	 income communities while avoiding risks that put the lending institution at risk of collapse?
yes	both X and Y	public	private	private - public	both (public) and (private)	 We believe in individual responsibility and the value of work, but also understand that many individuals need a helping hand and we support 	both public and private	 efforts to help those in need.
no	X and Y	unique	new	new - old	(?!old)(\b\w+) and (\bnew)	 <h> This Website presents Scientific Research and factual Scientific Information which HAS NEVER BEFORE been presented ANYWHERE in secularity (in this civilization), and which is 	unique and new	 to almost any Reader thereof.
no	X and Y	new	effective	new - old	(\bnew) and (?!old)(\b\w+)	 There is therefore an urgent need to improve our understanding of AD pathogenesis, create innovative and predictive models, and develop 	new and effective	 therapies.
no	X and Y	hard	fast	hard - soft	(\bhard) and (?!soft)(\b\w+)	 s not a 	hard and fast	 rule: In the last month, Austin opened Klown on the same date as New York and L.
no	X and Y	rich	arrogant	poor - rich	(\brich) and (?!poor)(\b\w+)	 The only ones who look Mexican--that is, Indian--are servants, especially criadas, poor women retainers who, to the point of martyrdom, are loyal to their 	rich and arrogant	 patronas.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 There are loads of 	quick and easy	, but oh-so-tasty and healthy recipes available!
yes	X and Y	high	low	high - low	(high) and (low)	 A 	high and low	 resolution data set was collected at beamline ID29, ESRF (European synchrotron radiation facility).
no	X and Y	High	low	high - low	(?!high)(\b\w+) and (\blow)	 	High and low	 resolution data were merged using the XSCALE subroutine of the XDS package.
no	X and Y	small	medium	large - small	(\bsmall) and (?!large)(\b\w+)	 In addition to serving as a managing partner at Louisville Geek, which specializes in providing cost-effective technology solutions to 	small and medium	 businesses, he also operates Eckel Media Corp.
no	X and Y	diverse	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 Like other **35;2702;TOOLONG George Pal and Terry Gilliam--his work is visually 	diverse and rich	.
no	X and Y	right	true	false - true	(?!false)(\b\w+) and (\btrue)	 we a; also need to stand for what is 	right and true	, reject what is not, and pray like crazy.
no	X and Y	slow	imperfect	fast - slow	(\bslow) and (?!fast)(\b\w+)	 This signal method is 	slow and imperfect	, which results in the uncoordinated movements of zombies.
no	X and Y	hot	humid	cold - hot	(\bhot) and (?!cold)(\b\w+)	 A great building where it is n't 	hot and humid	, the other team having to travel as much as the Kings.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 " We can see that the bosses of Apple Retail (AAPL) (Ron Johnson (2000-2011) and John Browett (2012)) have proven that the Peter Principle is 	alive and well	 in the 21st century retailing marketplace.
no	from X to Y	bad	worse	bad - good	from (\bbad) to (?!good)(\b\w+)	 Penney and turning that mediocre chain store into a pathetic performing laughing stock that has seen its financial condition go 	from bad to worse	.
no	X and Y	fragmented	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 officials privately acknowledge that much of their evidence on Iran's nuclear plans and programs remains ambiguous, 	fragmented and difficult	 to prove.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 We lost her on Mothers Day 1995, I miss her every day and remember the 	good and bad	 times.
no	X and Y	happy	healthy	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 My boys are 	happy and healthy	 and do n't seem to have suffered from having a working mom one bit.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Those things are 	well and good	, but not at the expense of missing my sons face light up because a butterfly landed on the windowsill.
no	X and Y	secure	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 I Will forego things that I want to do (like have a clean, @ @ @ @ @ @ @ @ @ @ I am dedicated to raising good, Godly, respectful, 	secure and happy	 boys.
no	X or Y	hungry	cold	cold - hot	(?!hot)(\b\w+) or (\bcold)	 savor all the blessings I DO have -- because yes, my life is full @ @ @ @ @ @ @ @ @ @ 	hungry or cold	, like so many others in the world.
no	X and Y	happy	healthy	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Your children are beautiful and they look 	happy and healthy	!
no	X and Y	trite	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 That sounds so 	trite and easy	, and it probably should be.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 My mother is 	alive and well	 today, but we definitely have some tense moments sometimes.
no	X and Y	low	moderate	high - low	(\blow) and (?!high)(\b\w+)	 They also must set aside 20 percent of revenues for 	low and moderate	 income housing.
no	X and Y	new	shiny	new - old	(\bnew) and (?!old)(\b\w+)	 We brought a big bag of 	new and shiny	 Windows 8 devices with us and helped those teams that wanted to work on Windows 8 to develop apps for their scenarios.
yes	X and Y	old	new	new - old	(old) and (new)	 Broken Sword characters 	old and new	 are encountered - but who can George and Nico trust?
yes	X and Y	good	bad	bad - good	(good) and (bad)	 The simple listing of 	good and bad	 results may even highlight an obvious decision in record time.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 If you can handle the worst of circumstances from the wrong choice then you have successfully mitigated the risk and you are ready to freely accept the results of your decision, 	good or bad	.
yes	X and Y	short	long	long - short	(short) and (long)	 What makes or breaks these organizations is whether they create or destroy shareholders/community value in the 	short and long	 run.
no	X and Y	easy	solid	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Everything felt pretty 	easy and solid	.
no	X and Y	small	separate	large - small	(\bsmall) and (?!large)(\b\w+)	 The letters and notes, many of which are removable, will give readers the sense that they are experiencing the story with the characters, although the 	small and separate	 pieces could get lost or stolen.
no	X and Y	complex	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 The story is so 	complex and rich	 it makes sense to those new to the series, and does not disappoint for die-hard fans.
no	both X and Y	sad	beautiful	happy - sad	both (\bsad) and (?!happy)(\b\w+)	 This record has 	both sad and beautiful	 moments, sometimes contained within the same song.
no	X and Y	international	major	major - minor	(?!minor)(\b\w+) and (\bmajor)	 economy of 	international and major	 domestic air passenger travel restrictions is minimal: on the order of 0.
no	X and Y	international	major	major - minor	(?!minor)(\b\w+) and (\bmajor)	 economy of 	international and major	 domestic air passenger travel restrictions is minimal: on the order of 0.
no	X and Y	slow	big	fast - slow	(\bslow) and (?!fast)(\b\w+)	 It required a lot of electricity, and it was 	slow and big	 and bulky, requiring fairly large enclosures.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 They're just different perceptions, is all, with neither being 	right or wrong	.
no	X and Y	true	factual	false - true	(\btrue) and (?!false)(\b\w+)	 Would you agree that THAT is a 	true and factual	 statement.
no	X and Y	dark	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Long Island, for example, remains mostly 	dark and cold	 with officials reporting it may take several days for a wide-scale return of residential power.
no	X and Y	lengthy	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Relief efforts are underway, but limited material and manpower resources point to a 	lengthy and difficult	 period of recovery.
no	X and Y	term	short	long - short	(?!long)(\b\w+) and (\bshort)	 And as in any management failure, we have two ways to look at the issue -- long-	term and short	.
no	X and Y	good	pleasant	bad - good	(\bgood) and (?!bad)(\b\w+)	 Industry and unity are 	good and pleasant	, and the Lord Jesus commands a blessing on them.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 Defend it well; care for the 	young and old	; honor your ancestors and the traditions of the warrior code; live each life with pride and dignity.
no	X or Y	happy	angry	happy - sad	(\bhappy) or (?!sad)(\b\w+)	 One can tell when they are 	happy or angry	.
no	both X and Y	old	incompetent	new - old	both (\bold) and (?!new)(\b\w+)	 In the book Investiture of the Gods, 4 Shen Gongbao 5 found Jiang Ziya 6 to be 	both old and incompetent	.
no	X and Y	negative	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 It is something 	negative and bad	.
no	how X or Y	large	tiny	large - small	how (\blarge) or (?!small)(\b\w+)	 No matter 	how large or tiny	 this being is, it will be grabbed in the hand instantly and become very tiny.
no	X and Y	difficult	complicated	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 Most people who have seen qigong masters are those with 	difficult and complicated	 illnesses that can not be treated at a hospital.
yes	X or Y	large	small	large - small	(large) or (small)	 The flying @ @ @ @ @ @ @ @ @ @ inconceivable speed and become 	large or small	.
yes	X and Y	wet	dry	dry - wet	(wet) and (dry)	 The SPI maps here show the spatial extent of anomalously 	wet and dry	 areas at time scales ranging from 1 month to 24 months.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Have a bowl of broth or vegetable-based soup (hot or cold	) for a first course, and you'll probably end up eating fewer total calories at that meal.
no	X and Y	new	innovative	new - old	(\bnew) and (?!old)(\b\w+)	 Secretary Solis also met Iain Duncan Smith, the UK Secretary of State for Work and Pensions, to discuss 	new and innovative	 employment policies and programs that the two countries have developed and implemented.
no	X and Y	correct	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 You are all 	correct and wrong	 at the same time.
no	X and Y	sad	lazy	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It is like they are giving you permission to be 	sad and lazy	 because you are emotionally exhausted.
no	X and Y	successful	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 If you do that, you'll find listings for the most 	successful and active	 scammer in the world.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 I've sold to lots of titles, 	big and small	, and it was a great way to learn the business, sweat rejection, and burnish my cover letter credits.
no	X and Y	awkward	false	false - true	(?!true)(\b\w+) and (\bfalse)	 the text reads as if it were transcribed from tape recordings, and frequent passages of re-created dialog seem 	awkward and false	.
no	X and Y	traditional	new	new - old	(?!old)(\b\w+) and (\bnew)	 Here is a summary of the outpouring of reporting, commentary, celebration, gossip, speculation, vitriol, admonition, and debate that the newly-minted CEO generated in 	traditional and new	 media alike.
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 In the dialog box presented, you can choose the value of the percentile, the color of the bar to be shown, and whether the 	left or right	 tails (or both) are calculated.
no	X and Y	intuitive	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 With his brilliance and ability to be a true visionary, he made it possible for so many of us to use technology in a way that is 	intuitive and easy	.
