class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	irresponsible	false	false - true	(?!true)(\b\w+) and (\bfalse)	 " And my comment to the court was in response only to the unfounded, 	irresponsible and false	 assertion by Ms.
no	X and Y	hard	fast	hard - soft	(\bhard) and (?!soft)(\b\w+)	 There are no 	hard and fast	 rules for successful crime scene processing.
no	X and Y	remote	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 Particularly in 	remote and rural	 strongholds, there are gathering streams of Americans who are deeply afraid.
no	X and Y	defamatory	false	false - true	(?!true)(\b\w+) and (\bfalse)	, alleging that the paper published articles about him that were 	defamatory and false	.
no	X and Y	long	elaborate	long - short	(\blong) and (?!short)(\b\w+)	 Wood-block printmaking is a 	long and elaborate	 process that demands many skills - painting, carving, color-mixing, patience, precision and strength.
no	X and Y	happy	healthy	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 And I got him back 	happy and healthy	, like a kid who'd been away to camp or to college.
no	X and Y	amicable	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 If this were another case we would probably resolve this in a very 	amicable and easy	 fashion.
no	X and Y	long	thin	long - short	(\blong) and (?!short)(\b\w+)	 His mouth is 	long and thin	, like a knife-gash in a melon, " he wrote after attending one of Sen.
no	X and Y	false	slanderous	false - true	(\bfalse) and (?!true)(\b\w+)	 It said the television station cast the family in a 	false and slanderous	 light by airing videotape from the April 1994 episode during news broadcasts and station promotions.
no	X, not Y	good	great	bad - good	(\bgood), not (?!bad)(\b\w+)	 Her skating was 	good, not great	, at those events.
no	X or Y	dead	missing	alive - dead	(\bdead) or (?!alive)(\b\w+)	 About 200,000 people are believed 	dead or missing	.
no	X and Y	false	malicious	false - true	(\bfalse) and (?!true)(\b\w+)	 are maligned by 	false and malicious	 reports.
no	X and Y	happy	positive	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 " Sometimes she bothers me because she's a little too 	happy and positive	, " says Alison Rae Corsi, 16, of Steubenville, Ohio.
no	X or Y	rowdy	drunk	drunk - sober	(?!sober)(\b\w+) or (\bdrunk)	 MICHIGAN GROSSE POINTE - The two public high schools are considering making students take breath tests if they act 	rowdy or drunk	 at school functions.
no	X and Y	loose	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 It says the one inch of snow on the runway is safe because it's 	loose and dry	.
no	X and Y	easy	natural	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 " It's very 	easy and natural	 to hire people like yourself, " says Calvert personnel chief Evelyne Steward.
no	X and Y	hard	long	hard - soft	(\bhard) and (?!soft)(\b\w+)	 We had no idea he was ill, though he was working quite 	hard and long	 @ @ @ @ @ @ @ @ @ @ the reaction of others.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 Killers, 	young and old	.
no	X and Y	private	religious	private - public	(\bprivate) and (?!public)(\b\w+)	 Ridge's plan for tuition grants that could be used at 	private and religious	 schools.
yes	from X to Y	hard	soft	hard - soft	from (hard) to (soft)	 It will take just the push of a remote control and 30 to 60 seconds to adjust an air bed 	from hard to soft	.
yes	X or Y	masculine	feminine	feminine - masculine	(masculine) or (feminine)	 Reversible bedspreads to make rooms look 	masculine or feminine	.
no	X and Y	late	large	large - small	(?!small)(\b\w+) and (\blarge)	 STOCKTON - Snow runoff into the San Joaquin River system is 	late and large	 this year, causing fears of flooding and danger to swimmers and boaters, officials say.
no	X and Y	cheap	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Sport utilities, relatively 	cheap and easy	 to build, can earn car companies roughly twice as much profit as a typical family car.
no	X and Y	pink	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 The eggs are pale 	pink and soft	 blue-green, the color of faded fountain pen ink, produced by Araucana hens.
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	 In the early 1990s, Cross Colours, an African-American-owned apparel maker, enjoyed national success by convincing 	urban and suburban	 teens that its loose-fitting clothes with multicultural slogans like " Clothing Without Prejudice " were the hippest around.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 Theme eateries with glitzy names like Fashion Cafe and the soon-to-open All Star Cafe attract customers not satisfied just to read about the 	rich and famous	.
no	X and Y	high	high	high - low	(\bhigh) and (?!low)(\b\w+)	 The tests are given to elementary, junior 	high and high	 school students every year.
yes	X and Y	high	low	high - low	(high) and (low)	 BULLPEN Indians looked 	high and low	 for a closer and then settled on RH Jose Mesa, who had a major league-high 46 saves in 48 tries to become a Cy Young Award candidate.
no	X and Y	speedy	public	private - public	(?!private)(\b\w+) and (\bpublic)	 But the trial is also starting to trigger a more fundamental look at how the Constitution's promise of a " 	speedy and public	 trial " for all accused is being fulfilled.
no	X and Y	high	mighty	high - low	(\bhigh) and (?!low)(\b\w+)	 A million people were here, the 	high and mighty	, Arab as well as Israeli, presidents and former presidents from around the world.
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	 They're best for 	urban and suburban	 areas.
no	X or Y	small	old	large - small	(\bsmall) or (?!large)(\b\w+)	 To those who inquire, he sends a 2 1/2-inch-thick box of articles @ @ @ @ @ @ @ @ @ @ about himself is too 	small or old	 to include.
no	X and Y	fast	aggressive	fast - slow	(\bfast) and (?!slow)(\b\w+)	 " The sport is 	fast and aggressive	.
no	X and Y	rich	varied	poor - rich	(\brich) and (?!poor)(\b\w+)	 @ @ @ @ @ @ @ @ @ @ on his 	rich and varied	 life experiences.
no	X and Y	large	influential	large - small	(\blarge) and (?!small)(\b\w+)	 He has always been popular here, as a player and among the 	large and influential	 Armenian community, which numbers close to 40,000.
no	X and Y	new	profitable	new - old	(\bnew) and (?!old)(\b\w+)	 It has opened negotiations with the Treasury and Education departments to surrender its congressional charter so that it can seek 	new and profitable	 lines of business.
no	X and Y	fertile	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 " John's book is the product of his 	fertile and rich	 imagination, " Sanford said.
no	X and Y	public	military	private - public	(\bpublic) and (?!private)(\b\w+)	 " We are doing a lot of municipal, 	public and military	 work.
no	X or Y	black	female	female - male	(?!male)(\b\w+) or (\bfemale)	 Critics note that Tyson Foods has no 	black or female	 senior executives among its 55,000 employees.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 No one piece of information determines whether a score is 	good or bad	.
no	X or Y	new	expanded	new - old	(\bnew) or (?!old)(\b\w+)	 Only then should a decision be made regarding 	new or expanded	 regulations.
yes	X and Y	wet	dry	dry - wet	(wet) and (dry)	 With a fork, lightly bring mixture in toward the center to combine 	wet and dry	 ingredients.
no	X or Y	cheap	easy	difficult - easy	(?!difficult)(\b\w+) or (\beasy)	 These smoker socials, not 	cheap or easy	 to get into, are a new fad.
no	X and Y	small	fragile	large - small	(\bsmall) and (?!large)(\b\w+)	 And the fluted handles on Levi's jar are clearly too 	small and fragile	 to be used.
no	X and Y	easy	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 Start with these 	easy and light	 Lemon Chicken Kabobs.
no	X and Y	hard	raw	hard - soft	(\bhard) and (?!soft)(\b\w+)	 When the meat was done, the potatoes and onions were still 	hard and raw	 inside and the tomatoes and mushrooms mere shrivels of their former shapes.
yes	both X and Y	small	large	large - small	both (small) and (large)	 The Japanese are experts at tucking and skewering fillets and whole fish, 	both small and large	.
no	X and Y	rich	varied	poor - rich	(\brich) and (?!poor)(\b\w+)	 It is a geography of knee-deep muck, teeming with life as 	rich and varied	 as his prose.
no	X and Y	new	used	new - old	(\bnew) and (?!old)(\b\w+)	 The sale September 23 at the Renaissance is a shopping extravaganza featuring 	new and used	 quality donated goods.
no	X and Y	long	tall	long - short	(\blong) and (?!short)(\b\w+)	 A precursor of the Wolfensohn residence, it is also 	long and tall	.
no	X and Y	dense	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 During the 35 years he knew her, he recalled three of her New York apartments, all of which were " very 	dense and soft	 -- soft lighting, soft colors, soft sofas.
no	X and Y	long	extra	long - short	(\blong) and (?!short)(\b\w+)	 They are extra 	long and extra	 thin.
no	X and Y	rich	delicate	poor - rich	(\brich) and (?!poor)(\b\w+)	 The resulting loaf is very tender, 	rich and delicate	.
no	X and Y	difficult	regrettable	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 It was a 	difficult and regrettable	 journey.
yes	X and Y	male	female	female - male	(male) and (female)	 (Bacchants and caryatids are 	male and female	 figures from Greek architecture.
yes	X or Y	high	low	high - low	(high) or (low)	 A 1691 French cookbook published in English in 1702 declared that once the principles of the @ @ @ @ @ @ @ @ @ @ adapted to any table, 	high or low	.
no	X or Y	spicy	hot	cold - hot	(?!cold)(\b\w+) or (\bhot)	 These foods may be 	spicy or hot	 with chilies, may contain an ingredient such as soy sauce, chopped ginger or lemon grass.
no	X and Y	hard	green	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Department of Agriculture, children 6 to 12 continue to be the largest consumer group of soft, ripe black olives -- olives that were once 	hard and green	.
no	X and Y	high	growing	high - low	(\bhigh) and (?!low)(\b\w+)	 And demand is 	high and growing	 -- faster than canners can can.
no	X and Y	sad	horrible	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It is " 	sad and horrible	 if we are going to let Blue Plains be our standard for the nation on the attitude to old age, " she pronounced.
no	X and Y	time	temporary	permanent - temporary	(?!permanent)(\b\w+) and (\btemporary)	6 million and 1 of every 16 full-	time and temporary	 federal jobs in the area.
no	X and Y	difficult	grim	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 Epic, 	difficult and grim	, this anarchic @ @ @ @ @ @ @ @ @ @ the Spanish Civil War and World War II.
no	X and Y	high	triple	high - low	(\bhigh) and (?!low)(\b\w+)	 Coach Robert Hill also is expecting good things from Derek Worthan (300 hurdles), Matt Stinchcomb (shot put) and Ian Chadwick, a first-year track performer with great potential in the 	high and triple	 jump.
no	X and Y	new	deeper	new - old	(\bnew) and (?!old)(\b\w+)	 A 	new and deeper	 sensitivity has arisen, a new @ @ @ @ @ @ @ @ @ @ now hold political office, mostly in the South.
no	X and Y	new	lasting	new - old	(\bnew) and (?!old)(\b\w+)	 Following the Great Depression, federal government policy in the 1930s helped generate a 	new and lasting	 faith in the market economy.
no	X and Y	Hot	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 	Hot and cold	 submarine and other sandwiches (including giants for parties), soup, chili and side dishes in a wholesome setting.
no	X and Y	slow	scattered	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Gleaming mass-market temples combining wood-fire cooking, one-of-everything menu and perky (but sometimes 	slow and scattered	) service.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Ciboulette Cafe (an extension of the pastry kitchen, with tables and a display case) offers 	hot and cold	 desserts, coffee drinks and takeout.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Our society has been so accustomed to taking certain things for granted that we never question whether it is right or wrong, 	good or bad	.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Our society has been so accustomed to taking certain things for granted that we never question whether it is 	right or wrong	, good or bad.
no	X and Y	right	prompt	right - wrong	(\bright) and (?!wrong)(\b\w+)	 It helped validate what their schools were doing 	right and prompt	 re-examination of what they needed to do better, they say.
no	X and Y	sad	strange	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Defense Secretary Robert McNamara's new book and obligatory tour as " 	sad and strange	.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 If we are receptive to the lessons learned, these experiences, 	both good and bad	, can become part of a foundation that will give us courage to meet the challenges ahead.
no	X and Y	dry	scaly	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The foliage grows mangy, the bark turns 	dry and scaly	, creatures burrow deep inside and eat away at the heart.
no	X and Y	new	frightening	new - old	(\bnew) and (?!old)(\b\w+)	 Inner cities are falling apart, murder rates are skyrocketing, drug abuse is rampant and 	new and frightening	 diseases such as AIDS have popped up.
no	X and Y	rampant	new	new - old	(?!old)(\b\w+) and (\bnew)	 Inner cities are falling apart, murder rates are skyrocketing, drug abuse is 	rampant and new	 and frightening diseases such as AIDS have popped up.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	 population conference are being taken seriously by 	both rich and poor	 nations.
no	X or Y	warm	cold	cold - hot	(?!hot)(\b\w+) or (\bcold)	 Serve beets 	warm or cold	 on salads.
no	X and Y	hot	humid	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Even in the cool season - we were there in late May, autumn in the Southern Hemisphere - it is sauna-	hot and humid	, with scant breeze and shade.
no	X or Y	expedient	easy	difficult - easy	(?!difficult)(\b\w+) or (\beasy)	 It's not as 	expedient or easy	.
no	X and Y	alive	healthy	alive - dead	(\balive) and (?!dead)(\b\w+)	 For 45 minutes, through a translator, the doctor spoke of the horrifying practice of genital mutilation of women in her country, as well as the effort to promote breast-feeding to keep babies 	alive and healthy	.
yes	X and Y	large	small	large - small	(large) and (small)	 There are hundreds of lakes, 	large and small	, some glacial, inside the Adirondacks.
no	X and Y	large	rustic	large - small	(\blarge) and (?!small)(\b\w+)	 Hours later he returned home, to a house so 	large and rustic	 it could pass for a hunting lodge, and to work running his huge trucking firm, located just east of I-75.
no	X and Y	Mock	new	new - old	(?!old)(\b\w+) and (\bnew)	 Troy Selberg, who worked for Speed in 1982 and'83, committed to team as new crew chief, but changed his mind in the last few days and will remain with Butch 	Mock and new	 driver Morgan Shepherd.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 Children have a hard time differentiating between what is 	right and wrong	.
no	X and Y	fast	furious	fast - slow	(\bfast) and (?!slow)(\b\w+)	 Reader response was 	fast and furious	: Ingram got exactly what he deserved.
no	X and Y	rural	blue	rural - urban	(\brural) and (?!urban)(\b\w+)	 Except for country music, which targets mainly 	rural and blue	 collar workers, there has been no music radio format that a white male could stomach, as they are either too wimpy, like B98.
no	X and Y	martial	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 The primary moods are threatening, nostalgic, angry, 	martial and sad	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Those with the most power define something as 	good or bad	.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Serve 	hot or cold	.
yes	X and Y	wet	dry	dry - wet	(wet) and (dry)	 Mix 	wet and dry	 ingredients, blending well; pour batter into prepared pan.
no	X and Y	dry	crumbly	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Spread in jellyroll pan and bake 2 hours, stirring occasionally, until mixture is 	dry and crumbly	.
no	X and Y	fair	public	private - public	(?!private)(\b\w+) and (\bpublic)	 to a 	fair and public	 trial can be avoided.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 as " black, " they can emasculate those programs and then work to provide welfare for the 	rich and powerful	.
yes	X and Y	large	small	large - small	(large) and (small)	 Nash appears to have become jaded in her view of what is 	large and small	.
yes	X or Y	public	private	private - public	(public) or (private)	 among them), the Woodruff-related foundations have more discretionary money - money with the potential to dramatically reshape the city - than any other single local agency, 	public or private	.
no	X or Y	slow	indicative	fast - slow	(\bslow) or (?!fast)(\b\w+)	 While some may feel that compromise is too 	slow or indicative	 of weakness, it is a sign of mutual trust, maturity and enlightenment.
no	X and Y	sad	frightening	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Although we were strangers in a strange place, under 	sad and frightening	 circumstances, we were made to feel welcome, comfortable and above all, cared for.
no	X and Y	new	exotic	new - old	(\bnew) and (?!old)(\b\w+)	 Cars were chopped and channeled and chrome @ @ @ @ @ @ @ @ @ @ in such 	new and exotic	 colors as candy apple red.
no	X and Y	bright	optimistic	optimistic - pessimistic	(?!pessimistic)(\b\w+) and (\boptimistic)	 Q: Most people think of your work as 	bright and optimistic	 in tone, but in recent years a dark side seems to have surfaced.
no	X and Y	personal	small	large - small	(?!large)(\b\w+) and (\bsmall)	 " You ca n't get away from the 	personal and small	 feeling of mine.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Whether or not they were 	good or bad	 films, it was enough to make you want to kill yourself.
no	X and Y	hot	sour	cold - hot	(\bhot) and (?!cold)(\b\w+)	95) are balanced by 	hot and sour	 noodles, and lemon and garlic-marinated shrimp ($ 9.
no	X and Y	heavy	oily	heavy - light	(\bheavy) and (?!light)(\b\w+)	95) was too 	heavy and oily	, obscuring the thin chops.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Constitution is 	alive and well	, at least outside the Congress.
no	from X to Y	good	adequate	bad - good	from (\bgood) to (?!bad)(\b\w+)	 Nordic rental gear ranges 	from good to adequate	; but if you like the new short skies, you'll have to bring'em.
no	X or Y	oiled	wet	dry - wet	(?!dry)(\b\w+) or (\bwet)	 Flatten it on an oiled 11 x 17-inch baking pan and press it out with 	oiled or wet	 hands.
no	X and Y	private	personal	private - public	(\bprivate) and (?!public)(\b\w+)	 Yet, while he was suffering from mental problems, he was supposed to go to his adversaries, the people who wanted to get rid of him, and tell them this information of such a 	private and personal	 nature.
no	X and Y	soft	mild	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Add the garlic and pepper flakes and cook until the garlic is 	soft and mild	, about 10 minutes.
yes	X and Y	public	private	private - public	(public) and (private)	 And officials say they tried to reduce the health care costs that are driving up the deficit when they offered Clinton's plan to overhaul the entire health care system, 	public and private	.
no	X and Y	high	high	high - low	(\bhigh) and (?!low)(\b\w+)	 If anyone out there agrees with me, please show your support and call all the junior 	high and high	 schools in your area and complain.
no	X and Y	good	sincere	bad - good	(\bgood) and (?!bad)(\b\w+)	 I think he's a very 	good and sincere	 man.
no	X and Y	bigger	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 The pivot-down bins are 	bigger and easy	 enough to reach from the aisle.
no	X and Y	private	parochial	private - public	(\bprivate) and (?!public)(\b\w+)	 " We've also recruited from middle schools, we've sent letters to every 	private and parochial	 school in the city, and we brought African American and Latino kids to Lowell for a day.
no	X and Y	fine	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Tourists are all 	fine and good	, but the solution to our problems go vastly deeper.
no	X and Y	short	insightful	long - short	(\bshort) and (?!long)(\b\w+)	 " Right in the middle of the album, Guru throws down a 	short and insightful	 manifesto on the nature of hip-hop as ritual and communal release.
no	X and Y	humble	true	false - true	(?!false)(\b\w+) and (\btrue)	 He's a peculiarly American-style hero, quiet, 	humble and true	 -- Gary Cooper but with a three-digit I.
no	X and Y	hard	bitter	hard - soft	(\bhard) and (?!soft)(\b\w+)	 A 	hard and bitter	 choice?
no	X and Y	long	steamy	long - short	(\blong) and (?!short)(\b\w+)	 She has been bothered by tendinitis in her left knee, which might make her vulnerable during the 	long and steamy	 endurance test at Flushing Meadow.
no	X and Y	big	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 There is so much smoke that plainly the fire was 	big and hot	.
no	X and Y	rich	influential	poor - rich	(\brich) and (?!poor)(\b\w+)	 Simpson been a 	rich and influential	 white man, most people would have shrugged off his acquittal as business as usual.
no	X, not Y	moist	wet	dry - wet	(?!dry)(\b\w+), not (\bwet)	 First-year care for your tree includes watering two to three times a week during the first dry season; keeping soil 	moist, not wet	.
no	from X to Y	small	grand	large - small	from (\bsmall) to (?!large)(\b\w+)	 Not exactly, and once again there's proof that appearances are deceiving in this visually stimulating book of cleverly related 1950s-style images, constantly zooming 	from small to grand	 and from staged to real.
no	X and Y	large	loyal	large - small	(\blarge) and (?!small)(\b\w+)	 " Ozzmosis " will supersede the expectations of Osbourne's 	large and loyal	 fan base, as well as give those who simply thought of him as a bat-biting lunatic quite a bit of food for thought.
no	X or Y	old	disabled	new - old	(\bold) or (?!new)(\b\w+)	 An unusually large number of people who are 	old or disabled	.
no	X and Y	dry	uninspired	dry - wet	(\bdry) and (?!wet)(\b\w+)	50), while 	dry and uninspired	, was at least edible, but the fries were @ @ @ @ @ @ @ @ @ @ garlic powder taste.
no	X or Y	hard	floppy	hard - soft	(\bhard) or (?!soft)(\b\w+)	 Video conferencing, such as talking with your mom @ @ @ @ @ @ @ @ @ @ drawbacks: The machines would be less powerful than PCs, without 	hard or floppy	 disc drives, or expansion slots.
no	X and Y	difficult	costly	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 But after seeing how 	difficult and costly	 it was for her three grown sons to get auto insurance, she decided against buying one.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Voyeurism is 	alive and well	 and nothing so interests people @ @ @ @ @ @ @ @ @ @, viewers are fickle, and with 21 talk shows on television in the nation, the market is crowded.
no	from X to Y	small	big	large - small	from (\bsmall) to (?!large)(\b\w+)	 This turkey, along with his earlier " Kiss of Death, " makes @ @ @ @ @ @ @ @ @ @ to manage the transition 	from small to big	 screen.
no	X and Y	Male	female	female - male	(?!male)(\b\w+) and (\bfemale)	 Nonfatal (2): August 1994 	Male and female	 adult/Mendocino County 9.
no	X and Y	local	private	private - public	(?!public)(\b\w+) and (\bprivate)	 Because applicants must meet stringent criteria to secure NEA grants, the grants have become a seal of approval that generates additional support from state, 	local and private	 sources, the arts leaders say.
no	X and Y	new	small	large - small	(?!large)(\b\w+) and (\bsmall)	 " Alley Theater managing director Paul Tetreault agreed that 	new and small	 groups face the greatest risks.
no	X and Y	hot	tired	cold - hot	(\bhot) and (?!cold)(\b\w+)	 A welcome site to the 	hot and tired	 pilgrims, the muddy water is witness to baptismal-like plunges, some severely solemn, others riotously comical as pilgrims fight to keep their balance on the slippery bottom.
yes	X and Y	high	low	high - low	(high) and (low)	 You can search 	high and low	, in fact, without finding anyone who does n't like the 57-year-old NFL rookie head coach, culled from a couch in Norman, Okla.
no	X and Y	hot	bulky	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Their thickly padded costumes were 	hot and bulky	, making it difficult to dance and difficult to go to the bathroom, they said.
no	X and Y	real	alive	alive - dead	(?!dead)(\b\w+) and (\balive)	 seem 	real and alive	.
no	X and Y	separate	new	new - old	(?!old)(\b\w+) and (\bnew)	 When a cell divides, the strands of DNA (which contain the genes) in the nucleus 	separate and new	 copies of each strand are made.
no	X and Y	new	expensive	new - old	(\bnew) and (?!old)(\b\w+)	 He owned two heavy-duty pickups, a boat and motorcycle, all fairly 	new and expensive	.
no	X and Y	content	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 " " I feel quite 	content and happy	, secure in your love, " she e-mailed him.
no	X and Y	small	inexpensive	large - small	(\bsmall) and (?!large)(\b\w+)	 Unlike the Owen machine it was simple, relatively 	small and inexpensive	 to build.
no	X and Y	cold	nasty	cold - hot	(\bcold) and (?!hot)(\b\w+)	 journeys, a 	cold and nasty	 boat trip.
no	X and Y	poor	elderly	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 8 column - among them are successful programs such as heating for the 	poor and elderly	, Legal Services Corp.
no	X and Y	clean	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Dry cleaners must buy closed-loop machines that 	clean and dry	 clothes in a single system to reduce emissions from solvents.
no	between X and Y	federal	private	private - public	between (?!public)(\b\w+) and (\bprivate)	 Indeed, the Kemner case is a sort of distant cousin to Waco and Ruby Ridge, another bout 	between federal and private	 interests that begs the question: Did the government go too far?
yes	X or Y	minor	major	major - minor	(minor) or (major)	 It may have a 	minor or major	 birth defect, or the man may have expressed or implied he does not want the child.
no	X and Y	difficult	tragic	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 My uncles were just never very ambitious, and they had 	difficult and tragic	 lives in many ways.
no	X and Y	severe	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 They found 	severe and permanent	 trauma caused, they believe, by the abuse.
no	X and Y	long	confusing	long - short	(\blong) and (?!short)(\b\w+)	 But it's a 	long and confusing	 story.
no	X or Y	good	better	bad - good	(\bgood) or (?!bad)(\b\w+)	 " " One that's as 	good or better	 as any other facility in the NBA.
no	X and Y	casual	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Too pretty to be Connery-tough, he is used as a comic-book superhero for whom fighting and seduction are 	casual and easy	.
no	X and Y	hard	lethal	hard - soft	(\bhard) and (?!soft)(\b\w+)	 After a silly opening, this feels like a Connery movie, with Bond 	hard and lethal	.
no	X and Y	long	painful	long - short	(\blong) and (?!short)(\b\w+)	 Her illness was 	long and painful	 for Brosnan as well.
no	X and Y	painful	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 Directed by Billy Wilder, one of Hollywood's greatest directors, it's funny and 	painful and rich	, with pointed satire aimed at class snobbery.
no	X and Y	difficult	expensive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 The conflict not only makes day care 	difficult and expensive	, she said, but it is disruptive to family life.
no	X and Y	smooth	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Add confectioners'sugar, and beat until 	smooth and soft	 but not stiff.
no	X and Y	light	modern	heavy - light	(\blight) and (?!heavy)(\b\w+)	 It was clean, 	light and modern	.
no	X or Y	short	tall	long - short	(\bshort) or (?!long)(\b\w+)	 I will vote for the person with the most impressive credentials, whether they be male or female, black or white, young or old, 	short or tall	, fat or skinny.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 I will vote for the person with the most impressive credentials, whether they be male or female, black or white, 	young or old	, short or tall, fat or skinny.
no	X and Y	short	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 It got very cold reviews from the newspapers, very poor, 	short and cold	 because many people did n't like the film on a certain level, you know.
no	X and Y	soft	pretty	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 In its third season, Jane Seymour's frontier drama is too 	soft and pretty	 to be believed as an accurate view of pioneer life in 19th century Colorado.
no	X and Y	Regal	new	new - old	(?!old)(\b\w+) and (\bnew)	 @ @ @ @ @'s star at the Auto Show, but the automaker offers major improvements in the mid-size 	Regal and new	 standard engines for Park Avenue and Skylark.
yes	X and Y	large	small	large - small	(large) and (small)	 Opposite the bar is a line of booths, 	large and small	 (the large ones comfortable, the small ones not).
no	X and Y	rich	humorous	poor - rich	(\brich) and (?!poor)(\b\w+)	 But permit me the fantasy anyway, because if Hanks wins, it will provide such a 	rich and humorous	 footnote to " Forrest Gump.
no	X and Y	difficult	expensive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 " Because of their shallower pitch, the water does n't shed as fast, and he also liked concealed gutters, which are very 	difficult and expensive	 to repair.
no	X and Y	fun	optimistic	optimistic - pessimistic	(?!pessimistic)(\b\w+) and (\boptimistic)	 " Life was just a lot more 	fun and optimistic	 then than it is now, " Washington says of the film's meticulously re-created, African-American Los Angeles in the 1940s.
no	X and Y	hard	brutal	hard - soft	(\bhard) and (?!soft)(\b\w+)	 I wanted to make it shocking, 	hard and brutal	, and juxtapose that @ @ @ @ @ @ @ @ @ @ picture.
no	X and Y	sad	stupid	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It was 	sad and stupid	.
no	X and Y	hot	moist	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The air is 	hot and moist	, resounding with an undertone of gentle buzzings and fragmentary calls of songbirds.
no	X and Y	rich	silky	poor - rich	(\brich) and (?!poor)(\b\w+)	 This one is a free-form 	rich and silky	 mixture of cream and mascarpone wrapped around pillowy soft, coffee-infused ladyfingers.
no	X and Y	large	devoted	large - small	(\blarge) and (?!small)(\b\w+)	 Now it has several rooms, all decorated in the Eastern European tradition, to seat its 	large and devoted	 following.
no	X and Y	smooth	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 Gravy comes in a boat on the side, and while you wo n't need it to provide moistness, its deliciously 	smooth and rich	 flavor does bring out the pork even more.
no	X and Y	soft	silky	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 From the 	soft and silky	 polenta to the earthy yet tender mushrooms to the subtleness of the sauce, this was a good and generously portioned dish.
no	X, not Y	refreshing	cold	cold - hot	(?!hot)(\b\w+), not (\bcold)	 " The water, though, runs at 51 degrees -- we call that 	refreshing, not cold	 -- so the Clintons should wear wet-suit booties.
