class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 I believe there is a connection between these numbers and the gap 	between rich and poor	.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 All of it was 	new and different	, and with each breakthrough success, the excitement only seemed to build.
no	X and Y	fat	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Suddenly, there are questions about coaching, questions about players, hints that all concerned had grown 	fat and happy	, that the current cast would never be able to climb the mountain again.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 There's 	good and bad	 in it.
no	X and Y	heavy	slow	heavy - light	(\bheavy) and (?!light)(\b\w+)	 He was so 	heavy and slow	, Starr correctly figured he was their only ballcarrier who would n't slip.
no	X and Y	right	rational	right - wrong	(\bright) and (?!wrong)(\b\w+)	 But when you listen to the likes of Sam Beard of New York City, the intimidation of doing what's 	right and rational	 begins to fade.
yes	X and Y	new	old	new - old	(new) and (old)	 When people entered the work force, they would be required to choose one of them @ @ @ @ @ @ @ @ @ @ account, providing extraordinary capital for 	new and old	 businesses.
no	X and Y	long	unhappy	long - short	(\blong) and (?!short)(\b\w+)	 " " Frankly, we've had a 	long and unhappy	 experience with metals additives, " said Chuck Freed, director of fuels and energy for the EPA's Office of Air.
no	X and Y	muddy	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 A late snowstorm that hit the city Friday had left much of the course 	muddy and wet	.
no	X and Y	large	powerful	large - small	(\blarge) and (?!small)(\b\w+)	's 	large and powerful	 corporation.
no	X and Y	free	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 But most of all, you can see the abuse that often sneaks in when everything is too 	free and easy	.
no	X and Y	clean	sober	drunk - sober	(?!drunk)(\b\w+) and (\bsober)	 And Easter Sunday, he celebrated three years of being 	clean and sober	.
no	X and Y	baseless	false	false - true	(?!true)(\b\w+) and (\bfalse)	 The order said she did not want it construed that the action gives " " any credence to the 	baseless and false	 accusations made by the defendants.
no	X and Y	high	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 The clustered stones create well-draining crevices -and a perfect opportunity to try some of those Hill Country natives that demand 	high and dry	 conditions.
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Young women who decide to have and raise their babies have a 	long and difficult	 road ahead of them.
no	X and Y	hot	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 It was already 	hot and dry	, but I did n't even notice the weather.
no	how X or Y	old	young	new - old	how (\bold) or (?!new)(\b\w+)	 " " We experimented a lot, with varying degrees of monstrousness, varying potential speech impediments, 	how old or young	 he should sound, and if he should have an accent.
no	X and Y	mature	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 Most of these changes are positive and speak of a more 	mature and active	 society.
no	X and Y	new	larger	new - old	(\bnew) and (?!old)(\b\w+)	 They should concentrate first on a better product for the public's consumption, then, when the seats are routinely filled, come back and talk about 	new and larger	 venues.
no	X and Y	healing	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 It emphasizes the mind's role in creating and maintaining the thinking patterns and belief systems, which encourage 	healing and good	 health.
yes	X and Y	old	new	new - old	(old) and (new)	 Photos and drawings are 	old and new	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 " " That's not always the case, because with a lot of movies I've done, 	good and bad	, they speak for themselves.
no	X and Y	long	hallowed	long - short	(\blong) and (?!short)(\b\w+)	 But I'm also aware that there is a 	long and hallowed	 tradition of using war as a metaphor in movies, as a clean, direct way to tell a story.
no	X and Y	large	round	large - small	(\blarge) and (?!small)(\b\w+)	 Female blooms are 	large and round	.
no	X, not Y	short	big	long - short	(\bshort), not (?!long)(\b\w+)	 " Thomas still hears the taunts and barbs from opponents calling him too 	short, not big	 enough to play football.
no	X or Y	soft	rusty	hard - soft	(\bsoft) or (?!hard)(\b\w+)	 Perhaps it was because Foreman might be considered 	soft or rusty	, having not fought in @ @ @ @ @ @ @ @ @ @ fight is on.
no	X and Y	new	creative	new - old	(\bnew) and (?!old)(\b\w+)	 " " But they've come up with 	new and creative	 ways to do it.
no	X and Y	old	past	new - old	(\bold) and (?!new)(\b\w+)	 The 39 T-buildings next to the main building use window units, but some are already 15 years 	old and past	 replacement age.
no	X as well as Y	suburban	urban	rural - urban	(?!rural)(\b\w+) as well as (\burban)	 " " The issue with most principals, and I think it cuts across 	suburban as well as urban	 districts, is the spillover from the community.
yes	X or Y	urban	rural	rural - urban	(urban) or (rural)	 All schools, whether urban, sub	urban or rural	, have gangs to deal with, he said.
no	X or Y	suburban	rural	rural - urban	(?!urban)(\b\w+) or (\brural)	 All schools, whether urban, 	suburban or rural	, have gangs to deal with, he said.
no	X and Y	bloated	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 These players have become spoiled, 	bloated and rich	 beyond avarice.
no	X and Y	long	lean	long - short	(\blong) and (?!short)(\b\w+)	 They liked the new 	long and lean	 pantsuits.
no	X and Y	long	lean	long - short	(\blong) and (?!short)(\b\w+)	 The 	long and lean	 look continues in pantsuits and moves into jersey dresses and, at Nicole Miller, stretch silk satin.
no	X and Y	old	outmoded	new - old	(\bold) and (?!new)(\b\w+)	 " " These misconceptions have their origin in various papers and books that depend heavily on 	old and outmoded	 biological concepts of race.
no	X and Y	humorous	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 Szymborska's poems are 	humorous and sad	.
no	X and Y	sweet	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Catchy name for a restaurant, one that is short and 	sweet and easy	 to remember.
no	X and Y	short	sweet	long - short	(\bshort) and (?!long)(\b\w+)	 Catchy name for a restaurant, one that is 	short and sweet	 and easy to remember.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 In his hierarchy of 	quick and easy	 comfort foods, he makes pasta if he must eat in 10 minutes.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 " That we are 	alive and well	.
no	X and Y	high	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 He gave up on our team, leaving us 	high and dry	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Dancing is 	alive and well	.
no	X and Y	soft	tender	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Cook until the meat and vegetables are 	soft and tender	, 1 to 2 more hours.
no	X and Y	thick	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 Well, that @ @ @ @ @ @ @ @ @ @ chocolate pecan cake, so 	thick and rich	 and devilishly delicious?
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 I was celebrating the 150th anniversary of the first major wagon train to make the 	long and difficult	 journey.
no	X and Y	rude	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 But in European restaurants, fast is 	rude and slow	 is good.
no	X and Y	owned	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Scharffenberger, on the other hand, is second generation German-	owned and small	, with a small, friendly tasting room.
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 Auctions themselves are rapid-fire events and can be confusing, with the auctioneer using 	tried and true	 methods to elicit higher bids, said the AHA's Mydland.
no	X and Y	rich	checkered	poor - rich	(\brich) and (?!poor)(\b\w+)	 Here is a city that is obsessively devoted to the preservation of its homes, its gardens, its churches and its 	rich and checkered	 history.
yes	X and Y	private	public	private - public	(private) and (public)	 29, " Rings: Five Passions In World Art, " comes to the High Museum of Art with 125 paintings and sculptures loaned by worldwide 	private and public	 collections.
no	X and Y	picturesque	private	private - public	(?!public)(\b\w+) and (\bprivate)	 " The town homes are placed on cul-de-sacs, which makes the area more 	picturesque and private	, " said Kari Harrison, director of sales and marketing for Lord &; Essex Homes.
no	X and Y	rich	delicious	poor - rich	(\brich) and (?!poor)(\b\w+)	 Three thick slabs of wonderfully moist and meaty meatloaf arrived with an Everest of sinfully 	rich and delicious	 mashed potatoes.
no	X, not Y	good	great	bad - good	(\bgood), not (?!bad)(\b\w+)	 The chips were 	good, not great	.
no	X and Y	nice	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 The fish, cod, with its 	nice and easy	 coating, was not the least bit greasy and was cooked through perfectly.
no	X and Y	long	complicated	long - short	(\blong) and (?!short)(\b\w+)	 While several cookbooks appeared recently on this type of bread, very few of us are going to make it because the process is usually 	long and complicated	.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Nelson includes a heritage French cream frosting recipe that uses milk and cornstarch thickened, then cooled and whipped with butter, sugar and vanilla until it is 	light and fluffy	.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 is a bountiful selection of traditional dishes, including about a dozen 	hot and cold	 appetizers, salads, soups, 10 hot entrees, some of which are not from the menu.
no	X and Y	specific	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 The directions are 	specific and easy	 to follow, but each process does require care and a little practice.
yes	X and Y	new	old	new - old	(new) and (old)	 It attracts a mix of 	new and old	 autos on Friday nights.
yes	X or Y	wet	dry	dry - wet	(wet) or (dry)	 Roosevelt favored a compromise that would allow local governments to decide whether their towns were 	wet or dry	.
no	X and Y	rich	creamy	poor - rich	(\brich) and (?!poor)(\b\w+)	 The standout dessert is tartuffo, an amazingly 	rich and creamy	 chocolate ice cream ($ 4.
no	X and Y	public	personal	private - public	(\bpublic) and (?!private)(\b\w+)	 @ @ @ @ @ @ @ @ @ @ Having grown up in a city illicitly ruled by the Democratic Machine, Altman pours on the corruption, 	public and personal	.
no	X and Y	rare	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 It's 	rare and hard	 to do.
no	X and Y	old	fat	new - old	(\bold) and (?!new)(\b\w+)	 The British press gleefully speared the quartet whose name has become synonymous with punk rock, accusing the 40ish musicians of being too 	old and fat	 to be punk.
no	X and Y	old	jaded	new - old	(\bold) and (?!new)(\b\w+)	 It's 	old and jaded	 and ridiculous.
no	X and Y	long	winding	long - short	(\blong) and (?!short)(\b\w+)	 Cemeteries'	long and winding	 roads are ideal for jogging, in-line skating and walking.
no	X and Y	tight	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 That costume is so 	tight and hot	.
no	X and Y	comfy	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 I was 	comfy and happy	 to be there.
no	X and Y	heavy	greasy	heavy - light	(\bheavy) and (?!light)(\b\w+)	 " Two hundred years ago, probably all cuisines were 	heavy and greasy	.
no	X and Y	soft	wavy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Her hair is 	soft and wavy	.
no	X or Y	new	uncharacteristic	new - old	(\bnew) or (?!old)(\b\w+)	 The purpose of the survey is, after all, to trace a history, not to introduce the 	new or uncharacteristic	.
no	X and Y	large	devout	large - small	(\blarge) and (?!small)(\b\w+)	 He lives in Utah, is a member of a 	large and devout	 Mormon family.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Tyson landed a left jab with 25 seconds left, then a 	left and right	 uppercut.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 With an electric mixer at medium speed, beat together brown sugar, egg, molasses and butter until 	light and fluffy	.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 In a large bowl, beat together butter, brown sugar, granulated sugar, egg and vanilla with an electric mixer at medium-high speed until 	light and fluffy	, about 2 to 3 minutes.
no	X and Y	rich	thick	poor - rich	(\brich) and (?!poor)(\b\w+)	 The wine, a Merlot-Cabernet blend, is 	rich and thick	 with cherry flavors, balancing the full flavor of the lamb.
no	X and Y	rural	primary	rural - urban	(\brural) and (?!urban)(\b\w+)	 There has never been one before which died and was reborn, " said Lindy Nelson, director of 	rural and primary	 health for the Colorado Department of Public Health and Environment.
no	between X and Y	young	old	new - old	between (?!new)(\b\w+) and (\bold)	 Unlike most Magic Me projects, which typically team students with elderly and handicapped residents of nursing homes, Walker's is the only one that uses theater to establish a bond 	between young and old	.
no	X and Y	environmental	public	private - public	(?!private)(\b\w+) and (\bpublic)	 When asked which native Westerner, James Watt or Bruce Babbitt, better reflects the opinion of voters on 	environmental and public	 land management issues, Alexander sided with President Reagan's former interior secretary.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 It is always whether the students are doing 	right or wrong	.
no	X and Y	soft	pliant	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Its wrinkly skin is 	soft and pliant	.
yes	X or Y	public	private	private - public	(public) or (private)	 Such a program, 	public or private	, would not violate the 14th amendment unless men were denied comparable opportunities.
no	X and Y	happy	productive	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 It was a 	happy and productive	 time out of which their life's work grew.
no	X and Y	agricultural	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	 Because of the loss of riparian floodplains to 	agricultural and urban	 development, accelerated spring runoff can exacerbate flooding, damaging property and crops.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 That's 	good and bad	.
no	X and Y	large	significant	large - small	(\blarge) and (?!small)(\b\w+)	 Her eyes dart to one corner, a tiled enclave that seems to be missing something 	large and significant	.
yes	X and Y	short	long	long - short	(short) and (long)	 Tancredo, Head Start has shown to be effective in the the 	short and long	 term.
no	X and Y	short	heartfelt	long - short	(\bshort) and (?!long)(\b\w+)	 It was 	short and heartfelt	.
no	X and Y	happy	peaceful	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 And the most important question: Where was the story about the 300,000 proud, 	happy and peaceful	 people that attended the Cinco de Mayo celebration, the story that in all fairness belonged on that front page?
no	both X and Y	profound	permanent	permanent - temporary	both (?!temporary)(\b\w+) and (\bpermanent)	 Environmental damage caused by urban sprawl is 	both profound and permanent	.
no	X and Y	isolated	temporary	permanent - temporary	(?!permanent)(\b\w+) and (\btemporary)	 Mining, logging and grazing can and should be better managed, but in the end those impacts are relatively minor, 	isolated and temporary	.
yes	X and Y alike	large	small	large - small	(large) and (small) alike	 I'll bet there are lots of stockbrokers, lawyers and business owners - 	large and small alike	 - who often work 80-hour weeks.
no	X and Y	military	small	large - small	(?!large)(\b\w+) and (\bsmall)	, would have exempted religious organizations, the 	military and small	 businesses with 15 or fewer workers.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 She strives to involve women, 	young and old	, in the joys of running and sport.
no	X or Y	drunk	high	drunk - sober	(\bdrunk) or (?!sober)(\b\w+)	 If a teenager knows how to get 	drunk or high	 as the only way to solve problems, when will this potential parent ever learn to successfully cope with emotional challenges?
no	X and Y	left	short	long - short	(?!long)(\b\w+) and (\bshort)	 7, hitting his approach shot 	left and short	 of the green, followed by a poor chip that stopped short of the green, another chip that went eight feet past the hole and a missed putt.
no	X or Y	renovated	new	new - old	(?!old)(\b\w+) or (\bnew)	 team will be in a 	renovated or new	 building and their building will not be adequate for the N.
no	X and Y	low	moderate	high - low	(\blow) and (?!high)(\b\w+)	 The scale divides fans into high, 	low and moderate	 identification, based on their responses to seven written questions.
yes	X and Y	private	public	private - public	(private) and (public)	 So blurred is the line between his 	private and public	 lives that he announced his desire for a legal separation from his wife, Donna Hanover, at a news conference.
no	X and Y	skilled	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 " Even though my guys are motivated, 	skilled and happy	 to be here, they face a lot of limitations.
no	X and Y	hard	dry	hard - soft	(\bhard) and (?!soft)(\b\w+)	 There is no land here that is not 	hard and dry	.
no	X and Y	slow	spotty	fast - slow	(\bslow) and (?!fast)(\b\w+)	 The United Nations and other relief agencies are rebuilding houses, but progress is 	slow and spotty	.
no	X and Y	long	bloody	long - short	(\blong) and (?!short)(\b\w+)	 Milosevic's 	long and bloody	 grip on the fractured state of Yugoslavia had been broken.
no	X and Y	low	middle	high - low	(\blow) and (?!high)(\b\w+)	 His own plan, he said today, is " going to give tax relief to about 25 million Americans, 	low and middle	 income.
no	X and Y	large	growing	large - small	(\blarge) and (?!small)(\b\w+)	 Gore's were made at a time of 	large and growing	 surpluses.
no	X and Y	false	deceptive	false - true	(\bfalse) and (?!true)(\b\w+)	 on the 	false and deceptive	 advertising.
no	X and Y alike	young	old	new - old	(?!new)(\b\w+) and (\bold) alike	 We need campaign finance reform and we need to shoot straight with 	young and old alike	 and tell them what the real choices are.
no	X and Y alike	old	young	new - old	(\bold) and (?!new)(\b\w+) alike	 Tax reform is relevant for 	old and young alike	.
no	X and Y	good	very	bad - good	(\bgood) and (?!bad)(\b\w+)	 It's not that you get very 	good and very	, very good and suddenly you achieve genius.
no	X and Y	long	placid	long - short	(\blong) and (?!short)(\b\w+)	 By every common standard of musical drama, the score, running about 2 hours 45 minutes, is too 	long and placid	.
no	X and Y	old	younger	new - old	(\bold) and (?!new)(\b\w+)	 Tickets, $200; $75 for those 15 years 	old and younger	; $500 for a family of four.
no	X and Y	slow	tedious	fast - slow	(\bslow) and (?!fast)(\b\w+)	 If people realized what a 	slow and tedious	 process it is to make a movie --VERHOEVEN.
yes	between X and Y	good	bad	bad - good	between (good) and (bad)	 If it's a tolerant team, the exchange, the evaluation 	between good and bad	, is so much quicker.
no	X and Y	new	misleading	new - old	(\bnew) and (?!old)(\b\w+)	 Cross was especially concerned that the script @ @ @ @ @ @ @ @ @ @ amount financed, " and gave them 	new and misleading	 definitions.
no	X as well as Y	Russian	good	bad - good	(?!bad)(\b\w+) as well as (\bgood)	 Stevens, who already speaks fluent Korean and 	Russian as well as good	 Japanese, Spanish and German, is leaving this weekend for a summer at a university in South Korea.
yes	X and Y	old	new	new - old	(old) and (new)	 Bouckley has already had the assembly line extended to make room for 	old and new	 machinery, and she has had much of the new equipment brought in over weekends.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 More than most previous expansions, the jobs and larger digits on the paychecks have also filtered down to the poorest levels of society - though the gap 	between rich and poor	 is still growing.
no	X and Y	rich	resourceful	poor - rich	(\brich) and (?!poor)(\b\w+)	 Skeptics quickly asked if a paper as 	rich and resourceful	 as The Times would hire a nonspecialist to be the art, music, or architecture critic.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 The underlying issues, she said, are politics, social standing, and " the gaps 	between rich and poor	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 " My general conclusion is that they had 	good and bad	 times, possibly including cannibalism, " he says, " and at other times everything was relatively peaceful.
no	X and Y	long	wide	long - short	(\blong) and (?!short)(\b\w+)	) Her hair is coifed high, her dress's sleeves are 	long and wide	, and she is so tightly corseted that her ribs overlap.
yes	X or Y	bad	good	bad - good	(bad) or (good)	 @ @ @ @ @ @ @ @ @ @ merely an incentive for contestants to expose their own instincts - 	bad or good	.
yes	X and Y	large	small	large - small	(large) and (small)	 Rains's action also disproves the lingering stereotype of women as unsuitable for dangerous police work, an all-too-common attitude among many older male officers in 	large and small	 departments.
no	X and Y	large	devoted	large - small	(\blarge) and (?!small)(\b\w+)	 Yet despite its refusal to cater to advertisers, The New Yorker attracted a 	large and devoted	 readership that made it equally attractive to advertisers.
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	'" For Bates Advertising in New York, TRU brought together some 30 	urban and suburban	 teens for a year-long panel.
no	between X and Y	academic	high	high - low	between (?!low)(\b\w+) and (\bhigh)	) " Intellectual ability does n't necessarily mean students automatically understand the difference 	between academic and high	 school culture, " Davis says.
no	more X than Y	likely	small	large - small	more (?!large)(\b\w+) than (\bsmall)	 Large classes seem to be 	more likely than small	 ones to create opportunities for sleeping and reading, he and others say.
no	X and Y	booming	male	female - male	(?!female)(\b\w+) and (\bmale)	 " Because business is 	booming and male	 clerks are in short supply, companies hire female typists.
yes	X and Y	public	private	private - public	(public) and (private)	 The Carnegie report and other studies have begun to define strategies and roles that 	public and private	 actors can play from the grassroots to top leadership levels.
no	X and Y	new	personal	new - old	(\bnew) and (?!old)(\b\w+)	 Online there's always someone promoting a 	new and personal	 brand of hatred.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 " He is acutely conscious of gaps 	between rich and poor	.
no	X and Y	cold	uncaring	cold - hot	(\bcold) and (?!hot)(\b\w+)	 " The Johannesburg district surgeon's office, which Smith criticized as 	cold and uncaring	, is being revamped.
no	X and Y	warm	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 My belly and body now 	warm and dry	, I spied a chessboard at the corner table.
no	X and Y	heavy	dangerous	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Mad, because the dresses those women had to wear were 	heavy and dangerous	.
no	X and Y	high	unreasonable	high - low	(\bhigh) and (?!low)(\b\w+)	 " In the US, barriers are low and respected, while here the walls are 	high and unreasonable	 - but the holes are so big that you can go through them, " he says.
no	X and Y	new	unexpected	new - old	(\bnew) and (?!old)(\b\w+)	 " and then allow their art to reveal something 	new and unexpected	.
no	X and Y	private	complex	private - public	(\bprivate) and (?!public)(\b\w+)	 What 	private and complex	 statement was David making by this action?
no	X and Y	long	thoughtful	long - short	(\blong) and (?!short)(\b\w+)	 David turned in a 	long and thoughtful	 essay.
no	both X and Y	hard	anecdotal	hard - soft	both (\bhard) and (?!soft)(\b\w+)	 " No shortage of 	both hard and anecdotal	 data back up this assertion.
yes	X and Y	new	old	new - old	(new) and (old)	 " With 	new and old	 faiths grating on one another, Ethiopians are straining to preserve their history of religious tolerance, recalling how Jews, Christians and Muslims have lived here side by side for generations.
no	X and Y	happy	contented	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 A 	happy and contented	 people, enjoying a land of plenty.
no	from X to Y	mild	hot	cold - hot	from (?!cold)(\b\w+) to (\bhot)	 Our preferences on spiciness ranged 	from mild to hot	.
yes	both X and Y	permanent	temporary	permanent - temporary	both (permanent) and (temporary)	 DOME DOMICILES For hundreds of years, the Inuit (native people) of eastern Canada and Greenland built igloos for 	both permanent and temporary	 shelter.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 " In ways 	big and small	, the soldiers worked hard not just to make a show of force in Cernica, but to befriend villagers on both sides of the ethnic divide.
no	X and Y	big	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Artists will note with interest the remarkable solution to displaying a skeleton that is as 	big and heavy	 as a bus!
no	X and Y	rural	suburban	rural - urban	(\brural) and (?!urban)(\b\w+)	 Readers with a city background will delight in the familiarity of the settings; 	rural and suburban	 children should enjoy viewing the fascinating, frenetic world of a bike messenger.
no	X and Y	rich	sophisticated	poor - rich	(\brich) and (?!poor)(\b\w+)	 He incorporates simple and telling details - real and imaginary - into his 	rich and sophisticated	 art.
no	X and Y	rich	colorful	poor - rich	(\brich) and (?!poor)(\b\w+)	 Some also wear face veils, which contrast starkly with the 	rich and colorful	 fabrics they examine for their dream dresses, which run $ 2,000 to $ 3,000 each.
no	X and Y	new	growing	new - old	(\bnew) and (?!old)(\b\w+)	 As the trial unfolds, prosecutors may seek to highlight the extent and reach of 	new and growing	 groups in Malaysia that @ @ @ @ @ @ @ @ @ @ urban areas.
no	X and Y	hot	intense	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Fire swept through here last October, its flames burning 	hot and intense	 - much like those occupying more than 1.
yes	X and Y	public	private	private - public	(public) and (private)	 This has brought increased attention - particularly from those working to preserve the country's remaining old-growth trees, some of whom see Collins Pine as a model for logging 	public and private	 forests.
no	X and Y	warm	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 " I only know, it sounds 	warm and rich	 and colorful and safe.
no	X and Y	rich	colorful	poor - rich	(\brich) and (?!poor)(\b\w+)	 " I only know, it sounds warm and 	rich and colorful	 and safe.
no	X or Y	rural	remote	rural - urban	(\brural) or (?!urban)(\b\w+)	 Up to one-third of Australian children live in 	rural or remote	 settings - areas that have seen a persistent academic achievement gap when compared with more-urban schools.
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	 His character is an emaciated wreck who's been stranded so long on a deserted island that he's not always sure whether he's 	alive or dead	.
no	X and Y	cold	sore	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Many of the refugees ca n't swim, and they are still 	cold and sore	 when they jump in the water.
no	X and Y	active	collaborative	active - passive	(\bactive) and (?!passive)(\b\w+)	 But the NSSE measures a broader swath, looking across the surveyed institutions in five areas: academic challenge, 	active and collaborative	 learning, student interaction with faculty, enriching experiences, and supportive environment.
no	X and Y	gray	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 Jenkins peeks from the valley floor, surrounded by forests winter-	gray and dead	.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 A little town is discovered by the 	rich and famous	.
no	X and Y	long	smelly	long - short	(\blong) and (?!short)(\b\w+)	 Three of the four @ @ @ @ @ @ @ @ @ @ planners have formed a commission to determine Fresh Kills'future and after 52 	long and smelly	 years, local politicians are conjuring up closing ceremonies.
no	X and Y	large	rapid	large - small	(\blarge) and (?!small)(\b\w+)	 The southwest town of De Queen, @ @ @ @ @ @ @ @ @ @ is among the communities faced with integrating a 	large and rapid	 influx of one culture into another.
no	X and Y	long	close	long - short	(\blong) and (?!short)(\b\w+)	 Thus began a 	long and close	 relationship with U.
no	X and Y	old	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Afeaki is 54 years 	old and happy	 enough to be here.
no	X and Y	dead	silent	alive - dead	(\bdead) and (?!alive)(\b\w+)	 Georgia Turner, 	dead and silent	 31 years, is still singing the blues away.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	 Organization officials insist they are making the world a better place for 	both rich and poor	 by drawing underdeveloped nations into global markets and increasing access to goods.
no	X or Y	private	technical	private - public	(\bprivate) or (?!public)(\b\w+)	 For use at two- or four-year public, 	private or technical	 school.
yes	X or Y	public	private	private - public	(public) or (private)	5 GPA and SAT of 1200, or ACT of 27, receive $5,000 a year to attend 	public or private	 four-year institution.
yes	X and Y	old	new	new - old	(old) and (new)	 Merger unites some of best-known leaders of the 	old and new	 media @ @ @ @ @ @ @ @ @ @ could have ripple effect throughout media industry.
yes	X and Y	old	new	new - old	(old) and (new)	 Merger unites some of best-known leaders of the 	old and new	 media worlds.
no	X and Y	dry	cerebral	dry - wet	(\bdry) and (?!wet)(\b\w+)	 While Gates is more 	dry and cerebral	, Ballmer is gung-ho and tactile.
no	X and Y	middle	high	high - low	(?!low)(\b\w+) and (\bhigh)	 Dorothy Pelote, D-Savannah, has introduced a bill that would bar 	middle and high	 school students from wearing their fingernails -- real or artificial -- more than a quarter-inch past their fingertips.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 " I do n't know if that's 	good or bad	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Although he is paid by manufacturers, Shoen says, he is free to publish whatever he finds, 	good or bad	.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 And he'd better have a solid staff of assistants, 	young and old	, to motivate his players in a free-agency era that pulls teams into crazy spins.
yes	between X and Y	high	low	high - low	between (high) and (low)	 He always said the gulf 	between high and low	 art is artificial; people should be able to write a Top 40 hit one year, a symphony the next --as he did.
yes	X and Y	old	new	new - old	(old) and (new)	 " It is the design of the decade -- the perfect 	old and new	 product to take us into the next century.
yes	X and Y	large	small	large - small	(large) and (small)	 There are USASers at Ivy League schools, at community colleges and at state schools 	large and small	.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 " With higher bandwidth, downloads will be so 	quick and easy	.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 " I bring a 	new and different	 element.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 " When you've been around for a few years, I think it's healthy, it's good to have 	new and different	 people coming in, " Daley says.
no	X, not Y	good	overpowering	bad - good	(\bgood), not (?!bad)(\b\w+)	 Supplemental first-round pick in 1998, has 	good, not overpowering	 fastball but changes speeds very well for @ @ @ @ @ @ @ @ @ @ player of year.
no	X and Y	fair	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 The others are rated strong, good, average, 	fair and poor	.
