class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
no	X or Y	professional	public	private - public	(?!private)(\b\w+) or (\bpublic)	7130	 And it is quite wrong to suggest that because a man is a philanderer, that he will also betray people in his 	professional or public	 life.	 And it is quite wrong to suggest that because a man is a philanderer, that he will also betray people in his  professional or public  life.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	42204	 This would mean you could take some money, perhaps a portion of your tax dollars for education, and apply it towards tuition at 	private or parochial	 schools.	 This would mean you could take some money, perhaps a portion of your tax dollars for education, and apply it towards tuition at  private or parochial  schools.
no	X or Y	female	private	private - public	(?!public)(\b\w+) or (\bprivate)	37775	 The reason is obvious: uniquely 	female or private	 familial events are assumed to have no direct impact on community life, which is the focus of these studies.	 The reason is obvious: uniquely  female or private  familial events are assumed to have no direct impact on community life, which is the focus of these studies.
no	X or Y	suburban	private	private - public	(?!public)(\b\w+) or (\bprivate)	45472	 While he's at it, Campbell must @ @ @ @ @ @ @ @ @ @ 	suburban or private	 schools.	 While he's at it, Campbell must @ @ @ @ @ @ @ @ @ @  suburban or private  schools.
no	X or Y	Public	private	private - public	(?!public)(\b\w+) or (\bprivate)	36026	 The fate of the Baca Ranch stands as a microcosm for the future of the West: 	Public or private	?	 The fate of the Baca Ranch stands as a microcosm for the future of the West:  Public or private ?
no	X or Y	private	cooperative	private - public	(\bprivate) or (?!public)(\b\w+)	9135	 Because they do not have formal status, they will not be absorbed by the state sector, but will join in the development of rural industries and the expansion of 	private or cooperative	 enterprises in the cities.	 Because they do not have formal status, they will not be absorbed by the state sector, but will join in the development of rural industries and the expansion of  private or cooperative  enterprises in the cities.
no	X or Y	personal	public	private - public	(?!private)(\b\w+) or (\bpublic)	17134	 His preference for virtue surely entails the conclusion that many passions that were around in Athens are bad passions, unworthy of guiding 	personal or public	 life.	 His preference for virtue surely entails the conclusion that many passions that were around in Athens are bad passions, unworthy of guiding  personal or public  life.
no	X or Y	confidential	public	private - public	(?!private)(\b\w+) or (\bpublic)	11774	 Contact us for 	confidential or public	 testing and product reviews that actually contain useful information.	 Contact us for  confidential or public  testing and product reviews that actually contain useful information.
no	X or Y	social	public	private - public	(?!private)(\b\w+) or (\bpublic)	32588	 Social evaluation is now possible, and since it is possible, attention may more likely be directed toward 	social or public	 aspects of the self.	 Social evaluation is now possible, and since it is possible, attention may more likely be directed toward  social or public  aspects of the self.
no	X or Y	private	pro	private - public	(\bprivate) or (?!public)(\b\w+)	5774	 Administrative appeals tend to generate no fees (or low fees in some few instances) and training on the various laws is usually required before a 	private or pro	 bono attorney can effectively represent a client.	 Administrative appeals tend to generate no fees (or low fees in some few instances) and training on the various laws is usually required before a  private or pro  bono attorney can effectively represent a client.
no	X or Y	nongovernmental	private	private - public	(?!public)(\b\w+) or (\bprivate)	3789	 (n6) The latter two, produced during the rapid socioeconomic transformation in Korea, can reflect underlying attitudes toward 	nongovernmental or private	 institutions.	 (n6) The latter two, produced during the rapid socioeconomic transformation in Korea, can reflect underlying attitudes toward  nongovernmental or private  institutions.
no	X or Y	good	public	private - public	(?!private)(\b\w+) or (\bpublic)	23475	 It is possible for this to be moral in a'greater good'kind of context, but I do n't see any greater 	good or public	 interest being served here.	 It is possible for this to be moral in a'greater good'kind of context, but I do n't see any greater  good or public  interest being served here.
no	X or Y	federal	private	private - public	(?!public)(\b\w+) or (\bprivate)	9478	 Borrowers pay less interest when compared to 	federal or private	 loans.	 Borrowers pay less interest when compared to  federal or private  loans.
no	X or Y	parochial	private	private - public	(?!public)(\b\w+) or (\bprivate)	5629	 According to the poll, nearly 70% of blacks favor public school choice; 57% favor a voucher system that would allow them to send their children to any public, 	parochial or private	 school.	 According to the poll, nearly 70% of blacks favor public school choice; 57% favor a voucher system that would allow them to send their children to any public,  parochial or private  school.
no	X or Y	applied	public	private - public	(?!private)(\b\w+) or (\bpublic)	3720	 (n14) Historians influenced by such developments alone or in combination would help found 	applied or public	 history programs across the U.	 (n14) Historians influenced by such developments alone or in combination would help found  applied or public  history programs across the U.
no	X or Y	private	hybrid	private - public	(\bprivate) or (?!public)(\b\w+)	21475	 In fact, some organizations choose 	private or hybrid	 models over public clouds because @ @ @ @ @ @ @ @ @ @ about cloud computing also require a major reassessment of security and risk.	 In fact, some organizations choose  private or hybrid  models over public clouds because @ @ @ @ @ @ @ @ @ @ about cloud computing also require a major reassessment of security and risk.
no	X or Y	municipal	public	private - public	(?!private)(\b\w+) or (\bpublic)	33737	 Texas would be on its own to provide 	municipal or public	 services to meet basic needs of @ @ @ @ @ @ @ @ @ @ by a man identified only as Micah H.	 Texas would be on its own to provide  municipal or public  services to meet basic needs of @ @ @ @ @ @ @ @ @ @ by a man identified only as Micah H.
no	X or Y	corporate	public	private - public	(?!private)(\b\w+) or (\bpublic)	34089	 That's a sticking point for companies doing business in jurisdictions that require 	corporate or public	 sector data to remain within a specific geography.	 That's a sticking point for companies doing business in jurisdictions that require  corporate or public  sector data to remain within a specific geography.
no	X or Y	private	corporate	private - public	(\bprivate) or (?!public)(\b\w+)	39361	 There are n't any 	private or corporate	 investors dumb enough to fall for this, at least I hope not.	 There are n't any  private or corporate  investors dumb enough to fall for this, at least I hope not.
no	X or Y	commercial	private	private - public	(?!public)(\b\w+) or (\bprivate)	44618	 What if we fly 	commercial or private	 into Porto Clarence?	 What if we fly  commercial or private  into Porto Clarence?
no	X or Y	open	public	private - public	(?!private)(\b\w+) or (\bpublic)	11615	 Common and 	open or public	 areas are more important at companies increasingly populated by free agents and others who have little or no corporate loyalty or memory.	 Common and  open or public  areas are more important at companies increasingly populated by free agents and others who have little or no corporate loyalty or memory.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	37932	 The right to educate a child in a school of the parents'choice -- whether public or 	private or parochial	 -- is also not mentioned.	 The right to educate a child in a school of the parents'choice -- whether public or  private or parochial  -- is also not mentioned.
no	X or Y	military	public	private - public	(?!private)(\b\w+) or (\bpublic)	30715	 Reporters are charged with the crimes of insulting the president, criticizing the 	military or public	 prosecutors, disseminating separatist or communist propaganda and praising acts that are considered crimes.	 Reporters are charged with the crimes of insulting the president, criticizing the  military or public  prosecutors, disseminating separatist or communist propaganda and praising acts that are considered crimes.
no	X or Y	embarrassing	private	private - public	(?!public)(\b\w+) or (\bprivate)	21542	 In high school, when I wanted to record something 	embarrassing or private	, I'd switch into German.	 In high school, when I wanted to record something  embarrassing or private , I'd switch into German.
no	X or Y	private	confidential	private - public	(\bprivate) or (?!public)(\b\w+)	40748	 They may incorporate reflections on journalism, but they should not divulge 	private or confidential	 information obtained through their inside access to our newsroom or our Company.	 They may incorporate reflections on journalism, but they should not divulge  private or confidential  information obtained through their inside access to our newsroom or our Company.
no	X or Y	Public	private	private - public	(?!public)(\b\w+) or (\bprivate)	538	" "" 323 The basic structure of a debt-for-nature swap is as follows: "	Public or private	 actors, usually in developed countries, purchase developing country debt on the secondary market.	" "" 323 The basic structure of a debt-for-nature swap is as follows:  Public or private  actors, usually in developed countries, purchase developing country debt on the secondary market."
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	29740	 Paul makes it clear that it was not to any 	personal or private	 views of his own that he claimed to make every understanding captive, but to the Gospel which Christ had delivered to the Apostolic body.	 Paul makes it clear that it was not to any  personal or private  views of his own that he claimed to make every understanding captive, but to the Gospel which Christ had delivered to the Apostolic body.
no	X or Y	public	separate	private - public	(\bpublic) or (?!private)(\b\w+)	43845	 We can choose 	public or separate	 (Catholic), French immersion and a number of other special programs.	 We can choose  public or separate  (Catholic), French immersion and a number of other special programs.
no	X or Y	political	public	private - public	(?!private)(\b\w+) or (\bpublic)	40793	 They pledge to respect the right of citizens to seek 	political or public	 office, individually or as representatives of political parties or organizations, without discrimination (pare.	 They pledge to respect the right of citizens to seek  political or public  office, individually or as representatives of political parties or organizations, without discrimination (pare.
no	X or Y	private	political	private - public	(\bprivate) or (?!public)(\b\w+)	23335	 It is essential that the issue of money be as needed by the whole nation and hence free from 	private or political	 influence.	 It is essential that the issue of money be as needed by the whole nation and hence free from  private or political  influence.
no	X or Y	zero	public	private - public	(?!private)(\b\w+) or (\bpublic)	32389	 So if we mine from CC-BY, CC-	zero or public	 domain content, we're safe.	 So if we mine from CC-BY, CC- zero or public  domain content, we're safe.
no	X or Y	military	private	private - public	(?!public)(\b\w+) or (\bprivate)	7809	 Any type of flying experience-	military or private	, is beneficial to have.	 Any type of flying experience- military or private , is beneficial to have.
no	X or Y	private	corporate	private - public	(\bprivate) or (?!public)(\b\w+)	41070	 They would like us to believe that they can distinguish between the public good and the 	private or corporate	 gain.	 They would like us to believe that they can distinguish between the public good and the  private or corporate  gain.
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	27845	 No one decrees in a 	personal or private	, solipsistic vacuum.	 No one decrees in a  personal or private , solipsistic vacuum.
no	X or Y	individual	private	private - public	(?!public)(\b\w+) or (\bprivate)	33405	 Such thinking is joint, group, shared, or collective, as opposed to intramental, or 	individual or private	 thought.	 Such thinking is joint, group, shared, or collective, as opposed to intramental, or  individual or private  thought.
no	X or Y	public	social	private - public	(\bpublic) or (?!private)(\b\w+)	21720	 In other words, higher income families derive more benefits from market choice, and market choice will not necessarily produce 	public or social	 benefits.	 In other words, higher income families derive more benefits from market choice, and market choice will not necessarily produce  public or social  benefits.
no	X or Y	public	commercial	private - public	(\bpublic) or (?!private)(\b\w+)	10959	 By 1928 some forty-five 	public or commercial	 aquariums had been installed worldwide, and today many towns and cities have aquariums that attract hundreds of thousands of visitors a year.	 By 1928 some forty-five  public or commercial  aquariums had been installed worldwide, and today many towns and cities have aquariums that attract hundreds of thousands of visitors a year.
no	X or Y	semipublic	public	private - public	(?!private)(\b\w+) or (\bpublic)	26550	 Matthew commented that such a hall was not really appropriate since it was not private but a 	semipublic or public	" space: it "" is yours, or mine, as much as his."	" Matthew commented that such a hall was not really appropriate since it was not private but a  semipublic or public  space: it "" is yours, or mine, as much as his."
no	X or Y	civic	public	private - public	(?!private)(\b\w+) or (\bpublic)	6699	 Among those items passing the test are: * Dues for membership in professional societies and 	civic or public	 service organizations, like Rotary and Kiuanis clubs.	 Among those items passing the test are: * Dues for membership in professional societies and  civic or public  service organizations, like Rotary and Kiuanis clubs.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	39626	 There must also be major investments in all forms of education, whether public, 	private or parochial	, to assure that there is a competent work force for the future.	 There must also be major investments in all forms of education, whether public,  private or parochial , to assure that there is a competent work force for the future.
no	X or Y	crowded	public	private - public	(?!private)(\b\w+) or (\bpublic)	29272	 Other safety issues include viewing completely off-road, being alert to other people not concentrating when driving, and @ @ @ @ @ @ @ @ @ @ do drive to a 	crowded or public	 viewing spot.	 Other safety issues include viewing completely off-road, being alert to other people not concentrating when driving, and @ @ @ @ @ @ @ @ @ @ do drive to a  crowded or public  viewing spot.
no	X or Y	private	commercial	private - public	(\bprivate) or (?!public)(\b\w+)	21559	 In his portrait of the town meeting no 	private or commercial	 issues corrupted the discussion: only public matters such as roads, schools, poorhouses, and public health were on the agenda.	 In his portrait of the town meeting no  private or commercial  issues corrupted the discussion: only public matters such as roads, schools, poorhouses, and public health were on the agenda.
no	X or Y	commercial	public	private - public	(?!private)(\b\w+) or (\bpublic)	45859	 With few new homes, or 	commercial or public	 buildings, to design, architects'practices were decimated; only one in seven had jobs.	 With few new homes, or  commercial or public  buildings, to design, architects'practices were decimated; only one in seven had jobs.
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	3714	 (n13) Because it occurs between intimate partners inside the home, domestic violence is frequently seen as a 	personal or private	, rather than a political and public issue.	 (n13) Because it occurs between intimate partners inside the home, domestic violence is frequently seen as a  personal or private , rather than a political and public issue.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	29629	 Parents choose a 	private or parochial	 school and have all or part of the tuition paid by the government.	 Parents choose a  private or parochial  school and have all or part of the tuition paid by the government.
no	X or Y	private	religious	private - public	(\bprivate) or (?!public)(\b\w+)	23412	 It is n't a question of the benefits or drawbacks of contraceptives, it's a question of whether or not government can force 	private or religious	 employers/insurance companies to provide contraceptives and to potentially violate their personal beliefs.	 It is n't a question of the benefits or drawbacks of contraceptives, it's a question of whether or not government can force  private or religious  employers/insurance companies to provide contraceptives and to potentially violate their personal beliefs.
no	X or Y	private	hybrid	private - public	(\bprivate) or (?!public)(\b\w+)	3539	 (A 	private or hybrid	 cloud, on the other hand, can be con?	 (A  private or hybrid  cloud, on the other hand, can be con?
no	X or Y	private	asocial	private - public	(\bprivate) or (?!public)(\b\w+)	8028	 As I turn it, at least, there is nothing epistemologically 	private or asocial	 about imaginative life; nothing metaphysical about it.	 As I turn it, at least, there is nothing epistemologically  private or asocial  about imaginative life; nothing metaphysical about it.
no	X or Y	social	public	private - public	(?!private)(\b\w+) or (\bpublic)	25505	 Kesey, by contrast, believed in a Wild West approach: Let people take the drugs in any variety of 	social or public	 settings and just see what happens.	 Kesey, by contrast, believed in a Wild West approach: Let people take the drugs in any variety of  social or public  settings and just see what happens.
no	X or Y	private	selfish	private - public	(\bprivate) or (?!public)(\b\w+)	2824	" "" There is no "	private or selfish	 interest involved; rather, God is loved, adored, and worshiped for who and what he is.	" "" There is no  private or selfish  interest involved; rather, God is loved, adored, and worshiped for who and what he is."
no	X or Y	private	Catholic	private - public	(\bprivate) or (?!public)(\b\w+)	9891	 But a stable and high-performing 	private or Catholic	 school usually has more than enough students, and little inclination to accept government money to which a host of new rules and requirements would be attached.	 But a stable and high-performing  private or Catholic  school usually has more than enough students, and little inclination to accept government money to which a host of new rules and requirements would be attached.
no	X or Y	private	female	private - public	(\bprivate) or (?!public)(\b\w+)	29005	 One way the split between the public or male world and the 	private or female	" world is imaged in these plays is by being within the house or outside the house "" (109)."	" One way the split between the public or male world and the  private or female  world is imaged in these plays is by being within the house or outside the house "" (109)."
no	X or Y	special	private	private - public	(?!public)(\b\w+) or (\bprivate)	34642	 The Legislature shall, from time to time, provide, as far as practicable, by general laws, for all matters usually appertaining to 	special or private	 legislation.	 The Legislature shall, from time to time, provide, as far as practicable, by general laws, for all matters usually appertaining to  special or private  legislation.
no	X or Y	private	governmental	private - public	(\bprivate) or (?!public)(\b\w+)	44797	 When Compassion became industrialized, it does not matter whether it is 	private or governmental	, they do not want to lose their customers.	 When Compassion became industrialized, it does not matter whether it is  private or governmental , they do not want to lose their customers.
no	X or Y	private	subjective	private - public	(\bprivate) or (?!public)(\b\w+)	3689	 (c) we could not tolerate people who have beliefs different from our own, we would have to force our values on others, and any moral reform or progress would be purely 	private or subjective	.	 (c) we could not tolerate people who have beliefs different from our own, we would have to force our values on others, and any moral reform or progress would be purely  private or subjective .
no	X or Y	inner	private	private - public	(?!public)(\b\w+) or (\bprivate)	47622	 play to characterize interpretation as a kind of 	inner or private	 contest between witchcraft and tyranny, which it almost identifies as a war between the feminine and the masculine.	 play to characterize interpretation as a kind of  inner or private  contest between witchcraft and tyranny, which it almost identifies as a war between the feminine and the masculine.
no	X or Y	local	private	private - public	(?!public)(\b\w+) or (\bprivate)	35074	 The assent of two-thirds of the members elected to each branch of the legislature shall be requisite to every bill appropriating the public moneys or property for 	local or private	 purposes.	 The assent of two-thirds of the members elected to each branch of the legislature shall be requisite to every bill appropriating the public moneys or property for  local or private  purposes.
no	X or Y	Private	public	private - public	(?!private)(\b\w+) or (\bpublic)	180	 	Private or public	 -- bad times, hold off funding pension plans.	  Private or public  -- bad times, hold off funding pension plans.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	37334	 The other is the increasingly plausible prospect of full-fledged voucher systems, in which parents would be issued checks earmarked for instruction in public, 	private or parochial	 schools.	 The other is the increasingly plausible prospect of full-fledged voucher systems, in which parents would be issued checks earmarked for instruction in public,  private or parochial  schools.
no	X or Y	private	corporate	private - public	(\bprivate) or (?!public)(\b\w+)	35494	 The combination of broadscale, coordinated efforts underway to manipulate the election and the previously banned unlimited amounts of unaccountable money from 	private or corporate	 interests involved in those efforts threatens the democratic process for picking a president.	 The combination of broadscale, coordinated efforts underway to manipulate the election and the previously banned unlimited amounts of unaccountable money from  private or corporate  interests involved in those efforts threatens the democratic process for picking a president.
no	X or Y	public	political	private - public	(\bpublic) or (?!private)(\b\w+)	20407	" If scientific findings about serious environmental risks presented "" sweetly and patiently "" (not to speak of their dense, obscure, and jargon-heavy technical cousins) can not capture "	public or political	 audiences, then what can?	" If scientific findings about serious environmental risks presented "" sweetly and patiently "" (not to speak of their dense, obscure, and jargon-heavy technical cousins) can not capture  public or political  audiences, then what can?"
no	X or Y	commercial	private	private - public	(?!public)(\b\w+) or (\bprivate)	13442	 Factors or conditions similar to those described at junctions may also affect access from 	commercial or private	 driveways (categorized as bicyclist failure to yield?	 Factors or conditions similar to those described at junctions may also affect access from  commercial or private  driveways (categorized as bicyclist failure to yield?
no	X or Y	explicit	public	private - public	(?!private)(\b\w+) or (\bpublic)	29072	 Only the NAACP and NCJW responded in any 	explicit or public	 way in those early years on behalf of the evacuees, and neither took an unequivocally oppositional stand.	 Only the NAACP and NCJW responded in any  explicit or public  way in those early years on behalf of the evacuees, and neither took an unequivocally oppositional stand.
no	X or Y	public	published	private - public	(\bpublic) or (?!private)(\b\w+)	8241	 As in all television democracies, German politicians often seem to be following 	public or published	 opinion rather than leading it.	 As in all television democracies, German politicians often seem to be following  public or published  opinion rather than leading it.
no	X or Y	governmental	private	private - public	(?!public)(\b\w+) or (\bprivate)	11767	 Consumers are directed to the appropriate 	governmental or private	 agencies for help in answering specialized questions or resolving disputes that are not within the Unit's jurisdiction.	 Consumers are directed to the appropriate  governmental or private  agencies for help in answering specialized questions or resolving disputes that are not within the Unit's jurisdiction.
no	X or Y	parochial	private	private - public	(?!public)(\b\w+) or (\bprivate)	35723	 The decline in enrollments at 	parochial or private	 high schools also means that fewer students enter a place like Saint Louis University with the background to begin relatively sophisticated discussions of religious experience.	 The decline in enrollments at  parochial or private  high schools also means that fewer students enter a place like Saint Louis University with the background to begin relatively sophisticated discussions of religious experience.
no	X or Y	private	cooperative	private - public	(\bprivate) or (?!public)(\b\w+)	7762	 Another, 	private or cooperative	 @ @ @ @ @ @ @ @ @ @ be For-profit.	 Another,  private or cooperative  @ @ @ @ @ @ @ @ @ @ be For-profit.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	6916	 And any child below a certain income level attending a school rated C, D or F can receive a voucher to go to a 	private or parochial	 school.	 And any child below a certain income level attending a school rated C, D or F can receive a voucher to go to a  private or parochial  school.
no	X or Y	military	public	private - public	(?!private)(\b\w+) or (\bpublic)	42100	 This version would have required a mandatory 15 months of 	military or public	 service for everyone (male and female), between the ages of 18 and 26.	 This version would have required a mandatory 15 months of  military or public  service for everyone (male and female), between the ages of 18 and 26.
no	X or Y	deviant	public	private - public	(?!private)(\b\w+) or (\bpublic)	24323	 It was required that hospitals, relief organizations, and mental institutions file Form 67 to notify the government that they had located a 	deviant or public	 charge.	 It was required that hospitals, relief organizations, and mental institutions file Form 67 to notify the government that they had located a  deviant or public  charge.
no	X or Y	face	public	private - public	(?!private)(\b\w+) or (\bpublic)	23476	 It is possible that men who prefer to make contacts through the Internet find more potential partners to select from without enduring face-to-	face or public	 rejection.	 It is possible that men who prefer to make contacts through the Internet find more potential partners to select from without enduring face-to- face or public  rejection.
no	X or Y	private	independent	private - public	(\bprivate) or (?!public)(\b\w+)	26534	 Mary's counties have resumed outdoor activities and a handful of 	private or independent	 schools have started up again, as well.	 Mary's counties have resumed outdoor activities and a handful of  private or independent  schools have started up again, as well.
no	X or Y	governmental	private	private - public	(?!public)(\b\w+) or (\bprivate)	11703	 Congress established certain categories of information that are not required to be released in response to a FOIA request because release would be harmful to 	governmental or private	 interests.	 Congress established certain categories of information that are not required to be released in response to a FOIA request because release would be harmful to  governmental or private  interests.
no	X or Y	private	confidential	private - public	(\bprivate) or (?!public)(\b\w+)	30102	 Please avoid posting 	private or confidential	 information, and also keep in mind that anything you post may be disclosed, published, transmitted or reused.	 Please avoid posting  private or confidential  information, and also keep in mind that anything you post may be disclosed, published, transmitted or reused.
no	X or Y	private	commercial	private - public	(\bprivate) or (?!public)(\b\w+)	26957	 More than 60 others, many of them badly damaged by time and the elements, are being restored for 	private or commercial	 use.	 More than 60 others, many of them badly damaged by time and the elements, are being restored for  private or commercial  use.
no	X or Y	public	Congressional	private - public	(\bpublic) or (?!private)(\b\w+)	34394	 The Administration's risky position has developed without 	public or Congressional	 debate.	 The Administration's risky position has developed without  public or Congressional  debate.
no	X or Y	political	public	private - public	(?!private)(\b\w+) or (\bpublic)	46044	 Without such governmental influence, the growing international dimension of the labor market would be without the structures of 	political or public	 accountability.	 Without such governmental influence, the growing international dimension of the labor market would be without the structures of  political or public  accountability.
no	X or Y	private	hybrid	private - public	(\bprivate) or (?!public)(\b\w+)	40150	 These protocols all have the objective of quickly moving data from the enterprise back-end systems into the 	private or hybrid	 cloud.	 These protocols all have the objective of quickly moving data from the enterprise back-end systems into the  private or hybrid  cloud.
no	X or Y	private	intimate	private - public	(\bprivate) or (?!public)(\b\w+)	14190	 For purposes of this section, the 	private or intimate	 parts of a female person shall include that portion of the breast which is below the top of the areola.	 For purposes of this section, the  private or intimate  parts of a female person shall include that portion of the breast which is below the top of the areola.
no	X or Y	parochial	private	private - public	(?!public)(\b\w+) or (\bprivate)	29036	 Only 23 out of 148 	parochial or private	 school students fell into the limited category, including only one male in the private and one male in the parochial school!	 Only 23 out of 148  parochial or private  school students fell into the limited category, including only one male in the private and one male in the parochial school!
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	37040	 The most common reasons given by victims for not reporting rapes are the belief that it is a 	personal or private	 matter, and that they fear reprisal from the assailant.	 The most common reasons given by victims for not reporting rapes are the belief that it is a  personal or private  matter, and that they fear reprisal from the assailant.
no	X or Y	governmental	private	private - public	(?!public)(\b\w+) or (\bprivate)	44141	 We now turn to an examination of whether there are any significant practical constraints to the successful 	governmental or private	 application of the two countries'competition laws to predatory transborder pricing.	 We now turn to an examination of whether there are any significant practical constraints to the successful  governmental or private  application of the two countries'competition laws to predatory transborder pricing.
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	18321	 I do not mean to argue they were 	personal or private	 experiences, and indeed the majority take place within a vibrant community context.	 I do not mean to argue they were  personal or private  experiences, and indeed the majority take place within a vibrant community context.
no	X or Y	municipal	private	private - public	(?!public)(\b\w+) or (\bprivate)	22435	 Instead it is paid to 	municipal or private	 landlords and utility companies.	 Instead it is paid to  municipal or private  landlords and utility companies.
no	X or Y	political	public	private - public	(?!private)(\b\w+) or (\bpublic)	9957	 But because of increasing budget pressures these ideas received little 	political or public	 support.	 But because of increasing budget pressures these ideas received little  political or public  support.
no	X or Y	private	abstract	private - public	(\bprivate) or (?!public)(\b\w+)	35191	 The best way to handle this problem, Marsilius thought, was simply to declare that spiritual things had no external effect but represented purely 	private or abstract	 matters.	 The best way to handle this problem, Marsilius thought, was simply to declare that spiritual things had no external effect but represented purely  private or abstract  matters.
no	X or Y	social	public	private - public	(?!private)(\b\w+) or (\bpublic)	38522	 The terminological change is important because the poor are understood primarily as recipients of 	social or public	 activity.	 The terminological change is important because the poor are understood primarily as recipients of  social or public  activity.
no	X or Y	exclusive	private	private - public	(?!public)(\b\w+) or (\bprivate)	37407	 The patrols are n't 	exclusive or private	 therefore, they are for the public good.	 The patrols are n't  exclusive or private  therefore, they are for the public good.
no	X or Y	federal	private	private - public	(?!public)(\b\w+) or (\bprivate)	18845	 I know of no plan, 	federal or private	, to seize huge swaths of territory from human owners in order to make a playground for wolves.	 I know of no plan,  federal or private , to seize huge swaths of territory from human owners in order to make a playground for wolves.
no	X or Y	corporate	private	private - public	(?!public)(\b\w+) or (\bprivate)	48993	No more 	corporate or private	 wealthy sponsors dictating the peoples lives in U.	No more  corporate or private  wealthy sponsors dictating the peoples lives in U.
no	X or Y	private	nearby	private - public	(\bprivate) or (?!public)(\b\w+)	32769	 Some parents had already decided on 	private or nearby	 suburban options, but Worthley and her husband were committed to sending their children to a public school in the city.	 Some parents had already decided on  private or nearby  suburban options, but Worthley and her husband were committed to sending their children to a public school in the city.
no	X or Y	public	official	private - public	(\bpublic) or (?!private)(\b\w+)	32929	 Sometimes understanding the techniques used to win 	public or official	 support for an idea can be the most important part.	 Sometimes understanding the techniques used to win  public or official  support for an idea can be the most important part.
no	X or Y	scientific	public	private - public	(?!private)(\b\w+) or (\bpublic)	30939	" Rothman, editor of the journal Epidemiology, argued that "" with few exceptions, there is little "	scientific or public	 health reason to investigate individual clusters at all.	" Rothman, editor of the journal Epidemiology, argued that "" with few exceptions, there is little  scientific or public  health reason to investigate individual clusters at all."
no	X or Y	political	public	private - public	(?!private)(\b\w+) or (\bpublic)	15126	 Have, I ask, @ @ @ @ @ @ @ @ @ @ history, committed mean, futile and dastardly crimes such as these in pursuit of any 	political or public	 end?	 Have, I ask, @ @ @ @ @ @ @ @ @ @ history, committed mean, futile and dastardly crimes such as these in pursuit of any  political or public  end?
no	X or Y	private	romantic	private - public	(\bprivate) or (?!public)(\b\w+)	3113	" "" We do n't have much "	private or romantic	 time together, and many days, by the time he gets home, I'm half dead or totally harried.	" "" We do n't have much  private or romantic  time together, and many days, by the time he gets home, I'm half dead or totally harried."
no	X or Y	environmental	public	private - public	(?!private)(\b\w+) or (\bpublic)	42502	 Thus far, every 	environmental or public	 health law challenged by a multinational corporation has been ruled illegal.	 Thus far, every  environmental or public  health law challenged by a multinational corporation has been ruled illegal.
no	X or Y	private	personal	private - public	(\bprivate) or (?!public)(\b\w+)	2473	" "" Such distinctions are not clearly illustrated by the works in the show, however, and Francis immediately begins to bend them to accommodate each artist's "" "	private or personal	 verancular.	" "" Such distinctions are not clearly illustrated by the works in the show, however, and Francis immediately begins to bend them to accommodate each artist's ""  private or personal  verancular."
no	X or Y	private	semipublic	private - public	(\bprivate) or (?!public)(\b\w+)	43891	 We did not attempt to monitor behavioral changes within 	private or semipublic	 arenas (such as bars, hotel lobbies, or private parties), nor did we explore subcultural and class differences in performance styles.	 We did not attempt to monitor behavioral changes within  private or semipublic  arenas (such as bars, hotel lobbies, or private parties), nor did we explore subcultural and class differences in performance styles.
no	X or Y	private	vocational	private - public	(\bprivate) or (?!public)(\b\w+)	14680	 Generalizations to other types of institutions, 	private or vocational	, must be tentative.	 Generalizations to other types of institutions,  private or vocational , must be tentative.
no	X or Y	private	viewable	private - public	(\bprivate) or (?!public)(\b\w+)	10883	 But you ca n't selectively choose which photos are public or 	private or viewable	 to friends only, and this applies to the Web version as well.	 But you ca n't selectively choose which photos are public or  private or viewable  to friends only, and this applies to the Web version as well.
no	X or Y	private	religious	private - public	(\bprivate) or (?!public)(\b\w+)	23766	 It provides 8,000 students with scholarships of up to $5,000 each to attend a 	private or religious	 school of their choice.	 It provides 8,000 students with scholarships of up to $5,000 each to attend a  private or religious  school of their choice.
no	X or Y	sensitive	private	private - public	(?!public)(\b\w+) or (\bprivate)	23440	 It is not inherently more specific, predictive, 	sensitive or private	 than other kinds of health information.	 It is not inherently more specific, predictive,  sensitive or private  than other kinds of health information.
no	X or Y	public	accessible	private - public	(\bpublic) or (?!private)(\b\w+)	10684	 But there's no requirement in the bill that the lands remain 	public or accessible	 to the public.	 But there's no requirement in the bill that the lands remain  public or accessible  to the public.
no	X or Y	professional	public	private - public	(?!private)(\b\w+) or (\bpublic)	13927	 For a thorough picture, Tyburski recommends that you hire a public records research expert to do an initial investigation covering public records, Web mentions, and information available by phone from 	professional or public	 agencies.	 For a thorough picture, Tyburski recommends that you hire a public records research expert to do an initial investigation covering public records, Web mentions, and information available by phone from  professional or public  agencies.
