class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	41471	 This implies that the rich's selfishness causes division not only 	between rich and poor	 but among the poor themselves; santaneros are understandably more concerned about crime among the poor than about crime against the rich.	 This implies that the rich's selfishness causes division not only  between rich and poor  but among the poor themselves; santaneros are understandably more concerned about crime among the poor than about crime against the rich.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	41249	 This and the booming economy will start making gaps 	between rich and poor	 a little smaller.	 This and the booming economy will start making gaps  between rich and poor  a little smaller.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	21419	 In fact the study @ @ @ @ @ @ @ @ @ @ the inequality 	between rich and poor	.	 In fact the study @ @ @ @ @ @ @ @ @ @ the inequality  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	12235	 Developing countries are a total mess in the early stages, with huge disparities 	between rich and poor	, chaotic economies, and systems where no one pays taxes.	 Developing countries are a total mess in the early stages, with huge disparities  between rich and poor , chaotic economies, and systems where no one pays taxes.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	9761	 But @ @ @ @ @ @ @ @ @ @ main body, accounting for a total tax amount is satisfied about 70% the gap 	between rich and poor	 widening trend.	 But @ @ @ @ @ @ @ @ @ @ main body, accounting for a total tax amount is satisfied about 70% the gap  between rich and poor  widening trend.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	43229	 Under such a system, localities ultimately get to @ @ @ @ @ @ @ @ @ @ 	between rich and poor	 districts is not so wide.	 Under such a system, localities ultimately get to @ @ @ @ @ @ @ @ @ @  between rich and poor  districts is not so wide.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	24397	 It widens the income gap 	between rich and poor	 Americans and discourages unskilled workers from looking for jobs.	 It widens the income gap  between rich and poor  Americans and discourages unskilled workers from looking for jobs.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	42168	 This will create huge political pressure in a country where people have over the past 25 years @ @ @ @ @ @ @ @ @ @ the gulf 	between rich and poor	 remains wide.	 This will create huge political pressure in a country where people have over the past 25 years @ @ @ @ @ @ @ @ @ @ the gulf  between rich and poor  remains wide.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	11536	 Close the knowledge gap 	between rich and poor	 countries and between science and policy makers.	 Close the knowledge gap  between rich and poor  countries and between science and policy makers.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	22585	 Inundated by global media and tourism, millions of people in underdeveloped regions become resentful of the immense differences in lifestyle 	between rich and poor	.	 Inundated by global media and tourism, millions of people in underdeveloped regions become resentful of the immense differences in lifestyle  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	8384	 As the gap 	between rich and poor	 grows, the perception of relative deprivation felt by rural Thais will increase accordingly.	 As the gap  between rich and poor  grows, the perception of relative deprivation felt by rural Thais will increase accordingly.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	43577	 Violent crime has been on the rise in China in recent decades as the nation's economy has boomed and the gap 	between rich and poor	 has expanded at an alarming rate.	 Violent crime has been on the rise in China in recent decades as the nation's economy has boomed and the gap  between rich and poor  has expanded at an alarming rate.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	28895	 One letter writer blamed Republicans far the growing gap 	between rich and poor	, while another blamed Democrats.	 One letter writer blamed Republicans far the growing gap  between rich and poor , while another blamed Democrats.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	5337	 A recent report by the Organization for Economic Cooperation and Development found that Mexico had the largest divide 	between rich and poor	 of the group's 30 member nations, virtually assuring that wealthy targets stand out.	 A recent report by the Organization for Economic Cooperation and Development found that Mexico had the largest divide  between rich and poor  of the group's 30 member nations, virtually assuring that wealthy targets stand out.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	18020	 I believe there is a connection between these numbers and the gap 	between rich and poor	.	 I believe there is a connection between these numbers and the gap  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	21572	 In it the writer, @ @ @ @ @ @ @ @ @ @ that of course he fosters hatred 	between rich and poor	, mestizos and Indians.	 In it the writer, @ @ @ @ @ @ @ @ @ @ that of course he fosters hatred  between rich and poor , mestizos and Indians.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	39977	 These changes in hours worked are exacerbating preexisting income gaps 	between rich and poor	.	 These changes in hours worked are exacerbating preexisting income gaps  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	10184	 But in spite of hundreds of governmental and nongovernmental agencies working for the relief of the poor and the vulnerable, the gap 	between rich and poor	 individuals, as well as countries, continues to grow.	 But in spite of hundreds of governmental and nongovernmental agencies working for the relief of the poor and the vulnerable, the gap  between rich and poor  individuals, as well as countries, continues to grow.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	38289	 The spread 	between rich and poor	 has gotten wider over the decades.	 The spread  between rich and poor  has gotten wider over the decades.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	37828	 The report also showed the income gap 	between rich and poor	 people grew to the widest in more than 40 years in 2011 as the poverty rate remained at almost a two-decade high.	 The report also showed the income gap  between rich and poor  people grew to the widest in more than 40 years in 2011 as the poverty rate remained at almost a two-decade high.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	12200	 Despite the fact that foreign threats to Thailand have ended, the Chuan administration has not attacked the problems of rural poverty and the growing gap 	between rich and poor	 in a structural or systematic manner.	 Despite the fact that foreign threats to Thailand have ended, the Chuan administration has not attacked the problems of rural poverty and the growing gap  between rich and poor  in a structural or systematic manner.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	2032	" "" Major daily newspapers are running series on the growing gap "	between rich and poor	", with such titles as "" Divided Japan "" and "" Light and Darkness."	" "" Major daily newspapers are running series on the growing gap  between rich and poor , with such titles as "" Divided Japan "" and "" Light and Darkness."
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	10841	 But whereas Dionne perceived a significant commonality of interests 	between rich and poor	, Reich considered the reality less important than the perception.	 But whereas Dionne perceived a significant commonality of interests  between rich and poor , Reich considered the reality less important than the perception.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	27684	 New leaders, @ @ @ @ @ @ @ @ @ @ the economy expanding fast enough to deal with rising unemployment, rural poverty and widening gaps 	between rich and poor	.	 New leaders, @ @ @ @ @ @ @ @ @ @ the economy expanding fast enough to deal with rising unemployment, rural poverty and widening gaps  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	38871	 The widening gulf 	between rich and poor	 is evident in greater Manchester, where the wealthy of suburban Cheshire live far removed from the slums of Ordsall.	 The widening gulf  between rich and poor  is evident in greater Manchester, where the wealthy of suburban Cheshire live far removed from the slums of Ordsall.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	21303	" In another Gallup survey, only 2% of Americans listed the "" divide "	between rich and poor	" "" as the most important economic issue facing the country."	" In another Gallup survey, only 2% of Americans listed the "" divide  between rich and poor  "" as the most important economic issue facing the country."
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	7109	 And is n't there a continuum of people running 	between rich and poor	?	 And is n't there a continuum of people running  between rich and poor ?
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	47131	 continues on the trend towards a service-based economy, it could end up with wealth concentrated on the two coasts and bigger discrepancies 	between rich and poor	.	 continues on the trend towards a service-based economy, it could end up with wealth concentrated on the two coasts and bigger discrepancies  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	4982	 A USA Today /Gallup poll this summer found that Hispanic registered voters prioritized health care, unemployment, economic growth, and the gap 	between rich and poor	 over immigration.	 A USA Today /Gallup poll this summer found that Hispanic registered voters prioritized health care, unemployment, economic growth, and the gap  between rich and poor  over immigration.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	36284	 The government measures the gap 	between rich and poor	 using the Gini index, a widely accepted measure for studying inequalities in many disciplines.	 The government measures the gap  between rich and poor  using the Gini index, a widely accepted measure for studying inequalities in many disciplines.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	47348	 if the relationship 	between rich and poor	 are out of balance, robin hood actions are not'criminal'.	 if the relationship  between rich and poor  are out of balance, robin hood actions are not'criminal'.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	535	" "" 26 There is every indication that the gap "	between rich and poor	 is increasing rapidly as new budget cuts to social services are announced almost daily.	" "" 26 There is every indication that the gap  between rich and poor  is increasing rapidly as new budget cuts to social services are announced almost daily."
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	36506	 The income gap 	between rich and poor	 has grown as the well-to-do padded their wealth with tax cuts, money shuffling schemes and a staggering 212 percent increase in executive pay.	 The income gap  between rich and poor  has grown as the well-to-do padded their wealth with tax cuts, money shuffling schemes and a staggering 212 percent increase in executive pay.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	21137	 In a multiyear survey of more than 30,000 respondents in 31 countries, almost 90 percent agreed or strongly agreed that the differences 	between rich and poor	 countries are too great.	 In a multiyear survey of more than 30,000 respondents in 31 countries, almost 90 percent agreed or strongly agreed that the differences  between rich and poor  countries are too great.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	12703	 Ease the gulf 	between rich and poor	 and keep the middle class from hollowing out.	 Ease the gulf  between rich and poor  and keep the middle class from hollowing out.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	25665	 Last year, the IMF and World Bank launched a global crusade against corruption, which economists blame for slowing down growth and widening the gap 	between rich and poor	.	 Last year, the IMF and World Bank launched a global crusade against corruption, which economists blame for slowing down growth and widening the gap  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	10187	 But in the 2012 presidential election -- one of the most consequential contests in decades -- the divide 	between rich and poor	 in America promises to be a focal point.	 But in the 2012 presidential election -- one of the most consequential contests in decades -- the divide  between rich and poor  in America promises to be a focal point.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	12195	 Despite such improvements, it is imperative for us to keep in mind that the gap 	between rich and poor	 is still increasing.	 Despite such improvements, it is imperative for us to keep in mind that the gap  between rich and poor  is still increasing.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	36220	 The gap 	between rich and poor	 @ @ @ @ @ @ @ @ @ @ respondents citing it, up from 41 percent in 2008.	 The gap  between rich and poor  @ @ @ @ @ @ @ @ @ @ respondents citing it, up from 41 percent in 2008.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	9573	 Both developments may have helped level disparities 	between rich and poor	 nations.	 Both developments may have helped level disparities  between rich and poor  nations.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	8672	 At the same time the income distribution has become even more polarized 	between rich and poor	.	 At the same time the income distribution has become even more polarized  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	36274	 The gold miners who began migrating here in the 1930s created a boomtown in Yellowknife with large gaps 	between rich and poor	.	 The gold miners who began migrating here in the 1930s created a boomtown in Yellowknife with large gaps  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	11843	 Could it be because the gap 	between rich and poor	 is widening by the foot every minute?	 Could it be because the gap  between rich and poor  is widening by the foot every minute?
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	27680	 New business models involving medical expertise remotely will emerge so that the divide between healthcare 	between rich and poor	 areas will flatten.	 New business models involving medical expertise remotely will emerge so that the divide between healthcare  between rich and poor  areas will flatten.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	45907	 With primarily market-driven economies, @ @ @ @ @ @ @ @ @ @ and a narrowing of income gaps 	between rich and poor	.	 With primarily market-driven economies, @ @ @ @ @ @ @ @ @ @ and a narrowing of income gaps  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	47563	" of The Washington Post says, "" The half-century old concept that government has a responsibility to narrow the gap "	between rich and poor	 no longer guides the design of American economic policy.	" of The Washington Post says, "" The half-century old concept that government has a responsibility to narrow the gap  between rich and poor  no longer guides the design of American economic policy."
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	45822	 With a divided canvas and separate scenes, some paintings emphasize the gap 	between rich and poor	.	 With a divided canvas and separate scenes, some paintings emphasize the gap  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	13022	 Even more unsettling are the margins 	between rich and poor	, which are as wide and disconcerting as at any time in our supposedly less enlightened past.	 Even more unsettling are the margins  between rich and poor , which are as wide and disconcerting as at any time in our supposedly less enlightened past.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	36524	 The inequality 	between rich and poor	 is the greatest it has ever been in our history due to the political power of wealthy plutocrats who donate billions of dollars to politicians.	 The inequality  between rich and poor  is the greatest it has ever been in our history due to the political power of wealthy plutocrats who donate billions of dollars to politicians.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	18351	 I expect to see the gap in living standards 	between rich and poor	 grow steadily wider.	 I expect to see the gap in living standards  between rich and poor  grow steadily wider.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	22350	 India is likely to gain strength as a regional power, but there are significant limits to its prospects-including problems of internal governance and an increasing gap 	between rich and poor	.	 India is likely to gain strength as a regional power, but there are significant limits to its prospects-including problems of internal governance and an increasing gap  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	11388	 Child labor, industrial conditions @ @ @ @ @ @ @ @ @ @ divide 	between rich and poor	, and blended families are all issues that are discussed in Samantha's books.	 Child labor, industrial conditions @ @ @ @ @ @ @ @ @ @ divide  between rich and poor , and blended families are all issues that are discussed in Samantha's books.
yes	between X and Y	poor	rich	poor - rich	between (poor) and (rich)	45901	 With nowhere else to put their money, Iranian investors have speculated in real estate, a phenomenon that has widened the gap 	between poor and rich	 into a chasm.	 With nowhere else to put their money, Iranian investors have speculated in real estate, a phenomenon that has widened the gap  between poor and rich  into a chasm.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	46184	 Yes I think that has a lot to do with the increased gap 	between rich and poor	.	 Yes I think that has a lot to do with the increased gap  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	19576	 I was a child during Vietnam, then there was Watergate, the Iran Contra scandal, the widening gap 	between rich and poor	 exacerbated by tax policy, and now the Iraq War.	 I was a child during Vietnam, then there was Watergate, the Iran Contra scandal, the widening gap  between rich and poor  exacerbated by tax policy, and now the Iraq War.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	48520	, churches that practice racial exclusion or unjust divisions 	between rich and poor	)?	, churches that practice racial exclusion or unjust divisions  between rich and poor )?
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	33356	 Such agreements are important for maintaining domestic support for contributing to internationalist goals, whether international peacekeeping, reducing the gap 	between rich and poor	, protecting the international environment, or preventing violations of human rights.	 Such agreements are important for maintaining domestic support for contributing to internationalist goals, whether international peacekeeping, reducing the gap  between rich and poor , protecting the international environment, or preventing violations of human rights.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	14989	 Growing gaps 	between rich and poor	 in recent decades have been exacerbated by a divergence in the behavior of the two groups.	 Growing gaps  between rich and poor  in recent decades have been exacerbated by a divergence in the behavior of the two groups.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	3665	 (Unevenly -- the disparity in access to mental health care 	between rich and poor	 in America is enormous.	 (Unevenly -- the disparity in access to mental health care  between rich and poor  in America is enormous.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	36223	 The gap 	between rich and poor	 is smaller, not larger.	 The gap  between rich and poor  is smaller, not larger.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	40839	 They seem emblematic of this rising disparity 	between rich and poor	 in America.	 They seem emblematic of this rising disparity  between rich and poor  in America.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	13351	 Except that libertarians and conservatives want people @ @ @ @ @ @ @ @ @ @ of the Chinese government and social divide 	between rich and poor	.	 Except that libertarians and conservatives want people @ @ @ @ @ @ @ @ @ @ of the Chinese government and social divide  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	11465	 Citing the widening gap 	between rich and poor	 countries, proponents of this thesis argue that the highest priority of the South is alleviating poverty.	 Citing the widening gap  between rich and poor  countries, proponents of this thesis argue that the highest priority of the South is alleviating poverty.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	24995	 It's particularly acute in the Third World, due to the huge gap 	between rich and poor	.	 It's particularly acute in the Third World, due to the huge gap  between rich and poor .
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	22796	 It can also destroy cultural distinctiveness, and widen the gulf 	between rich and poor	.	 It can also destroy cultural distinctiveness, and widen the gulf  between rich and poor .
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	2713	" "" The nations of the earth, "	both rich and poor	, must learn to conserve what supplies they can obtain, and find ways of switching over to dependence on alternative sources of energy.	" "" The nations of the earth,  both rich and poor , must learn to conserve what supplies they can obtain, and find ways of switching over to dependence on alternative sources of energy."
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	3517	 (1989) have suggested that 	both rich and poor	 farmers play prominent roles in the environmental degradation of Chaco province.	 (1989) have suggested that  both rich and poor  farmers play prominent roles in the environmental degradation of Chaco province.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	10362	 But obstacles loom too, notably the lack of teacher training and the problem of equitably spreading the new tools around to 	both rich and poor	.	 But obstacles loom too, notably the lack of teacher training and the problem of equitably spreading the new tools around to  both rich and poor .
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	47003	 and the National Urban League draw criticism from 	both rich and poor	 blacks.	 and the National Urban League draw criticism from  both rich and poor  blacks.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	30768	 Results of the survey allow for an in-depth examination of possible differences in citizens'views of environmental issues among 	both rich and poor	 nations.	 Results of the survey allow for an in-depth examination of possible differences in citizens'views of environmental issues among  both rich and poor  nations.
yes	both X and Y	poor	rich	poor - rich	both (poor) and (rich)	45416	 While 	both poor and rich	" gamble, the "" recreational cost "" is a much higher percentage of the poor's overall income than it is for the rich."	" While  both poor and rich  gamble, the "" recreational cost "" is a much higher percentage of the poor's overall income than it is for the rich."
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	26636	 Mead is also right when he argues that this is a good thing; new technologies in medical care make all of our lives healthier 	both rich and poor	 alike.	 Mead is also right when he argues that this is a good thing; new technologies in medical care make all of our lives healthier  both rich and poor  alike.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	40485	 They can drive up prices and threaten the living standards of workers in 	both rich and poor	 countries, as well as provide cover for protectionists.	 They can drive up prices and threaten the living standards of workers in  both rich and poor  countries, as well as provide cover for protectionists.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	3635	" (The Baron laughs drunkenly and moves toward Bird, who @ @ @ @ @ @ @ @ @ @ "" Old death is a busy man, He serves "	both rich and poor	.	" (The Baron laughs drunkenly and moves toward Bird, who @ @ @ @ @ @ @ @ @ @ "" Old death is a busy man, He serves  both rich and poor ."
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	28414	 Obesity is a rare phenomenon in the world's history, and even throughout most of the modern world, 	both rich and poor	 alike.	 Obesity is a rare phenomenon in the world's history, and even throughout most of the modern world,  both rich and poor  alike.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	47629	 population conference are being taken seriously by 	both rich and poor	 nations.	 population conference are being taken seriously by  both rich and poor  nations.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	6801	 Anatole France once bitterly remarked: @ @ @ @ @ @ @ @ @ @ 	both rich and poor	 to sleep under bridges.	 Anatole France once bitterly remarked: @ @ @ @ @ @ @ @ @ @  both rich and poor  to sleep under bridges.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	22387	 Infotech will create 	both rich and poor	: Bill Gates's rise from college dropout to America's richest man offers a vivid example of the opportunities in the cyber society for amassing great wealth.	 Infotech will create  both rich and poor : Bill Gates's rise from college dropout to America's richest man offers a vivid example of the opportunities in the cyber society for amassing great wealth.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	29214	 Organization officials insist they are making the world a better place for 	both rich and poor	 by drawing underdeveloped nations into global markets and increasing access to goods.	 Organization officials insist they are making the world a better place for  both rich and poor  by drawing underdeveloped nations into global markets and increasing access to goods.
yes	both X and Y	poor	rich	poor - rich	both (poor) and (rich)	35776	 The difference for the black groups can be explained by geography: Wealthy white neighborhoods were mostly on high ground, but black neighborhoods 	both poor and rich	 were on lowland that flooded.	 The difference for the black groups can be explained by geography: Wealthy white neighborhoods were mostly on high ground, but black neighborhoods  both poor and rich  were on lowland that flooded.
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	4031	 // Peru's economic boom has buoyed the country, 	both rich and poor	.	 // Peru's economic boom has buoyed the country,  both rich and poor .
yes	both X and Y	rich	poor	poor - rich	both (rich) and (poor)	20126	 ICT is promoting new economic and social opportunities for 	both rich and poor	.	 ICT is promoting new economic and social opportunities for  both rich and poor .
yes	either X or Y	rich	poor	poor - rich	either (rich) or (poor)	32836	 Somehow I do n't see this occasional price gouging as having much effect on 	either rich or poor	.	 Somehow I do n't see this occasional price gouging as having much effect on  either rich or poor .
yes	from X to Y	poor	rich	poor - rich	from (poor) to (rich)	42817	 To see her go 	from poor to rich	, via hard work, had a major impact on me.	 To see her go  from poor to rich , via hard work, had a major impact on me.
yes	from X to Y	rich	poor	poor - rich	from (rich) to (poor)	15840	" He said he and Clinton "" have the same instinct "" on health care and praised the notion of a health-care "" transfer of finances "" "	from rich to poor	.	" He said he and Clinton "" have the same instinct "" on health care and praised the notion of a health-care "" transfer of finances ""  from rich to poor ."
yes	from X to Y	rich	poor	poor - rich	from (rich) to (poor)	34566	 The Greens want a massive wealth transfer 	from rich to poor	 -- not bloody likely.	 The Greens want a massive wealth transfer  from rich to poor  -- not bloody likely.
yes	from X to Y	rich	poor	poor - rich	from (rich) to (poor)	2729	" "" The pizza of today is something you can eat all around the world, "	from rich to poor	.	" "" The pizza of today is something you can eat all around the world,  from rich to poor ."
yes	from X to Y	rich	poor	poor - rich	from (rich) to (poor)	40786	 They oppose domestic spending in general, and programs that either impinge upon business or redistribute income 	from rich to poor	 in particular.	 They oppose domestic spending in general, and programs that either impinge upon business or redistribute income  from rich to poor  in particular.
yes	from X to Y	poor	rich	poor - rich	from (poor) to (rich)	18635	 I have n't heard anyone say the balance of taxes 	from poor to rich	 is the way it should be.	 I have n't heard anyone say the balance of taxes  from poor to rich  is the way it should be.
yes	from X to Y	rich	poor	poor - rich	from (rich) to (poor)	48526	, describing her slide 	from rich to poor	 as she filled out aid forms at a county center.	, describing her slide  from rich to poor  as she filled out aid forms at a county center.
yes	from X to Y	rich	poor	poor - rich	from (rich) to (poor)	28391	 OPEC was pulling off the greatest wealth transfer 	from rich to poor	 in history.	 OPEC was pulling off the greatest wealth transfer  from rich to poor  in history.
yes	from X to Y	poor	rich	poor - rich	from (poor) to (rich)	22886	 It did not address many key issues, such as the world economic system and the problem of financial flows 	from poor to rich	 countries.	 It did not address many key issues, such as the world economic system and the problem of financial flows  from poor to rich  countries.
yes	from X to Y	poor	rich	poor - rich	from (poor) to (rich)	36019	" The famous "" uphill "" flow of capital "	from poor to rich	 is entirely the result of official capital flows.	" The famous "" uphill "" flow of capital  from poor to rich  is entirely the result of official capital flows."
yes	how X or Y	rich	poor	poor - rich	how (rich) or (poor)	12664	 Each person, no matter 	how rich or poor	, makes use of the wealth he or she has been able to accumulate.	 Each person, no matter  how rich or poor , makes use of the wealth he or she has been able to accumulate.
yes	how X or Y	rich	poor	poor - rich	how (rich) or (poor)	39429	 There are very few things more important than clean fresh water for the health and welfare of the people of any country, no matter 	how rich or poor	 that country is.	 There are very few things more important than clean fresh water for the health and welfare of the people of any country, no matter  how rich or poor  that country is.
yes	how X or Y	rich	poor	poor - rich	how (rich) or (poor)	10627	 But the thing I remember most was that it did n't matter 	how rich or poor	 they were they always ate fresh produce from their gardens and fresh meat from their live stock and chickens.	 But the thing I remember most was that it did n't matter  how rich or poor  they were they always ate fresh produce from their gardens and fresh meat from their live stock and chickens.
yes	how X or Y	rich	poor	poor - rich	how (rich) or (poor)	37257	 The one sure thing about it is that it's all your money and all your time, no matter 	how rich or poor	 you are.	 The one sure thing about it is that it's all your money and all your time, no matter  how rich or poor  you are.
yes	more X than Y	poor	rich	poor - rich	more (poor) than (rich)	3912	 -- Lots of stuff about disobedient children and the value of being poor, confirmed in your own experience: there are many 	more poor than rich	 people, and children often do n't listen to their parents.	 -- Lots of stuff about disobedient children and the value of being poor, confirmed in your own experience: there are many  more poor than rich  people, and children often do n't listen to their parents.
yes	neither X nor Y	rich	poor	poor - rich	neither (rich) nor (poor)	7411	 And their Audis and magical toothbrushes and all possible contraptions and then burglar alarms to protect against slaughter and all neigh 	neither rich nor poor	 have any peace in their souls.	 And their Audis and magical toothbrushes and all possible contraptions and then burglar alarms to protect against slaughter and all neigh  neither rich nor poor  have any peace in their souls.
yes	neither X nor Y	rich	poor	poor - rich	neither (rich) nor (poor)	16021	 He was 	neither rich nor poor	, but lived plainly and was a respectable man.	 He was  neither rich nor poor , but lived plainly and was a respectable man.
yes	neither X nor Y	rich	poor	poor - rich	neither (rich) nor (poor)	4541	 <p> My grandmother's house was 	neither rich nor poor	, and it also contained my grandfather (called Pop), @ @ @ @ @ @ @ @ @ @ my younger first cousin, and me.	 <p> My grandmother's house was  neither rich nor poor , and it also contained my grandfather (called Pop), @ @ @ @ @ @ @ @ @ @ my younger first cousin, and me.
yes	neither X nor Y	rich	poor	poor - rich	neither (rich) nor (poor)	8258	 As it stands, the system bears unduly on those who are 	neither rich nor poor	.	 As it stands, the system bears unduly on those who are  neither rich nor poor .
yes	the very X and the very Y	rich	poor	poor - rich	the very (rich) and the very (poor)	26906	 More and more we are creating the institutions of a society divided between 	the very rich and the very poor	.	 More and more we are creating the institutions of a society divided between  the very rich and the very poor .
yes	the very X and the very Y	rich	poor	poor - rich	the very (rich) and the very (poor)	36224	 The gap between 	the very rich and the very poor	 is growing.	 The gap between  the very rich and the very poor  is growing.
yes	the very X and the very Y	rich	poor	poor - rich	the very (rich) and the very (poor)	31263	 Settlement boards do not link only 	the very rich and the very poor	, however.	 Settlement boards do not link only  the very rich and the very poor , however.
yes	the very X and the very Y	rich	poor	poor - rich	the very (rich) and the very (poor)	15814	 He really nailed the difference between 	the very rich and the very poor	 in that section.	 He really nailed the difference between  the very rich and the very poor  in that section.
yes	the very X and the very Y	rich	poor	poor - rich	the very (rich) and the very (poor)	33651	 Tax cutts, tax increases, Tax insentives only impact 	the very rich and the very poor	.	 Tax cutts, tax increases, Tax insentives only impact  the very rich and the very poor .
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	23722	 It must punish evil in all, 	whether rich or poor	, high or low.	 It must punish evil in all,  whether rich or poor , high or low.
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	3997	 // FOR ALMOST 2,000 YEARS Christianity has intimately touched the personal lives of millions of individuals, 	whether rich or poor	, powerful or powerless, famous or unknown.	 // FOR ALMOST 2,000 YEARS Christianity has intimately touched the personal lives of millions of individuals,  whether rich or poor , powerful or powerless, famous or unknown.
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	12545	 During Obama's first presidential election, his main response to the serious and growing economic crisis was to maintain the fiction that the interests of all economic classes, 	whether rich or poor	, were identical.	 During Obama's first presidential election, his main response to the serious and growing economic crisis was to maintain the fiction that the interests of all economic classes,  whether rich or poor , were identical.
